productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extCardText
155602,Chimchar - 76/130 [Diamond & Pearl],Chimchar 76 130 Diamond and Pearl,https://tcgplayer-cdn.tcgplayer.com/product/155602_200w.jpg,3,2175,https://cpt.tcgcsv.com/3gg2,2022-09-21T19:21:17.05,1,076/130,Promo,Fire,50,Basic,[0] Scratch (10),"[1R] Ember (30)
<br>Flip a coin. If tails, discard a Fire Energy attached to Chimchar.",W+10,1,5.25,27.0,29.99,8.79,,Reverse Holofoil,,
155603,Chimchar - 56/100 [Platinum],Chimchar 56 100 Platinum,https://tcgplayer-cdn.tcgplayer.com/product/155603_200w.jpg,3,2175,https://cpt.tcgcsv.com/5gg2,2022-09-21T19:20:47.117,1,056/100,Promo,Fire,40,Basic,[R] Flare (20),"[2] Lunge (40)
<br>Flip a coin. If tails, this attack does nothing.",W+10,1,5.95,7.5,19.99,5.74,,Reverse Holofoil,,
155604,Dialga - 16/106 [Platinum],Dialga 16 106 Platinum,https://tcgplayer-cdn.tcgplayer.com/product/155604_200w.jpg,3,2175,https://cpt.tcgcsv.com/6gg2,2023-06-30T21:24:33.52,1,016/106,Promo,Metal,90,Basic,"[M] Time Bellow (10)
<br>Draw a card.","[1MM] Flash Cannon (40)
<br>You may return all Energy cards attached to Dialga to your hand. If you do, remove the highest Stage Evolution card from the Defending Pokémon and shuffle that card into your opponent's deck.",R+20,2,4.95,9.64,24.0,19.67,,Reverse Holofoil,P-20,
155605,Eevee - 62/100 [Platinum],Eevee 62 100 Platinum,https://tcgplayer-cdn.tcgplayer.com/product/155605_200w.jpg,3,2175,https://cpt.tcgcsv.com/7gg2,2022-09-21T19:22:17.857,1,062/100,Promo,Colorless,60,Basic,"[1] Call for Family
<br>Search your deck for as many Eevee as you like and put them onto your Bench. Shuffle your deck afterward.","[1] Lunge (20)
<br>Flip a coin. If tails, this attack does nothing.",F+10,1,10.27,19.0,55.99,24.23,,Reverse Holofoil,,
155606,Giratina - 4/146 [Platinum],Giratina 4 146 Platinum,https://tcgplayer-cdn.tcgplayer.com/product/155606_200w.jpg,3,2175,https://cpt.tcgcsv.com/8gg2,2022-09-21T19:22:28.583,1,004/146,Promo,Psychic,100,Basic,"[1P] Shadow Force
<br>Choose 1 of your opponent's Benched Pokémon. This attack does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em> Flip a coin. If heads, prevent all effects of an attack, including damage, done to Giratina during your opponent's next turn.","[2PP] Brutal Edge (50+)
<br>Does 50 damage plus 10 more damage for each damage counter on the Defending Pokémon.",Dx2,3,18.23,40.0,129.99,46.33,,Reverse Holofoil,C-20,
155607,Glaceon - 20/100 [Platinum],Glaceon 20 100 Platinum,https://tcgplayer-cdn.tcgplayer.com/product/155607_200w.jpg,3,2175,https://cpt.tcgcsv.com/9gg2,2022-09-21T19:22:46.333,1,020/100,Promo,Water,90,Stage 1,"[1W] Ice Shot (30)
<br>Does 10 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[2W] Icy Wind (60)
<br>Flip a coin. If heads, the Defending Pokémon is now Asleep.",M+20,1,22.9,25.98,28.14,27.65,,Reverse Holofoil,,
155608,Grotle - 49/130 [Diamond & Pearl],Grotle 49 130 Diamond and Pearl,https://tcgplayer-cdn.tcgplayer.com/product/155608_200w.jpg,3,2175,https://cpt.tcgcsv.com/bgg2,2022-09-21T19:23:07.617,1,049/130,Promo,Grass,90,Stage 1,"[G] Synthesis
<br>Search your deck for a Grass Energy card and attach it to 1 of your Pokémon. Shuffle your deck afterward.",[2G] Cut (50),R+20,3,5.2,7.12,20.0,7.97,,Reverse Holofoil,W-20,
155609,Happiny - 52/123 [Diamond & Pearl],Happiny 52 123 Diamond and Pearl,https://tcgplayer-cdn.tcgplayer.com/product/155609_200w.jpg,3,2175,https://cpt.tcgcsv.com/cgg2,2023-11-20T13:35:47.273,1,052/123,Promo,Colorless,60,Basic,"[0] Lively
<br>Remove 2 damage counters from 1 of your Pokémon.",,F+20,1,10.92,16.51,30.0,31.27,,Reverse Holofoil,,"<strong>Poké-POWER — Baby Evolution</strong>
<br>Once during your turn <em>(before your attack)</em>, you may put Chansey from your hand onto Happiny (this counts as evolving Happiny) and remove all damage counters from Happiny."
155610,Leafeon - 24/100 [Platinum],Leafeon 24 100 Platinum,https://tcgplayer-cdn.tcgplayer.com/product/155610_200w.jpg,3,2175,https://cpt.tcgcsv.com/dgg2,2022-09-21T19:23:38.58,1,024/100,Promo,Grass,90,Stage 1,"[1G] Spiral Drain (40)
<br>Remove 1 damage counter from Leafeon.","[2G] Leaf Blade (50+)
<br>Flip a coin. If heads, this attack does 50 damage plus 20 more damage.",R+20,1,6.66,14.37,25.0,20.72,,Reverse Holofoil,W-20,
155611,Lucario - 6/130 [Diamond & Pearl],Lucario 6 130 Diamond and Pearl,https://tcgplayer-cdn.tcgplayer.com/product/155611_200w.jpg,3,2175,https://cpt.tcgcsv.com/fgg2,2022-09-21T19:23:54.03,1,006/130,Promo,Fighting,90,Stage 1,"[1] Feint (30)
<br>This attack's damage isn't affected by Resistance.","[FF] Aura Sphere (40)
<br>Does 20 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",P+20,1,2.53,3.59,4321.0,10.2,,Reverse Holofoil,,
174062,Pikachu - 94/123 (Diamond & Pearl),Pikachu 94 123 Diamond and Pearl,https://tcgplayer-cdn.tcgplayer.com/product/174062_200w.jpg,3,2175,https://cpt.tcgcsv.com/gFp2,2022-10-10T13:18:02.08,1,094/123,Promo,Lightning,60,Basic,"[1L] BikaBika (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage.",,F+10,1,17.0,29.72,60.0,32.69,,Reverse Holofoil,M-20,"<strong>Poké-POWER — Electro Recycle</strong>
<br>Once during your turn <em>(before your attack)</em>, if Pichu is anywhere under Pikachu, you may search your discard pile for a Lightning Energy card, show it to your opponent, and put it into your hand. This power can't be used if Pikachu is affected by a Special Condition."
174129,Monferno - 56/130 [Diamond & Pearl],Monferno 56 130 Diamond and Pearl,https://tcgplayer-cdn.tcgplayer.com/product/174129_200w.jpg,3,2175,https://cpt.tcgcsv.com/CGp2,2022-09-21T19:24:26.33,1,056/130,Promo,Fire,70,Stage 1,"[R] Flame Dance (30) 
<br>Search your discard pile for a Fire Energy card and attach it to Monferno.","[2] Fury Swipes (20x) 
<br>Flip 3 coins. This attack does 20 damage times the number of heads.",W+20,,4.65,6.07,20.0,9.43,,Reverse Holofoil,,
188126,Pichu - 45/106 [Platinum],Pichu 45 106 Platinum,https://tcgplayer-cdn.tcgplayer.com/product/188126_200w.jpg,3,2175,https://cpt.tcgcsv.com/xgw2,2025-04-23T14:20:16.637,1,045/100,Promo,Lightning,50,Basic,"[0] Electric Circuit
<br>
Search your discard pile for up to 4 Lightning Energy cards, show them to your opponent, and put them into your hand.",,F+10,1,23.5,35.0,45.48,35.04,,Reverse Holofoil,M-20,"<strong>Poké-POWER — Baby Evolution</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may put Pikachu from your hand onto Pichu (this counts as evolving Pichu) and remove all damage counters from Pichu."
188132,Piplup - 71/100 [Platinum],Piplup 71 100 Platinum,https://tcgplayer-cdn.tcgplayer.com/product/188132_200w.jpg,3,2175,https://cpt.tcgcsv.com/Ggw2,2022-09-21T19:26:14.367,1,071/100,Promo,Water,60,Basic,"[W] Water Splash (10+)
<br>
Flip a coin. If heads, this attack does 10 damage plus 10 more damage.",[2] Headbutt (20),L+10,1,9.99,14.01,14.99,17.85,,Reverse Holofoil,,
191913,Meowth - 106/146 [Platinum],Meowth 106 146 Platinum,https://tcgplayer-cdn.tcgplayer.com/product/191913_200w.jpg,3,2175,https://cpt.tcgcsv.com/hNx2,2022-11-02T17:50:56.243,1,106/146,Promo,Colorless,50,Basic,"[1] Pay Day (10) 
<br>Flip a coin. If heads, draw a card.","[2] Fury Swipes (10x) 
<br>Flip 3 coins. This attack does 10 damage times the number of heads.",F+10,1,16.5,19.99,25.0,16.23,,Reverse Holofoil,,
