productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
121217,Ambipom,Ambipom,https://tcgplayer-cdn.tcgplayer.com/product/121217_200w.jpg,3,1815,https://cpt.tcgcsv.com/mv-,2025-02-05T21:22:05.447,1,0.15,0.37,2.99,0.31,,Reverse Holofoil,91/114,Uncommon,Colorless,90,Stage 1,,"[1] Furry Chance (20x)
<br>Discard the top card of your opponent's deck. If that card is an Energy card, this attack does 60 more damage.",Fx2,None,1,"[3] Double Hit (50x)
<br>Flip 2 coins. This attack does 50 damage times the number of heads."
121218,Rufflet,Rufflet,https://tcgplayer-cdn.tcgplayer.com/product/121218_200w.jpg,3,1815,https://cpt.tcgcsv.com/nv-,2022-12-19T19:30:43.49,1,0.01,0.15,4.0,0.12,0.1,Normal,92/114,Common,Colorless,60,Basic,,"[1] Reckless Charge (20)
<br>This Pokemon does 10 damage to itself.",Lx2,F-20,1,
121218,Rufflet,Rufflet,https://tcgplayer-cdn.tcgplayer.com/product/121218_200w.jpg,3,1815,https://cpt.tcgcsv.com/nv-,2022-12-19T19:30:43.49,1,0.06,0.25,2.39,0.22,,Reverse Holofoil,92/114,Common,Colorless,60,Basic,,"[1] Reckless Charge (20)
<br>This Pokemon does 10 damage to itself.",Lx2,F-20,1,
121219,Braviary,Braviary,https://tcgplayer-cdn.tcgplayer.com/product/121219_200w.jpg,3,1815,https://cpt.tcgcsv.com/pv-,2025-02-05T21:22:05.497,1,0.01,0.16,4.0,0.12,0.1,Normal,93/114,Uncommon,Colorless,120,Stage 1,,"[2] Ambush (20+)
<br>Flip a coin. If heads, this attack does 50 more damage.",Lx2,F-20,2,"[3] Sky Drop (120-)
<br>This attack does 120 damage minus 20 damage for each Colorless in your opponent's Active Pokemon Retreat Cost."
121219,Braviary,Braviary,https://tcgplayer-cdn.tcgplayer.com/product/121219_200w.jpg,3,1815,https://cpt.tcgcsv.com/pv-,2025-02-05T21:22:05.497,1,0.13,0.4,2.55,0.36,,Reverse Holofoil,93/114,Uncommon,Colorless,120,Stage 1,,"[2] Ambush (20+)
<br>Flip a coin. If heads, this attack does 50 more damage.",Lx2,F-20,2,"[3] Sky Drop (120-)
<br>This attack does 120 damage minus 20 damage for each Colorless in your opponent's Active Pokemon Retreat Cost."
121220,Fletchling,Fletchling,https://tcgplayer-cdn.tcgplayer.com/product/121220_200w.jpg,3,1815,https://cpt.tcgcsv.com/qv-,2023-02-04T21:33:46.537,1,0.02,0.16,19.5,0.13,0.1,Normal,94/114,Common,Colorless,40,Basic,,[1] Peck (20),Lx2,F-20,1,
121220,Fletchling,Fletchling,https://tcgplayer-cdn.tcgplayer.com/product/121220_200w.jpg,3,1815,https://cpt.tcgcsv.com/qv-,2023-02-04T21:33:46.537,1,0.08,0.29,5.0,0.3,0.27,Reverse Holofoil,94/114,Common,Colorless,40,Basic,,[1] Peck (20),Lx2,F-20,1,
121221,Fletchinder,Fletchinder,https://tcgplayer-cdn.tcgplayer.com/product/121221_200w.jpg,3,1815,https://cpt.tcgcsv.com/rv-,2025-12-09T05:03:55.32,1,0.01,0.2,4.0,0.14,,Normal,95/114,Uncommon,Colorless,70,Stage 1,,[1] Glide (30),Lx2,F-20,1,
121221,Fletchinder,Fletchinder,https://tcgplayer-cdn.tcgplayer.com/product/121221_200w.jpg,3,1815,https://cpt.tcgcsv.com/rv-,2025-12-09T05:03:55.32,1,0.2,0.4,2.39,0.34,,Reverse Holofoil,95/114,Uncommon,Colorless,70,Stage 1,,[1] Glide (30),Lx2,F-20,1,
121222,Hawlucha,Hawlucha,https://tcgplayer-cdn.tcgplayer.com/product/121222_200w.jpg,3,1815,https://cpt.tcgcsv.com/sv-,2025-02-05T21:22:05.603,1,0.03,0.2,4.0,0.16,,Normal,97/114,Uncommon,Colorless,80,Basic,"<b>Ability — Sudden Cyclone</b>
<br>When you play this Pokemon from your hand onto your Bench, you may have your opponent switch his or her Active Pokemon with 1 of his or her Benched Pokemon.","[2] Acrobatics (20+)
<br>Flip 2 coins. This attack does 20 more damage for each heads.",Lx2,F-20,1,
121222,Hawlucha,Hawlucha,https://tcgplayer-cdn.tcgplayer.com/product/121222_200w.jpg,3,1815,https://cpt.tcgcsv.com/sv-,2025-02-05T21:22:05.603,1,0.25,0.45,2.99,0.44,,Reverse Holofoil,97/114,Uncommon,Colorless,80,Basic,"<b>Ability — Sudden Cyclone</b>
<br>When you play this Pokemon from your hand onto your Bench, you may have your opponent switch his or her Active Pokemon with 1 of his or her Benched Pokemon.","[2] Acrobatics (20+)
<br>Flip 2 coins. This attack does 20 more damage for each heads.",Lx2,F-20,1,
121223,Armor Fossil Shieldon,Armor Fossil Shieldon,https://tcgplayer-cdn.tcgplayer.com/product/121223_200w.jpg,3,1815,https://cpt.tcgcsv.com/tv-,2026-01-02T22:45:51.1,1,0.01,0.18,19.5,0.17,0.04,Normal,98/114,Uncommon,Item,,,Look at the bottom 7 cards of your deck. You may reveal a Shieldon you find there and put it onto your Bench. Shuffle the other cards back into your deck.,,,,,
121223,Armor Fossil Shieldon,Armor Fossil Shieldon,https://tcgplayer-cdn.tcgplayer.com/product/121223_200w.jpg,3,1815,https://cpt.tcgcsv.com/tv-,2026-01-02T22:45:51.1,1,0.15,0.34,3.0,0.35,0.3,Reverse Holofoil,98/114,Uncommon,Item,,,Look at the bottom 7 cards of your deck. You may reveal a Shieldon you find there and put it onto your Bench. Shuffle the other cards back into your deck.,,,,,
121224,Claw Fossil Anorith,Claw Fossil Anorith,https://tcgplayer-cdn.tcgplayer.com/product/121224_200w.jpg,3,1815,https://cpt.tcgcsv.com/vv-,2026-01-02T22:52:11.21,1,0.01,0.18,19.5,0.18,0.05,Normal,100/114,Uncommon,Item,,,Look at the bottom 7 cards of your deck. You may reveal an Anorith you find there and put it onto your Bench. Shuffle the other cards back into your deck.,,,,,
121224,Claw Fossil Anorith,Claw Fossil Anorith,https://tcgplayer-cdn.tcgplayer.com/product/121224_200w.jpg,3,1815,https://cpt.tcgcsv.com/vv-,2026-01-02T22:52:11.21,1,0.08,0.3,2.95,0.3,,Reverse Holofoil,100/114,Uncommon,Item,,,Look at the bottom 7 cards of your deck. You may reveal an Anorith you find there and put it onto your Bench. Shuffle the other cards back into your deck.,,,,,
121225,Gardevoir Spirit Link,Gardevoir Spirit Link,https://tcgplayer-cdn.tcgplayer.com/product/121225_200w.jpg,3,1815,https://cpt.tcgcsv.com/wv-,2025-02-05T21:22:05.807,1,0.05,0.25,1.49,0.25,,Normal,101/114,Uncommon,Tool,,,"Your turn does not end if the Pokemon this card is attached to becomes M Gardevoir EX.
<br>
<br><em>You may play as many item cards as you like during your turn (before your attack)</em>.",,,,,
121225,Gardevoir Spirit Link,Gardevoir Spirit Link,https://tcgplayer-cdn.tcgplayer.com/product/121225_200w.jpg,3,1815,https://cpt.tcgcsv.com/wv-,2025-02-05T21:22:05.807,1,0.25,0.5,4.99,0.5,,Reverse Holofoil,101/114,Uncommon,Tool,,,"Your turn does not end if the Pokemon this card is attached to becomes M Gardevoir EX.
<br>
<br><em>You may play as many item cards as you like during your turn (before your attack)</em>.",,,,,
121226,Greedy Dice,Greedy Dice,https://tcgplayer-cdn.tcgplayer.com/product/121226_200w.jpg,3,1815,https://cpt.tcgcsv.com/xv-,2025-02-05T21:22:05.87,1,0.01,0.2,5.0,0.16,,Normal,102/114,Uncommon,Item,,,"You can play this card only if you took it as a face-down Prize card, before you put it into your hand.
<br>Flip a coin. If heads, take 1 more Prize card.",,,,,
121226,Greedy Dice,Greedy Dice,https://tcgplayer-cdn.tcgplayer.com/product/121226_200w.jpg,3,1815,https://cpt.tcgcsv.com/xv-,2025-02-05T21:22:05.87,1,0.1,0.32,2.39,0.32,0.3,Reverse Holofoil,102/114,Uncommon,Item,,,"You can play this card only if you took it as a face-down Prize card, before you put it into your hand.
<br>Flip a coin. If heads, take 1 more Prize card.",,,,,
121227,Ninja Boy,Ninja Boy,https://tcgplayer-cdn.tcgplayer.com/product/121227_200w.jpg,3,1815,https://cpt.tcgcsv.com/zv-,2025-02-05T21:22:05.943,1,0.01,0.2,68.0,0.14,,Normal,103/114,Uncommon,Supporter,,,"Choose 1 of your Basic Pokemon in play. Search your deck for a Basic Pokemon and switch it with that Pokemon. <em>(Any attached cards, damage counters, Special Conditions, turns in play, and any other effects remain on the new Pokemon.)</em>
<br>
<br><em>You may play only 1 Supporter card during your turn (before your attack).</em>",,,,,
121227,Ninja Boy,Ninja Boy,https://tcgplayer-cdn.tcgplayer.com/product/121227_200w.jpg,3,1815,https://cpt.tcgcsv.com/zv-,2025-02-05T21:22:05.943,1,0.14,0.38,4.0,0.35,,Reverse Holofoil,103/114,Uncommon,Supporter,,,"Choose 1 of your Basic Pokemon in play. Search your deck for a Basic Pokemon and switch it with that Pokemon. <em>(Any attached cards, damage counters, Special Conditions, turns in play, and any other effects remain on the new Pokemon.)</em>
<br>
<br><em>You may play only 1 Supporter card during your turn (before your attack).</em>",,,,,
121228,Pokemon Ranger,Pokemon Ranger,https://tcgplayer-cdn.tcgplayer.com/product/121228_200w.jpg,3,1815,https://cpt.tcgcsv.com/Bv-,2025-02-05T21:22:06.04,1,0.02,0.2,1.49,0.13,,Normal,104/114,Uncommon,Supporter,,,"Remove all effects of attacks on each player and his or her Pokemon.
<br>
<br><em>You may play only 1 Supporter card during your turn (before your attack).</em>",,,,,
121228,Pokemon Ranger,Pokemon Ranger,https://tcgplayer-cdn.tcgplayer.com/product/121228_200w.jpg,3,1815,https://cpt.tcgcsv.com/Bv-,2025-02-05T21:22:06.04,1,0.08,0.39,2.4,0.4,,Reverse Holofoil,104/114,Uncommon,Supporter,,,"Remove all effects of attacks on each player and his or her Pokemon.
<br>
<br><em>You may play only 1 Supporter card during your turn (before your attack).</em>",,,,,
121229,Special Charge,Special Charge,https://tcgplayer-cdn.tcgplayer.com/product/121229_200w.jpg,3,1815,https://cpt.tcgcsv.com/Cv-,2025-02-05T21:22:06.117,1,0.09,0.45,5.0,0.44,0.3,Normal,105/114,Uncommon,Item,,,"Shuffle 2 Special Energy cards from your discard pile into your deck.
<br>
<br><em>You may play as many item cards as you like during your turn (before your attack).",,,,,
121229,Special Charge,Special Charge,https://tcgplayer-cdn.tcgplayer.com/product/121229_200w.jpg,3,1815,https://cpt.tcgcsv.com/Cv-,2025-02-05T21:22:06.117,1,0.41,2.25,3.98,2.25,,Reverse Holofoil,105/114,Uncommon,Item,,,"Shuffle 2 Special Energy cards from your discard pile into your deck.
<br>
<br><em>You may play as many item cards as you like during your turn (before your attack).",,,,,
121230,Steelix Spirit Link,Steelix Spirit Link,https://tcgplayer-cdn.tcgplayer.com/product/121230_200w.jpg,3,1815,https://cpt.tcgcsv.com/Dv-,2025-11-20T22:28:44.54,1,0.01,0.2,5.0,0.2,0.1,Normal,106/114,Uncommon,Tool,,,Your turn does not end if the Pokemon this card is attached to becomes M Steelix EX.,,,,,
121230,Steelix Spirit Link,Steelix Spirit Link,https://tcgplayer-cdn.tcgplayer.com/product/121230_200w.jpg,3,1815,https://cpt.tcgcsv.com/Dv-,2025-11-20T22:28:44.54,1,0.13,0.42,1.58,0.42,,Reverse Holofoil,106/114,Uncommon,Tool,,,Your turn does not end if the Pokemon this card is attached to becomes M Steelix EX.,,,,,
121231,Volcanion EX (Full Art),Volcanion EX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/121231_200w.jpg,3,1815,https://cpt.tcgcsv.com/Fv-,2026-02-10T23:55:20.31,1,6.48,8.63,139.4,7.83,11.59,Holofoil,107/114,Ultra Rare,Fire Water,180,Basic,"<b>Ability — Steam Up</b>
<br>Once during your turn <em>(before your attack)</em>, you may discard a Fire Energy card from your hand. If you do, during this turn, your Basic Fire Pokemon's attacks do 30 more damage to your opponent's Active Pokemon <em>(before applying Weakness and Resistance)</em>.","[1RR] Volcanic Heat (130)
<br>This Pokemon can't attack during your next turn.",Wx2,None,3,
121232,Steelix EX (Full Art),Steelix EX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/121232_200w.jpg,3,1815,https://cpt.tcgcsv.com/Gv-,2022-12-19T19:34:51.45,1,11.0,19.84,49.95,17.89,,Holofoil,108/114,Ultra Rare,Metal,180,Basic,,"[3M] Wild Edge (80+)
<br>You may do 50 more damage. If you do, this Pokemon does 20 damage to itself.",Rx2,P-20,4,"[4M] Iron Tail (100x)
<br>Flip a coin until you get tails. This attack does 100 damage times the number of heads."
121233,M Steelix EX (Full Art),M Steelix EX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/121233_200w.jpg,3,1815,https://cpt.tcgcsv.com/Hv-,2025-12-09T05:12:36.96,1,15.99,24.51,67.07,25.61,,Holofoil,109/114,Ultra Rare,Metal,240,Mega Evolution,,"[4M] Canyon Axe (160)
<br>This attack does 10 damage to each of your opponent's Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Rx2,P-20,4,
121234,Magearna EX (Full Art),Magearna EX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/121234_200w.jpg,3,1815,https://cpt.tcgcsv.com/Jv-,2025-12-09T05:13:53.29,1,5.0,7.7,20.0,7.14,6.5,Holofoil,110/114,Ultra Rare,Metal,160,Basic,"<b>Ability — Mystic Heart</b>
<br>Prevent all effects of your opponent's attacks, except damage, done to each of your Pokemon that has any Metal Energy attached to it. <em>(Existing effects are not removed.)</em>","[2M] Soul Blaster (120)
<br>During your next turn, this Pokemon's Soul Blaster attack's base damage is 60.",Rx2,P-20,1,
121235,Gardevoir EX (Full Art),Gardevoir EX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/121235_200w.jpg,3,1815,https://cpt.tcgcsv.com/Kv-,2022-12-19T19:35:16.637,1,12.0,20.99,4321.0,19.6,24.39,Holofoil,111/114,Ultra Rare,Fairy,170,Basic,,"[1Y] Link Blast (30+)
<br>If this Pokemon and your opponent's Active Pokemon have the same amount of Energy attached to them, this attack does 70 more damage.",Mx2,D-20,2,"[1YY] Luminous Blade (120)
<br>Discard an Energy attached to this Pokemon."
121236,M Gardevoir EX (Full Art),M Gardevoir EX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/121236_200w.jpg,3,1815,https://cpt.tcgcsv.com/Lv-,2024-07-10T14:01:41.327,1,34.99,53.07,998.94,48.25,60.38,Holofoil,112/114,Ultra Rare,Fairy Psychic,210,Mega Evolution,,"[1Y] Despair Ray (110+)
<br>Discard as many of your Benched Pokemon as you like. This attack does 10 more damage for each Benched Pokemon you discarded this way.",Mx2,D-20,2,
121237,Pokemon Ranger (Full Art),Pokemon Ranger Full Art,https://tcgplayer-cdn.tcgplayer.com/product/121237_200w.jpg,3,1815,https://cpt.tcgcsv.com/Mv-,2026-01-14T17:38:14.207,1,3.98,6.58,37.0,6.21,5.57,Holofoil,113/114,Ultra Rare,Supporter,,,"Remove all effects of attacks on each player and his or her Pokemon.
<br>
<br><em>You may play only 1 Supporter card during your turn (before your attack).</em>",,,,,
121238,Professor Sycamore,Professor Sycamore,https://tcgplayer-cdn.tcgplayer.com/product/121238_200w.jpg,3,1815,https://cpt.tcgcsv.com/Nv-,2022-12-19T19:35:57.59,1,5.92,8.6,4321.0,8.16,19.99,Holofoil,114/114,Ultra Rare,Supporter,,,Discard your hand and draw 7 cards.,,,,,
121239,Volcanion EX (Secret),Volcanion EX Secret,https://tcgplayer-cdn.tcgplayer.com/product/121239_200w.jpg,3,1815,https://cpt.tcgcsv.com/Pv-,2022-12-19T19:36:05.727,1,15.0,30.0,739.58,32.81,41.99,Holofoil,115/114,Secret Rare,Fire Water,180,Basic,"<b>Ability — Steam Up</b>
<br>Once during your turn <em>(before your attack)</em>, you may discard a Fire Energy card from your hand. If you do, during this turn, your Basic Fire Pokemon's attacks do 30 more damage to your opponent's Active Pokemon <em>(before applying Weakness and Resistance)</em>.","[1RR] Volcanic Heat (130)
<br>This Pokemon can't attack during your next turn.",Wx2,None,3,
121240,Gardevoir EX (Secret),Gardevoir EX Secret,https://tcgplayer-cdn.tcgplayer.com/product/121240_200w.jpg,3,1815,https://cpt.tcgcsv.com/Qv-,2022-12-19T19:36:12.683,1,58.99,87.72,179.99,82.72,,Holofoil,116/114,Secret Rare,Fairy,170,Basic,,"[1Y] Link Blast (30+)
<br>If this Pokemon and your opponent's Active Pokemon have the same amount of Energy attached to them, this attack does 70 more damage.",Mx2,D-20,2,"[1YY] Luminous Blade (120)
<br>Discard an Energy attached to this Pokemon."
121393,Steam Siege Prerelease Kit,Steam Siege Prerelease Kit,https://tcgplayer-cdn.tcgplayer.com/product/121393_200w.jpg,3,1815,https://cpt.tcgcsv.com/Tz-,2022-02-02T22:28:12.017,1,160.0,169.99,300.0,163.31,,Normal,,,,,,"Each Kit includes 4 Steam Siege booster packs, 1 special 23-card prerelease pack with 1 of 4 exclusive foil prerelease promo card.",,,,,
123439,Battle Arena Decks: Keldeo EX vs Rayquaza EX,Battle Arena Decks Keldeo EX vs Rayquaza EX,https://tcgplayer-cdn.tcgplayer.com/product/123439_200w.jpg,3,1815,https://cpt.tcgcsv.com/Pn_,2016-09-28T15:28:50.557,1,95.28,95.29,95.29,56.3,,Normal,,,,,,,,,,,
123440,Battle Heart Tin [Magearna EX],Battle Heart Tin Magearna EX,https://tcgplayer-cdn.tcgplayer.com/product/123440_200w.jpg,3,1815,https://cpt.tcgcsv.com/Qn_,2016-09-28T15:30:21.917,1,399.99,399.99,399.99,203.12,,Normal,,,,,,,,,,,
123441,Battle Heart Tin [Pikachu EX],Battle Heart Tin Pikachu EX,https://tcgplayer-cdn.tcgplayer.com/product/123441_200w.jpg,3,1815,https://cpt.tcgcsv.com/Rn_,2016-09-28T15:30:42.507,1,449.99,449.99,449.99,223.74,,Normal,,,,,,,,,,,
123442,Battle Heart Tin [Volcanion EX],Battle Heart Tin Volcanion EX,https://tcgplayer-cdn.tcgplayer.com/product/123442_200w.jpg,3,1815,https://cpt.tcgcsv.com/Sn_,2016-09-28T15:30:55.363,1,399.99,399.99,399.99,218.12,,Normal,,,,,,,,,,,
130013,Steam Siege Booster Pack,Steam Siege Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/130013_200w.jpg,3,1815,https://cpt.tcgcsv.com/h032,2017-04-10T18:26:49.98,1,21.99,29.14,49.99,24.49,,Normal,,,,,,,,,,,
177155,Legendary Battle Decks [Articuno],Legendary Battle Decks Articuno,https://tcgplayer-cdn.tcgplayer.com/product/177155_200w.jpg,3,1815,https://cpt.tcgcsv.com/7Tq2,2018-09-25T13:40:25.96,1,,,,,,,,,,,,"<strong>Get Ready for a Legendary Battle!</strong>
<br>Each Legendary Battle Deck comes with a preconstructed 60-card deck featuring Articuno.",,,,,
177156,Legendary Battle Decks [Moltres],Legendary Battle Decks Moltres,https://tcgplayer-cdn.tcgplayer.com/product/177156_200w.jpg,3,1815,https://cpt.tcgcsv.com/8Tq2,2018-09-25T13:40:41.673,1,,,,,,,,,,,,"<strong>Get Ready for a Legendary Battle!</strong>
<br>Each Legendary Battle Deck comes with a preconstructed 60-card deck featuring Moltres.",,,,,
177157,Legendary Battle Decks [Zapdos],Legendary Battle Decks Zapdos,https://tcgplayer-cdn.tcgplayer.com/product/177157_200w.jpg,3,1815,https://cpt.tcgcsv.com/9Tq2,2018-09-25T13:41:16.873,1,61.99,61.99,61.99,63.59,,Normal,,,,,,"<strong>Get Ready for a Legendary Battle!</strong>
<br>Each Legendary Battle Deck comes with a preconstructed 60-card deck featuring Zapdos.",,,,,
177529,Mega Gyarados Collection Box,Mega Gyarados Collection Box,https://tcgplayer-cdn.tcgplayer.com/product/177529_200w.jpg,3,1815,https://cpt.tcgcsv.com/C0r2,2018-10-03T14:25:32.897,1,525.0,536.0,547.0,,,Normal,,,,,,"The Pokemon TCG: Mega Gyarados Collection Box includes:
<br>• 1 Mega Gyarados EX Foil Promo Card
<br>• 1 Special Sculpted Figure of Mega Gyarados
<br>• 4 Pokemon TCG Booster Packs
<br>• 1 Pokemon TCG Online code card",,,,,
200569,Legendary Battle Decks [Set of 3],Legendary Battle Decks Set of 3,https://tcgplayer-cdn.tcgplayer.com/product/200569_200w.jpg,3,1815,https://cpt.tcgcsv.com/pfD2,2019-10-09T19:47:30.307,1,,,,,,,,,,,,"<strong>Get Ready for a Legendary Battle!</strong>
<br>Each Legendary Battle Deck comes with a preconstructed 60-card deck featuring Moltres, Articuno, or Zapdos.",,,,,
256777,Code Card - Steam Siege Booster Pack,Code Card Steam Siege Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/256777_200w.jpg,3,1815,https://cpt.tcgcsv.com/zK33,2022-07-20T19:47:57.86,1,0.04,0.05,0.99,0.04,,Normal,,Code Card,,,,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,,,,
257541,Code Card - Battle Arena Deck: Keldeo EX vs Rayquaza EX,Code Card Battle Arena Deck Keldeo EX vs Rayquaza EX,https://tcgplayer-cdn.tcgplayer.com/product/257541_200w.jpg,3,1815,https://cpt.tcgcsv.com/R053,2022-07-20T19:14:48.107,1,1.9,2.94,3.0,1.8,,Normal,,Code Card,,,,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,,,,
268448,XY Steam Siege Sleeved Booster Pack,XY Steam Siege Sleeved Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/268448_200w.jpg,3,1815,https://cpt.tcgcsv.com/-n93,2022-04-08T17:41:04.73,1,24.82,31.5,40.0,25.1,,Normal,,,,,,Each XY Steam Siege Sleeved Booster Pack contains 10 random cards.,,,,,
276599,Steam Siege Sleeved Booster Pack Art Bundle [Set of 4],Steam Siege Sleeved Booster Pack Art Bundle Set of 4,https://tcgplayer-cdn.tcgplayer.com/product/276599_200w.jpg,3,1815,https://cpt.tcgcsv.com/_Fd3,2022-06-20T19:43:27.127,1,134.99,149.0,149.99,98.26,,Normal,,,,,,"Collect each of the 4 unique art packs for Steam Siege.
<br>Each Steam Siege sleeved booster pack contains 10 random cards.",,,,,
280475,Code Card - Battle Heart Tin [Magearna EX],Code Card Battle Heart Tin Magearna EX,https://tcgplayer-cdn.tcgplayer.com/product/280475_200w.jpg,3,1815,https://cpt.tcgcsv.com/wcg3,2022-07-27T20:07:18.54,1,1.0,1.0,1.0,,,Normal,,Code Card,,,,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,,,,
280476,Code Card - Battle Heart Tin [Pikachu EX],Code Card Battle Heart Tin Pikachu EX,https://tcgplayer-cdn.tcgplayer.com/product/280476_200w.jpg,3,1815,https://cpt.tcgcsv.com/xcg3,2022-07-27T20:07:27.597,1,1.99,1.99,1.99,,,Normal,,Code Card,,,,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,,,,
280477,Code Card - Battle Heart Tin [Volcanion EX],Code Card Battle Heart Tin Volcanion EX,https://tcgplayer-cdn.tcgplayer.com/product/280477_200w.jpg,3,1815,https://cpt.tcgcsv.com/zcg3,2022-07-27T20:07:35.523,1,,,,,,,,Code Card,,,,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,,,,
280478,Code Card - Legendary Battle Decks [Articuno],Code Card Legendary Battle Decks Articuno,https://tcgplayer-cdn.tcgplayer.com/product/280478_200w.jpg,3,1815,https://cpt.tcgcsv.com/Bcg3,2022-07-27T20:07:44.08,1,5.0,5.0,5.0,,,Normal,,Code Card,,,,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,,,,
280479,Code Card - Legendary Battle Decks [Moltres],Code Card Legendary Battle Decks Moltres,https://tcgplayer-cdn.tcgplayer.com/product/280479_200w.jpg,3,1815,https://cpt.tcgcsv.com/Ccg3,2022-07-27T20:07:53.047,1,1.0,1.0,1.0,,,Normal,,Code Card,,,,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,,,,
280480,Code Card - Legendary Battle Decks [Zapdos],Code Card Legendary Battle Decks Zapdos,https://tcgplayer-cdn.tcgplayer.com/product/280480_200w.jpg,3,1815,https://cpt.tcgcsv.com/Dcg3,2022-07-27T20:08:03.45,1,,,,,,,,Code Card,,,,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,,,,
