productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
236257,Chilling Reign Booster Pack,Chilling Reign Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/236257_200w.jpg,3,2807,https://cpt.tcgcsv.com/9wV2,2022-02-25T15:31:57.263,1,Each Chilling Reign booster pack contains 10 random cards.,0820650808463,8.67,10.17,49.99,9.28,,Normal,,,,,,,,,,
236258,Chilling Reign Booster Box,Chilling Reign Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/236258_200w.jpg,3,2807,https://cpt.tcgcsv.com/bwV2,2021-06-18T04:03:13.16,1,Each Chilling Reign booster box contains 36 booster packs. <em>(Each pack contains 10 random cards)</em>,0820650818462,519.95,650.0,1149.0,498.33,,Normal,,,,,,,,,,
236259,Chilling Reign Booster Box Case,Chilling Reign Booster Box Case,https://tcgplayer-cdn.tcgplayer.com/product/236259_200w.jpg,3,2807,https://cpt.tcgcsv.com/cwV2,2021-06-18T04:03:13.16,1,Each sealed booster box case contains 6 booster boxes of 36 booster packs. <em>(Each pack contains 10 random cards)</em>,0820650818461,3760.0,4999.99,7974.0,3019.29,,Normal,,,,,,,,,,
236260,Chilling Reign Elite Trainer Box [Ice Rider Calyrex],Chilling Reign Elite Trainer Box Ice Rider Calyrex,https://tcgplayer-cdn.tcgplayer.com/product/236260_200w.jpg,3,2807,https://cpt.tcgcsv.com/dwV2,2021-06-18T12:39:22.457,1,"THE POKÉMON TCG: SWORD & SHIELD — CHILLING REIGN ELITE TRAINER BOX includes:
<br>• 8 Pokémon TCG: Sword & Shield—Chilling Reign booster packs
<br>• 65 card sleeves featuring Ice Rider Calyrex
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Sword & Shield—Chilling Reign expansion
<br>• A Pokémon TCG rulebook
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 acrylic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for the Pokémon Trading Card Game Online",0820650808630,120.0,150.0,250.0,114.03,,Normal,,,,,,,,,,
236261,Chilling Reign Elite Trainer Box [Shadow Rider Calyrex],Chilling Reign Elite Trainer Box Shadow Rider Calyrex,https://tcgplayer-cdn.tcgplayer.com/product/236261_200w.jpg,3,2807,https://cpt.tcgcsv.com/fwV2,2021-06-18T12:39:55.877,1,"THE POKÉMON TCG: SWORD & SHIELD — CHILLING REIGN ELITE TRAINER BOX includes:
<br>• 8 Pokémon TCG: Sword & Shield—Chilling Reign booster packs
<br>• 65 card sleeves featuring Shadow Rider Calyrex
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Sword & Shield—Chilling Reign expansion
<br>• A Pokémon TCG rulebook
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 acrylic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for the Pokémon Trading Card Game Online",0820650808630,108.24,150.0,250.0,113.4,,Normal,,,,,,,,,,
236263,Chilling Reign Elite Trainer Box Case,Chilling Reign Elite Trainer Box Case,https://tcgplayer-cdn.tcgplayer.com/product/236263_200w.jpg,3,2807,https://cpt.tcgcsv.com/hwV2,2021-06-18T04:03:13.16,1,Each sealed Elite Trainer Box case contains 10 Elite Trainer Boxes <em>(5 of each variety.)</em>,0820650828638,2300.0,2324.85,2399.95,,,Normal,,,,,,,,,,
236265,Chilling Reign Build & Battle Box,Chilling Reign Build and Battle Box,https://tcgplayer-cdn.tcgplayer.com/product/236265_200w.jpg,3,2807,https://cpt.tcgcsv.com/kwV2,2021-06-18T04:03:13.16,1,"EACH POKÉMON TCG: SWORD & SHIELD—CHILLING REIGN BUILD & BATTLE BOX INCLUDES:
<br>• A 23-card Evolution pack featuring key cards from current and prior sets, including 1 of 4 alternate-art promo cards
<br>• 4 Pokémon TCG: Sword & Shield—Chilling Reign booster packs
<br>• 1 deck-building tip sheet",0820650808609,50.0,54.98,100.0,51.3,,Normal,,,,,,,,,,
236266,Chilling Reign Build & Battle Box Display,Chilling Reign Build and Battle Box Display,https://tcgplayer-cdn.tcgplayer.com/product/236266_200w.jpg,3,2807,https://cpt.tcgcsv.com/lwV2,2023-05-03T19:15:42.477,1,Each display contains 10 Chilling Reign Build & Battle Boxes.,820650818608,648.0,650.0,899.95,460.66,,Normal,,,,,,,,,,
236268,Chilling Reign 3 Pack Blister [Eevee],Chilling Reign 3 Pack Blister Eevee,https://tcgplayer-cdn.tcgplayer.com/product/236268_200w.jpg,3,2807,https://cpt.tcgcsv.com/nwV2,2021-06-18T04:03:13.16,1,"Each 3 Pack blister comes with 3 Chilling Reign booster packs, 1 coin, and a promotional card of Eevee.",0820650808500,44.75,45.2,200.0,47.51,,Normal,,,,,,,,,,
236269,Chilling Reign 3 Pack Blister [Snorlax],Chilling Reign 3 Pack Blister Snorlax,https://tcgplayer-cdn.tcgplayer.com/product/236269_200w.jpg,3,2807,https://cpt.tcgcsv.com/pwV2,2021-06-18T04:03:13.16,1,"Each 3 Pack blister comes with 3 Chilling Reign booster packs, 1 coin, and a promotional card of Snorlax.",0820650808500,40.0,48.5,200.0,47.14,,Normal,,,,,,,,,,
236272,Chilling Reign Single Pack Blister [Phanpy],Chilling Reign Single Pack Blister Phanpy,https://tcgplayer-cdn.tcgplayer.com/product/236272_200w.jpg,3,2807,https://cpt.tcgcsv.com/swV2,2021-06-18T04:03:13.16,1,"Each blister comes with 1 Chilling Reign booster pack, a coin, and a promotional card of Phanpy.",0820650806568,19.95,22.97,25.0,15.1,,Normal,,,,,,,,,,
236273,Chilling Reign Single Pack Blister [Morpeko],Chilling Reign Single Pack Blister Morpeko,https://tcgplayer-cdn.tcgplayer.com/product/236273_200w.jpg,3,2807,https://cpt.tcgcsv.com/twV2,2021-06-18T04:03:13.16,1,"Each blister comes with 1 Chilling Reign booster pack, a coin, and a promotional card of Morpeko.",0820650806568,19.96,22.97,39.99,22.9,,Normal,,,,,,,,,,
236276,Chilling Reign Premium Checklane Blister [Blaziken],Chilling Reign Premium Checklane Blister Blaziken,https://tcgplayer-cdn.tcgplayer.com/product/236276_200w.jpg,3,2807,https://cpt.tcgcsv.com/xwV2,2021-06-18T04:03:13.16,1,"Contains 1 Chilling Reign booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",,,,,,,,,,,,,,,,,
236278,Chilling Reign Premium Checklane Blister [Decidueye],Chilling Reign Premium Checklane Blister Decidueye,https://tcgplayer-cdn.tcgplayer.com/product/236278_200w.jpg,3,2807,https://cpt.tcgcsv.com/BwV2,2021-06-18T04:03:13.16,1,"Contains 1 Chilling Reign booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",,12.0,16.48,20.95,16.0,,Normal,,,,,,,,,,
