productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extResistance
83684,Azumarill,Azumarill,https://tcgplayer-cdn.tcgplayer.com/product/83684_200w.jpg,3,1430,https://cpt.tcgcsv.com/JtH,2024-12-15T05:38:35.587,1,18/130,Rare,Water,80,Stage 1,"[1] Defense Curl
<br>
Flip a coin. If heads, prevent all damage done to Azumarill during your opponent's next turn.","[WW] Bubble Pump (40+)
<br>
If Azumarill has 3 or more Energy attached to it, this attack does 40 damage plus 20 more damage. If Azurill is anywhere under Azumarill, flip a coin. If heads, the Defending Pokémon is now Paralyzed.",L+20,2,0.76,1.04,9.99,1.47,1.4,Normal,,
83684,Azumarill,Azumarill,https://tcgplayer-cdn.tcgplayer.com/product/83684_200w.jpg,3,1430,https://cpt.tcgcsv.com/JtH,2024-12-15T05:38:35.587,1,18/130,Rare,Water,80,Stage 1,"[1] Defense Curl
<br>
Flip a coin. If heads, prevent all damage done to Azumarill during your opponent's next turn.","[WW] Bubble Pump (40+)
<br>
If Azumarill has 3 or more Energy attached to it, this attack does 40 damage plus 20 more damage. If Azurill is anywhere under Azumarill, flip a coin. If heads, the Defending Pokémon is now Paralyzed.",L+20,2,1.86,5.45,8.15,5.29,,Reverse Holofoil,,
83690,Azurill,Azurill,https://tcgplayer-cdn.tcgplayer.com/product/83690_200w.jpg,3,1430,https://cpt.tcgcsv.com/QtH,2026-02-18T12:08:19.927,1,69/130,Common,Colorless,40,Basic,"[0] Delivery
<br>
Put any 1 card from your discard pile into your hand.",,F+10,1,5.3,7.25,14.0,7.24,,Normal,"<strong>Poké-POWER — Baby Evolution</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may put Marill from your hand onto Azurill (this counts as evolving Azurill) and remove all damage counters from Azurill.",
83690,Azurill,Azurill,https://tcgplayer-cdn.tcgplayer.com/product/83690_200w.jpg,3,1430,https://cpt.tcgcsv.com/QtH,2026-02-18T12:08:19.927,1,69/130,Common,Colorless,40,Basic,"[0] Delivery
<br>
Put any 1 card from your discard pile into your hand.",,F+10,1,9.95,14.0,15.0,10.72,,Reverse Holofoil,"<strong>Poké-POWER — Baby Evolution</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may put Marill from your hand onto Azurill (this counts as evolving Azurill) and remove all damage counters from Azurill.",
83758,Beautifly,Beautifly,https://tcgplayer-cdn.tcgplayer.com/product/83758_200w.jpg,3,1430,https://cpt.tcgcsv.com/bwH,2023-09-25T17:26:29.697,1,19/130,Rare,Grass,100,Stage 2,"[2] Whirlwind (30)
<br>
Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.","[2GG] Giga Drain (50)
<br>After your attack, remove from Beautifly the number of damage counters equal to the damage you did to the Defending Pokémon.",R+20,1,0.25,0.93,4.0,1.37,,Normal,,F-20
83758,Beautifly,Beautifly,https://tcgplayer-cdn.tcgplayer.com/product/83758_200w.jpg,3,1430,https://cpt.tcgcsv.com/bwH,2023-09-25T17:26:29.697,1,19/130,Rare,Grass,100,Stage 2,"[2] Whirlwind (30)
<br>
Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.","[2GG] Giga Drain (50)
<br>After your attack, remove from Beautifly the number of damage counters equal to the damage you did to the Defending Pokémon.",R+20,1,0.6,2.19,4.44,4.23,,Reverse Holofoil,,F-20
83817,Bibarel,Bibarel,https://tcgplayer-cdn.tcgplayer.com/product/83817_200w.jpg,3,1430,https://cpt.tcgcsv.com/mxH,2023-09-25T17:27:05.477,1,20/130,Rare,Colorless,100,Stage 1,"[1] Rest
<br>
Remove all Special Conditions and 4 damage counters from Bibarel. Bibarel is now Asleep.","[3] Take Down (60)
<br>
Bibarel does 10 damage to itself.",F+20,2,1.17,1.99,9.99,3.43,,Normal,,
83817,Bibarel,Bibarel,https://tcgplayer-cdn.tcgplayer.com/product/83817_200w.jpg,3,1430,https://cpt.tcgcsv.com/mxH,2023-09-25T17:27:05.477,1,20/130,Rare,Colorless,100,Stage 1,"[1] Rest
<br>
Remove all Special Conditions and 4 damage counters from Bibarel. Bibarel is now Asleep.","[3] Take Down (60)
<br>
Bibarel does 10 damage to itself.",F+20,2,1.8,2.46,6.0,4.99,,Reverse Holofoil,,
83824,Bidoof,Bidoof,https://tcgplayer-cdn.tcgplayer.com/product/83824_200w.jpg,3,1430,https://cpt.tcgcsv.com/vxH,2025-10-31T18:30:48.47,1,70/130,Common,Colorless,50,Basic,"[1] Amnesia
<br>Choose 1 of the Defending Pokémon's attacks. That Pokémon can't use that attack during your opponent's next turn.","[1] Scavenge
<br>
Search your discard pile for a Trainer card, show it to your opponent, and put it into your hand.",F+10,1,0.15,0.95,3.0,1.04,0.68,Normal,,
83824,Bidoof,Bidoof,https://tcgplayer-cdn.tcgplayer.com/product/83824_200w.jpg,3,1430,https://cpt.tcgcsv.com/vxH,2025-10-31T18:30:48.47,1,70/130,Common,Colorless,50,Basic,"[1] Amnesia
<br>Choose 1 of the Defending Pokémon's attacks. That Pokémon can't use that attack during your opponent's next turn.","[1] Scavenge
<br>
Search your discard pile for a Trainer card, show it to your opponent, and put it into your hand.",F+10,1,0.35,1.25,5.99,2.96,,Reverse Holofoil,,
