productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2
83542,Ampharos,Ampharos,https://tcgplayer-cdn.tcgplayer.com/product/83542_200w.jpg,3,1414,https://cpt.tcgcsv.com/SqH,2026-02-27T00:51:24.283,1,001/017,Rare,Lightning,130,Stage 2,"<strong>Poké-BODY — Jamming</strong>
<br>
After your opponent plays a Supporter card from his or her hand, put 1 damage counter on each of your opponent's Pokémon, You can't use more than 1 Jamming Poké-Body each turn.","[2L] Cluster Bolt (70)
<br>You may discard all Lightning Energy attached to Ampharos. If you do, this attack does 20 damage to each of your opponent's Benched Pokémon that has any Energy cards attached to it.  <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F+30,M-20,3,4.0,5.81,9.72,8.68,,Normal,
83542,Ampharos,Ampharos,https://tcgplayer-cdn.tcgplayer.com/product/83542_200w.jpg,3,1414,https://cpt.tcgcsv.com/SqH,2026-02-27T00:51:24.283,1,001/017,Rare,Lightning,130,Stage 2,"<strong>Poké-BODY — Jamming</strong>
<br>
After your opponent plays a Supporter card from his or her hand, put 1 damage counter on each of your opponent's Pokémon, You can't use more than 1 Jamming Poké-Body each turn.","[2L] Cluster Bolt (70)
<br>You may discard all Lightning Energy attached to Ampharos. If you do, this attack does 20 damage to each of your opponent's Benched Pokémon that has any Energy cards attached to it.  <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F+30,M-20,3,7.41,9.0,52.26,11.1,34.84,Holofoil,
84050,Burmy Plant Cloak,Burmy Plant Cloak,https://tcgplayer-cdn.tcgplayer.com/product/84050_200w.jpg,3,1414,https://cpt.tcgcsv.com/0FH,2022-09-23T20:38:36.803,1,011/017,Common,Grass,40,Basic,"<strong>Poké-POWER — Wear Cloak</strong>
<br>
Once during your turn <em>(before your attack)</em>, if Burmy Plant Cloak is your Active Pokémon, you may search your discard pile for a basic Grass Energy card and attach it to Burmy Plant Cloak.","[1] Plant Cloak Tackle (10+)
<br>If Burmy Plant Cloak has any Grass Energy attached to it, this attack does 10 damage plus 10 more damage.",R+10,,1,0.25,0.78,5.0,0.92,0.71,Normal,
84053,Burmy Sandy Cloak,Burmy Sandy Cloak,https://tcgplayer-cdn.tcgplayer.com/product/84053_200w.jpg,3,1414,https://cpt.tcgcsv.com/5FH,2023-05-06T19:38:30.433,1,012/017,Common,Grass,40,Basic,"<strong>Poké-POWER — Wear Cloak</strong>
<br>
Once during your turn <em>(before your attack)</em>, if Burmy Sandy Cloak is your Active Pokémon, you may search your discard pile for a basic Fighting Energy card and attach it to Burmy Sandy Cloak.","[1] Sandy Cloak Tackle (10+)
<br>If Burmy Sandy Cloak has any Fighting Energy attached to it, this attack does 10 damage plus 10 more damage.",R+10,,1,0.6,0.82,3.0,1.06,0.71,Normal,
84442,Corsola,Corsola,https://tcgplayer-cdn.tcgplayer.com/product/84442_200w.jpg,3,1414,https://cpt.tcgcsv.com/SNH,2022-09-23T20:42:28.583,1,013/017,Common,Water,70,Basic,,"[1] Rally
<br>Search your deck for up to 3 different types of Basic Pokémon and put them on your Bench. Shuffle your deck afterward.",G+20,,1,0.62,1.59,4.0,1.05,,Normal,[1W] Hook (30)
84749,Delibird,Delibird,https://tcgplayer-cdn.tcgplayer.com/product/84749_200w.jpg,3,1414,https://cpt.tcgcsv.com/_VH,2022-09-23T20:44:21.89,1,006/017,Uncommon,Water,70,Basic,,"[0] Present
<br>Flip a coin. If heads, search your deck for any 1 card and put it into your hand. Shuffle your deck afterward.",M+20,,1,8.99,11.58,25.0,16.55,,Normal,[W] Ice Ball (20)
85480,Flaaffy,Flaaffy,https://tcgplayer-cdn.tcgplayer.com/product/85480_200w.jpg,3,1414,https://cpt.tcgcsv.com/DcJ,2022-09-23T20:45:30.097,1,007/017,Uncommon,Lightning,80,Stage 1,,"[1] Attract Current (10)
<br>Search your deck for a Lightning Energy card and attach it to 1 of your Pokémon. Shuffle your deck afterward.",F+20,M-20,1,,,,,,,"[1LL] Electromagnetic Kick (60)
<br>Flip a coin. If tails, Flaaffy does 10 damage to itself."
85605,Gallade,Gallade,https://tcgplayer-cdn.tcgplayer.com/product/85605_200w.jpg,3,1414,https://cpt.tcgcsv.com/7gJ,2022-09-23T20:48:17.02,1,002/017,Rare,Fighting,130,Stage 2,,"[1F] Sonic Blade
<br>Put Damage counters on the Defending Pokémon until it is 50 HP away from being Knocked Out. If you do, your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.",P+30,,2,19.79,567.53,567.54,16.55,,Normal,"[2P] Psychic Cut (60+)
<br>You may choose as many of your face-down Prize cards as you like and put them face up. If you do, this attack does 60 damage plus 20 more damage for each Prize card you choose. <em>(These cards remain face up for the rest of the game.)</em>"
85605,Gallade,Gallade,https://tcgplayer-cdn.tcgplayer.com/product/85605_200w.jpg,3,1414,https://cpt.tcgcsv.com/7gJ,2022-09-23T20:48:17.02,1,002/017,Rare,Fighting,130,Stage 2,,"[1F] Sonic Blade
<br>Put Damage counters on the Defending Pokémon until it is 50 HP away from being Knocked Out. If you do, your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.",P+30,,2,13.88,24.99,96.95,19.0,29.99,Holofoil,"[2P] Psychic Cut (60+)
<br>You may choose as many of your face-down Prize cards as you like and put them face up. If you do, this attack does 60 damage plus 20 more damage for each Prize card you choose. <em>(These cards remain face up for the rest of the game.)</em>"
86467,Kirlia,Kirlia,https://tcgplayer-cdn.tcgplayer.com/product/86467_200w.jpg,3,1414,https://cpt.tcgcsv.com/mCJ,2022-09-23T20:51:07.507,1,008/017,Uncommon,Psychic,80,Stage 1,,"[P] Psychic Research
<br>Search your discard pile for a Supporter card and use the effect of that card as the effect of this attack. <em>(The Supporter card remains in your discard pile.)</em>",P+20,,1,6.99,11.79,25.0,7.21,,Normal,"[2P] Telekinesis
<br>Choose 1 of your opponent's Pokémon. This attack does 40 damage to that Pokémon. This attack's damage isn't affected by Weakness or Resistance."
