productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack3
83451,Absol,Absol,https://tcgplayer-cdn.tcgplayer.com/product/83451_200w.jpg,3,1378,https://cpt.tcgcsv.com/2pH,2022-12-01T20:51:40.503,1,15/92,Rare,Darkness,70,Basic,"<b>Poke-BODY</b> Shining Horn 
<br>As long as Absol is the only Pokemon you have in play, your opponent's Basic Pokemon can't attack.","[1] Extra Call
<br>Search your deck for a Pokemon-ex, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.","[1D] Feint Attack
<br>Choose 1 of your opponent's Pokemon.  This attack does 20 damage to that Pokemon.  This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on that Pokemon.",F,P,1,5.65,6.0,17.5,9.53,,Normal,
83451,Absol,Absol,https://tcgplayer-cdn.tcgplayer.com/product/83451_200w.jpg,3,1378,https://cpt.tcgcsv.com/2pH,2022-12-01T20:51:40.503,1,15/92,Rare,Darkness,70,Basic,"<b>Poke-BODY</b> Shining Horn 
<br>As long as Absol is the only Pokemon you have in play, your opponent's Basic Pokemon can't attack.","[1] Extra Call
<br>Search your deck for a Pokemon-ex, show it to your opponent, and put it into your hand.  Shuffle your deck afterward.","[1D] Feint Attack
<br>Choose 1 of your opponent's Pokemon.  This attack does 20 damage to that Pokemon.  This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on that Pokemon.",F,P,1,50.0,69.99,99.0,74.08,,Reverse Holofoil,
83468,Aerodactyl,Aerodactyl,https://tcgplayer-cdn.tcgplayer.com/product/83468_200w.jpg,3,1378,https://cpt.tcgcsv.com/npH,2024-04-11T17:57:24.737,1,1/92,Holo Rare,Colorless,70,Stage 1,"<b>Poke-BODY  Reactive Protection</b>
<br>Any damage done to Aerodactyl by attacks from your opponent's Pokemon is reduced by 10 for each React Energy card attached to Aerodactyl <em>(after applying Weakness and Resistance).","[1] Power Blow (10+)
<br>Does 10 damage plus 10 more damage for each Energy attached to Aerodactyl.","[3] Speed Stroke (40) 
<br>During your opponent's next turn, prevent all effects, including damage, done to Aerodactyl by attacks from your opponent's Pokemon-ex.",L,F,0,48.0,102.15,164.0,75.08,87.6,Holofoil,
83468,Aerodactyl,Aerodactyl,https://tcgplayer-cdn.tcgplayer.com/product/83468_200w.jpg,3,1378,https://cpt.tcgcsv.com/npH,2024-04-11T17:57:24.737,1,1/92,Holo Rare,Colorless,70,Stage 1,"<b>Poke-BODY  Reactive Protection</b>
<br>Any damage done to Aerodactyl by attacks from your opponent's Pokemon is reduced by 10 for each React Energy card attached to Aerodactyl <em>(after applying Weakness and Resistance).","[1] Power Blow (10+)
<br>Does 10 damage plus 10 more damage for each Energy attached to Aerodactyl.","[3] Speed Stroke (40) 
<br>During your opponent's next turn, prevent all effects, including damage, done to Aerodactyl by attacks from your opponent's Pokemon-ex.",L,F,0,48.88,98.32,124.99,63.29,,Reverse Holofoil,
83476,Aggron,Aggron,https://tcgplayer-cdn.tcgplayer.com/product/83476_200w.jpg,3,1378,https://cpt.tcgcsv.com/xpH,2024-04-11T17:57:29.613,1,2/92,Holo Rare,Metal,110,Stage 2,,"[2F] Heavy Blow (70-) 
<br>Does 70 damage minus 10 damage for each damage counter on Aggron.  If Aggron has any React Energy cards attached to it, this attack does 70 instead.","[2FM] Bound Crush 
<br>Choose 1 of your opponent's Pokemon.  This attack does 60 damage to that Pokemon. <i> (Don't apply Weakness and Resistance for Benched Pokemon.) </i> During your next turn, Aggron can't use Bound Crush.",R,G,4,11.75,15.0,29.24,20.41,,Holofoil,
83476,Aggron,Aggron,https://tcgplayer-cdn.tcgplayer.com/product/83476_200w.jpg,3,1378,https://cpt.tcgcsv.com/xpH,2024-04-11T17:57:29.613,1,2/92,Holo Rare,Metal,110,Stage 2,,"[2F] Heavy Blow (70-) 
<br>Does 70 damage minus 10 damage for each damage counter on Aggron.  If Aggron has any React Energy cards attached to it, this attack does 70 instead.","[2FM] Bound Crush 
<br>Choose 1 of your opponent's Pokemon.  This attack does 60 damage to that Pokemon. <i> (Don't apply Weakness and Resistance for Benched Pokemon.) </i> During your next turn, Aggron can't use Bound Crush.",R,G,4,10.83,15.35,4321.0,29.7,,Reverse Holofoil,
83559,Anorith,Anorith,https://tcgplayer-cdn.tcgplayer.com/product/83559_200w.jpg,3,1378,https://cpt.tcgcsv.com/crH,2022-12-01T20:53:31.3,1,29/92,Uncommon,Fighting,70,Stage 1,,"[1] Influence
<br>Search your deck for Omanyte, Kabuto, Aerodactyl, Lileep, or Anorith and put 2 of them onto your Bench.  Shuffle your deck afterward.  Treat the new Benched Pokemon as Basic Pokemon.","[2] Stretch Claws (20) 
<br>If Anorith has any React Energy cards attached to it, this attack does 20 damage to 1 of your opponent's Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Gx2,None,1,0.27,0.67,2.0,0.73,,Normal,
83559,Anorith,Anorith,https://tcgplayer-cdn.tcgplayer.com/product/83559_200w.jpg,3,1378,https://cpt.tcgcsv.com/crH,2022-12-01T20:53:31.3,1,29/92,Uncommon,Fighting,70,Stage 1,,"[1] Influence
<br>Search your deck for Omanyte, Kabuto, Aerodactyl, Lileep, or Anorith and put 2 of them onto your Bench.  Shuffle your deck afterward.  Treat the new Benched Pokemon as Basic Pokemon.","[2] Stretch Claws (20) 
<br>If Anorith has any React Energy cards attached to it, this attack does 20 damage to 1 of your opponent's Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Gx2,None,1,3.91,4.99,9.99,10.41,,Reverse Holofoil,
83590,Arcanine ex,Arcanine ex,https://tcgplayer-cdn.tcgplayer.com/product/83590_200w.jpg,3,1378,https://cpt.tcgcsv.com/QrH,2022-12-01T20:59:54.323,1,83/92,Ultra Rare,Fire,120,Stage 1,"<b>Poke-BODY</b> Fire Remedy 
<br>Whenever you attach a Fire Energy from your hand to Arcanine ex, remove 1 damage counter and all Special Conditions from Arcanine ex.","[1R] Overrun (30) 
<br>Does 20 damage to 1 of your opponent's Benched Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[1RR] Flame Swirl (100) 
<br>Discard 2 Fire Energy or 1 React Energy card attached to Arcanine ex.",W,None,2,364.3,409.28,450.0,450.0,,Holofoil,
83624,Armaldo ex,Armaldo ex,https://tcgplayer-cdn.tcgplayer.com/product/83624_200w.jpg,3,1378,https://cpt.tcgcsv.com/vsH,2025-01-09T20:38:32.467,1,84/92,Ultra Rare,Fighting,160,Stage 2,"<b>Poke-BODY</b> Dual Armor 
<br>As long as Armaldo ex has any React Energy cards attached to it, Armaldo ex is both Grass and Fighting type.","[1F] Spiral Drain (40) 
<br>Remove 2 damage counters from Armaldo ex.","[2F] Vortex Chop (70) 
<br>If the Defending Pokemon has any Resistance, this attack's base damage is 100 instead of 70.",G,None,3,59.99,99.99,100.9,107.16,,Holofoil,
83632,Aron,Aron,https://tcgplayer-cdn.tcgplayer.com/product/83632_200w.jpg,3,1378,https://cpt.tcgcsv.com/GsH,2022-12-01T20:55:31.083,1,48/92,Common,Metal,50,Basic,,"[1] Self Charge  
<br>Attach a Metal Energy card from your hand to Aron.",[1M] Headbutt (20),R,G,2,0.17,0.39,5.1,0.49,,Normal,
83632,Aron,Aron,https://tcgplayer-cdn.tcgplayer.com/product/83632_200w.jpg,3,1378,https://cpt.tcgcsv.com/GsH,2022-12-01T20:55:31.083,1,48/92,Common,Metal,50,Basic,,"[1] Self Charge  
<br>Attach a Metal Energy card from your hand to Aron.",[1M] Headbutt (20),R,G,2,13.52,19.24,24.95,12.95,,Reverse Holofoil,
83725,Banette ex,Banette ex,https://tcgplayer-cdn.tcgplayer.com/product/83725_200w.jpg,3,1378,https://cpt.tcgcsv.com/wvH,2022-12-01T21:00:16.43,1,85/92,Ultra Rare,Psychic,90,Stage 1,"<b>Poke-POWER</b> Shady Move 
<br>Once during your turn<em> (before your attack)</em>, if Banette ex is your Active Pokemon, you may move 1 damage counter from either player's Pokemon to another Pokemon<em> (yours or your opponent's)</em>.  This power can't be used if Banette ex is affected by a Special Condition.  (Poke-POWER)","[1P] Shadow Chant (30+) 
<Br>Does 30 damage plus 10 more damage for each Supporter card in your discard pile.  You can't add more than 60 damage in this way.",,D,F,1,148.74,179.99,218.62,104.99,,Holofoil,
83808,Bellsprout,Bellsprout,https://tcgplayer-cdn.tcgplayer.com/product/83808_200w.jpg,3,1378,https://cpt.tcgcsv.com/bxH,2026-03-09T13:52:32.68,1,49/92,Common,Grass,50,Basic,,"[1] Sleep Powder 
<br>The Defending Pokemon is now Asleep.",,R,,1,0.05,0.32,2.39,0.35,,Normal,
