productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
229276,Battle Styles Booster Pack,Battle Styles Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/229276_200w.jpg,3,2765,https://cpt.tcgcsv.com/xKR2,2021-03-19T04:03:23.62,1,Each Battle Styles booster pack contains 10 random cards.,5.0,8.4,201.25,8.13,,Normal,,,,,,,,,,,
229277,Battle Styles Booster Box,Battle Styles Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/229277_200w.jpg,3,2765,https://cpt.tcgcsv.com/zKR2,2021-03-19T04:03:23.62,1,Each Battle Styles booster box contains 36 booster packs. <em>(each pack contains 10 random cards)</em>,259.97,320.0,1100.0,260.19,,Normal,0820650818189,,,,,,,,,,
229278,Battle Styles Build & Battle Box,Battle Styles Build and Battle Box,https://tcgplayer-cdn.tcgplayer.com/product/229278_200w.jpg,3,2765,https://cpt.tcgcsv.com/BKR2,2021-04-14T13:00:13.227,1,"<strong>Build & Battle Box contents:</strong>
<br>• 23-card Evolution pack featuring key cards from current and prior expansions <em>(including 1 of 4 alternate-art promo cards)</em>
<br>• 4 Battle Styles booster packs
<br>• 1 deck-building tip sheet",50.0,55.96,60.0,48.56,,Normal,0820650808326,,,,,,,,,,
229279,Battle Styles Build & Battle Box Display,Battle Styles Build and Battle Box Display,https://tcgplayer-cdn.tcgplayer.com/product/229279_200w.jpg,3,2765,https://cpt.tcgcsv.com/CKR2,2023-05-03T19:15:36.807,1,"Each display contains 10 Battle Styles Build & Battle Boxes.
<br><strong>Build & Battle Box contents:</strong>
<br>• 23-card Evolution pack featuring key cards from current and prior expansions <em>(including 1 of 4 alternate-art promo cards)</em>
<br>• 4 Battle Styles booster packs
<br>• 1 deck-building tip sheet",485.0,499.48,500.0,396.85,,Normal,0820650818325,,,,,,,,,,
229280,Battle Styles Single Pack Blister [Charmander],Battle Styles Single Pack Blister Charmander,https://tcgplayer-cdn.tcgplayer.com/product/229280_200w.jpg,3,2765,https://cpt.tcgcsv.com/DKR2,2021-03-19T04:03:23.62,1,"Each blister comes with 1 Battle Styles booster pack, a coin, and a promotional card of Charmander.",26.95,33.47,39.99,16.4,,Normal,,,,,,,,,,,
229281,Battle Styles Single Pack Blister [Arrokuda],Battle Styles Single Pack Blister Arrokuda,https://tcgplayer-cdn.tcgplayer.com/product/229281_200w.jpg,3,2765,https://cpt.tcgcsv.com/FKR2,2021-09-14T12:11:42.657,1,"Each blister comes with 1 Battle Styles booster pack, a coin, and a promotional card of Arrokuda.",9.0,11.44,11.95,9.6,,Normal,,,,,,,,,,,
229282,Battle Styles 3 Pack Blister [Jolteon],Battle Styles 3 Pack Blister Jolteon,https://tcgplayer-cdn.tcgplayer.com/product/229282_200w.jpg,3,2765,https://cpt.tcgcsv.com/GKR2,2021-03-19T04:03:23.62,1,"Each 3 Pack blister comes with 3 Battle Styles booster packs, 1 coin, and a promotional card of Jolteon.",37.95,42.0,60.0,36.97,,Normal,820650828324,,,,,,,,,,
229283,Battle Styles 3 Pack Blister [Eevee],Battle Styles 3 Pack Blister Eevee,https://tcgplayer-cdn.tcgplayer.com/product/229283_200w.jpg,3,2765,https://cpt.tcgcsv.com/HKR2,2021-03-19T04:03:23.62,1,"Each 3 Pack blister comes with 3 Battle Styles booster packs, 1 coin, and a promotional card of Eevee.",12.99,35.63,50.0,27.63,,Normal,820650828324,,,,,,,,,,
229284,Battle Styles Elite Trainer Box [Single Strike Urshifu] (Red),Battle Styles Elite Trainer Box Single Strike Urshifu Red,https://tcgplayer-cdn.tcgplayer.com/product/229284_200w.jpg,3,2765,https://cpt.tcgcsv.com/JKR2,2021-03-19T04:03:23.62,1,"THE POKÉMON TCG: SWORD & SHIELD — BATTLE STYLES ELITE TRAINER BOX includes:
<br>• 8 Pokémon TCG: Sword & Shield — Battle Styles booster packs
<br>• 65 card sleeves featuring Gigantamax Single Strike Urshifu 
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Sword & Shield — Battle Styles expansion
<br>• A Pokémon TCG rulebook
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 acrylic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for the Pokémon Trading Card Game Online",85.0,100.0,150.0,81.78,,Normal,0820650808357,,,,,,,,,,
229285,Battle Styles Elite Trainer Box [Rapid Strike Urshifu] (Blue),Battle Styles Elite Trainer Box Rapid Strike Urshifu Blue,https://tcgplayer-cdn.tcgplayer.com/product/229285_200w.jpg,3,2765,https://cpt.tcgcsv.com/KKR2,2021-03-19T04:03:23.62,1,"THE POKÉMON TCG: SWORD & SHIELD — BATTLE STYLES ELITE TRAINER BOX includes:
<br>• 8 Pokémon TCG: Sword & Shield — Battle Styles booster packs
<br>• 65 card sleeves featuring Gigantamax Rapid Strike Urshifu 
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Sword & Shield — Battle Styles expansion
<br>• A Pokémon TCG rulebook
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 acrylic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for the Pokémon Trading Card Game Online",97.0,110.0,150.0,84.38,,Normal,0820650808357,,,,,,,,,,
230191,Battle Styles Premium Checklane Blister [Tyranitar],Battle Styles Premium Checklane Blister Tyranitar,https://tcgplayer-cdn.tcgplayer.com/product/230191_200w.jpg,3,2765,https://cpt.tcgcsv.com/R5S2,2021-03-19T04:03:23.62,1,"Contains 1 Sword & Shield — Battle Styles booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",,,,,,,,,,,,,,,,,
230192,Battle Styles Premium Checklane Blister [Corviknight],Battle Styles Premium Checklane Blister Corviknight,https://tcgplayer-cdn.tcgplayer.com/product/230192_200w.jpg,3,2765,https://cpt.tcgcsv.com/S5S2,2021-03-19T04:03:23.62,1,"Contains 1 Sword & Shield — Battle Styles booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",,,,,,,,,,,,,,,,,
231293,Spring 2021 Collector's Chest Tin,Spring 2021 Collectors Chest Tin,https://tcgplayer-cdn.tcgplayer.com/product/231293_200w.jpg,3,2765,https://cpt.tcgcsv.com/TwS2,2021-03-19T04:03:34.19,1,"A Treasure Chest Packed with Pokémon!
 <br>This study metal case contains more than a dozen special Pokémon goodies, including many not found anywhere else. 

<br><br>The Pokémon Trading Card Game: Collector Chest includes:
<br>• 5 Pokémon TCG booster packs
<br>• 2 foil promo cards featuring Single Strike Tepig and Rapid Strike Shinx!
<br>• 2 cool Pokémon coins
<br>• 4 colorful sticker sheets
<br>• A mini portfolio to store your favorite cards
<br>• A Pokémon notepad
<br>• A code card for the Pokémon TCG Online",49.99,59.97,85.0,43.61,,Normal,0820650808449,,,,,,,,,,
231296,Rapid Strike Urshifu V Box,Rapid Strike Urshifu V Box,https://tcgplayer-cdn.tcgplayer.com/product/231296_200w.jpg,3,2765,https://cpt.tcgcsv.com/XwS2,2021-03-19T04:03:23.62,1,"Each Pokemon TCG: Rapid Strike Urshifu V Box includes:
<br>• 1 foil promo cards featuring Rapid Strike Urshifu V
<br>• 1 promo Energy cards: Rapid Strike Energy
<br>• 1 foil oversize cards featuring Rapid Strike Urshifu V
<br>• 4 Pokémon TCG booster packs
<br>• A code card for the Pokémon Trading Card Game Online",36.0,40.0,55.43,39.82,,Normal,0820650808432,,,,,,,,,,
231297,Single Strike Urshifu V Box,Single Strike Urshifu V Box,https://tcgplayer-cdn.tcgplayer.com/product/231297_200w.jpg,3,2765,https://cpt.tcgcsv.com/ZwS2,2021-03-19T04:03:23.62,1,"Each Pokemon TCG: Single Strike Urshifu V Box includes:
<br>• 1 foil promo cards featuring Single Strike Urshifu V
<br>• 1 promo Energy cards: Single Strike Energy
<br>• 1 foil oversize cards featuring Single Strike Urshifu V
<br>• 4 Pokémon TCG booster packs
<br>• A code card for the Pokémon Trading Card Game Online",34.0,45.99,49.99,42.58,,Normal,0820650808432,,,,,,,,,,
233335,Battle Styles Booster Box Case,Battle Styles Booster Box Case,https://tcgplayer-cdn.tcgplayer.com/product/233335_200w.jpg,3,2765,https://cpt.tcgcsv.com/KlT2,2021-03-19T04:03:23.62,1,Each sealed booster box case contains 6 booster boxes of 36 booster packs. <em>(each pack contains 10 random cards)</em>,1679.9,1800.11,3000.0,1683.76,,Normal,0820650808180,,,,,,,,,,
233359,Galarian Rapidash V Box,Galarian Rapidash V Box,https://tcgplayer-cdn.tcgplayer.com/product/233359_200w.jpg,3,2765,https://cpt.tcgcsv.com/cmT2,2021-05-07T04:03:11.93,1,"The Pokémon TCG: Galarian Rapidash V Box includes:
<br>• 1 foil promo card featuring Galarian Rapidash V
<br>• 1 foil oversize card featuring Galarian Rapidash V
<br>• 4 Pokémon TCG booster packs
<br>• A code card for the Pokémon Trading Card Game Online",65.01,78.98,125.0,66.15,,Normal,0820650828737,,,,,,,,,,
234034,Kricketune V (Full Art),Kricketune V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234034_200w.jpg,3,2765,https://cpt.tcgcsv.com/JDT2,2021-03-19T04:03:23.62,1,"<strong>Ability — Exciting Stage</strong>
<br>Once during your turn, you may draw cards until you have 3 cards in your hand. If this Pokemon is in the Active Spot, you may draw cards until you have 4 cards in your hand instead. You can't use more than 1 Exciting Stage Ability each turn.",1.86,2.71,22.0,2.54,3.75,Holofoil,,142/163,Ultra Rare,Grass,180,Basic,"[2G] X-Scissor (80+)
<br>Flip a coin. If heads, this attack does 80 more damage.",Rx2,None,1,
234035,Bellsprout,Bellsprout,https://tcgplayer-cdn.tcgplayer.com/product/234035_200w.jpg,3,2765,https://cpt.tcgcsv.com/KDT2,2025-02-07T20:10:51.883,1,,0.01,0.14,1.49,0.1,,Normal,,001/163,Common,Grass,50,Basic,"[1] Venoshock (10+)
<br>If your opponent's Active Pokemon is Poisoned, this attack does 40 more damage.",Rx2,None,1,
234035,Bellsprout,Bellsprout,https://tcgplayer-cdn.tcgplayer.com/product/234035_200w.jpg,3,2765,https://cpt.tcgcsv.com/KDT2,2025-02-07T20:10:51.883,1,,0.1,0.25,2.0,0.24,,Reverse Holofoil,,001/163,Common,Grass,50,Basic,"[1] Venoshock (10+)
<br>If your opponent's Active Pokemon is Poisoned, this attack does 40 more damage.",Rx2,None,1,
234036,Flapple V (Full Art),Flapple V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234036_200w.jpg,3,2765,https://cpt.tcgcsv.com/LDT2,2026-01-15T02:44:48.35,1,,2.06,3.08,96.95,3.0,3.29,Holofoil,,143/163,Ultra Rare,Grass,190,Basic,"[G] Sour Spit (20)
<br>During your opponent's next turn, the Defending Pokemon's attacks cost 2 more.",Rx2,None,1,[2G] Wing Attack (120)
234037,Weepinbell,Weepinbell,https://tcgplayer-cdn.tcgplayer.com/product/234037_200w.jpg,3,2765,https://cpt.tcgcsv.com/MDT2,2025-12-04T02:14:34.163,1,"<strong>Ability — Dangerous Mucus</strong>                                             
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may make your opponent's Active Pokemon Burned and Poisoned.",0.01,0.25,2.0,0.25,,Reverse Holofoil,,002/163,Uncommon,Grass,80,Stage 1,[2G] Vine Whip (40),Rx2,None,2,
234037,Weepinbell,Weepinbell,https://tcgplayer-cdn.tcgplayer.com/product/234037_200w.jpg,3,2765,https://cpt.tcgcsv.com/MDT2,2025-12-04T02:14:34.163,1,"<strong>Ability — Dangerous Mucus</strong>                                             
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may make your opponent's Active Pokemon Burned and Poisoned.",0.03,0.17,20.0,0.15,,Normal,,002/163,Uncommon,Grass,80,Stage 1,[2G] Vine Whip (40),Rx2,None,2,
234038,Victreebel,Victreebel,https://tcgplayer-cdn.tcgplayer.com/product/234038_200w.jpg,3,2765,https://cpt.tcgcsv.com/NDT2,2024-11-20T13:16:38.207,1,,0.1,0.27,6.75,0.28,,Reverse Holofoil,,003/163,Rare,Grass,150,Stage 2,"[G] Panic Vine (40)
<br>Your opponent's Active Pokemon is now Confused. During your opponent's next turn, that Pokemon can't retreat.",Rx2,None,3,[2G] Solar Beam (120)
234038,Victreebel,Victreebel,https://tcgplayer-cdn.tcgplayer.com/product/234038_200w.jpg,3,2765,https://cpt.tcgcsv.com/NDT2,2024-11-20T13:16:38.207,1,,0.05,0.22,4.0,0.22,0.22,Normal,,003/163,Rare,Grass,150,Stage 2,"[G] Panic Vine (40)
<br>Your opponent's Active Pokemon is now Confused. During your opponent's next turn, that Pokemon can't retreat.",Rx2,None,3,[2G] Solar Beam (120)
234039,Victini V (Full Art),Victini V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234039_200w.jpg,3,2765,https://cpt.tcgcsv.com/PDT2,2026-02-06T20:16:54.34,1,,6.75,13.54,96.95,9.76,24.95,Holofoil,,144/163,Ultra Rare,Fire,190,Basic,"[R] V Bullet (10+)
<br>If your opponent's Active Pokemon is a Pokemon V, this attack does 50 more damage.",Wx2,None,1,"[1R] Flare Shot (120)
<br>Discard all Energy from this Pokemon."
234040,Cacnea,Cacnea,https://tcgplayer-cdn.tcgplayer.com/product/234040_200w.jpg,3,2765,https://cpt.tcgcsv.com/QDT2,2026-01-29T15:49:44.53,1,,0.01,0.1,19.5,0.09,0.03,Normal,,004/163,Common,Grass,70,Basic,[1] Zzzt (10),Rx2,None,2,[1G] Beat (20)
234040,Cacnea,Cacnea,https://tcgplayer-cdn.tcgplayer.com/product/234040_200w.jpg,3,2765,https://cpt.tcgcsv.com/QDT2,2026-01-29T15:49:44.53,1,,0.05,0.25,2.0,0.15,,Reverse Holofoil,,004/163,Common,Grass,70,Basic,[1] Zzzt (10),Rx2,None,2,[1G] Beat (20)
234041,Cacturne,Cacturne,https://tcgplayer-cdn.tcgplayer.com/product/234041_200w.jpg,3,2765,https://cpt.tcgcsv.com/RDT2,2025-12-04T01:02:41.8,1,,0.03,0.18,19.5,0.18,0.1,Normal,,005/163,Uncommon,Grass,120,Stage 1,"[1] Pull
<br>Switch 1 of your opponent's Benched Pokemon with their Active Pokemon.",Rx2,None,2,"[1G] Spiny Punch (60+)
<br>If this Pokemon has any D Energy attached, this attack does 70 more damage."
234041,Cacturne,Cacturne,https://tcgplayer-cdn.tcgplayer.com/product/234041_200w.jpg,3,2765,https://cpt.tcgcsv.com/RDT2,2025-12-04T01:02:41.8,1,,0.04,0.34,2.0,0.39,,Reverse Holofoil,,005/163,Uncommon,Grass,120,Stage 1,"[1] Pull
<br>Switch 1 of your opponent's Benched Pokemon with their Active Pokemon.",Rx2,None,2,"[1G] Spiny Punch (60+)
<br>If this Pokemon has any D Energy attached, this attack does 70 more damage."
234042,Empoleon V (Full Art),Empoleon V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234042_200w.jpg,3,2765,https://cpt.tcgcsv.com/SDT2,2026-02-06T20:03:54.137,1,"<strong>Ability — Emperor's Eyes</strong>
<br>As long as this Pokemon is in the Active Spot, your opponent's Basic Pokemon in play have no Abilities, except for Pokemon with a Rule Box <em>(Pokemon V, Pokemon GX, etc. have Rule Boxes)</em>.",3.0,5.44,24.95,5.13,5.0,Holofoil,,145/163,Ultra Rare,Water,210,Basic,"[2W] Swirling Slice (130)
<br>Move an Energy from this Pokemon to 1 of your Benched Pokemon.",Lx2,None,2,
234043,Empoleon V (Alternate Full Art),Empoleon V Alternate Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234043_200w.jpg,3,2765,https://cpt.tcgcsv.com/TDT2,2026-02-06T20:03:55.06,1,"<strong>Ability — Emperor's Eyes</strong>
<br>As long as this Pokemon is in the Active Spot, your opponent's Basic Pokemon in play have no Abilities, except for Pokemon with a Rule Box <em>(Pokemon V, Pokemon GX, etc. have Rule Boxes)</em>.",49.36,65.26,4321.0,59.3,60.09,Holofoil,,146/163,Ultra Rare,Water,210,Basic,"[2W] Swirling Slice (130)
<br>Move an Energy from this Pokemon to 1 of your Benched Pokemon.",Lx2,None,2,
234044,Tapu Koko V (Full Art),Tapu Koko V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/234044_200w.jpg,3,2765,https://cpt.tcgcsv.com/VDT2,2026-02-17T12:33:41.01,1,,1.87,2.79,14.95,2.62,2.64,Holofoil,,147/163,Ultra Rare,Lightning,210,Basic,[L] Electro Ball (40),Fx2,None,1,"[1LL] Spiral Thunder (20+)
<br>This attack does 40 more damage for each Energy attached to all of your opponent's Pokemon."
