productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2,extAttack3,extUPC
155661,Ultra Prism Booster Box,Ultra Prism Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/155661_200w.jpg,3,2178,https://cpt.tcgcsv.com/fhg2,2018-01-04T14:51:22.62,1,1450.0,1850.0,3999.95,1626.47,,Normal,,,,,,,,,,,,,
155662,Ultra Prism Booster Pack,Ultra Prism Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/155662_200w.jpg,3,2178,https://cpt.tcgcsv.com/ghg2,2018-01-04T14:51:40.36,1,40.0,50.0,59.99,41.55,,Normal,,,,,,,,,,,,,
155663,Ultra Prism Elite Trainer Box [Dawn Wings Necrozma],Ultra Prism Elite Trainer Box Dawn Wings Necrozma,https://tcgplayer-cdn.tcgplayer.com/product/155663_200w.jpg,3,2178,https://cpt.tcgcsv.com/hhg2,2021-03-16T19:22:58.047,1,999.99,1154.0,1799.99,783.39,,Normal,,,,,,,,,,,,,
155664,Ultra Prism Elite Trainer Box [Dusk Mane Necrozma],Ultra Prism Elite Trainer Box Dusk Mane Necrozma,https://tcgplayer-cdn.tcgplayer.com/product/155664_200w.jpg,3,2178,https://cpt.tcgcsv.com/jhg2,2021-03-16T19:23:10.233,1,949.99,975.0,1000.0,652.57,,Normal,,,,,,,,,,,,,
155665,"Ultra Prism Theme Deck - ""Mach Strike"" [Garchomp]",Ultra Prism Theme Deck Mach Strike Garchomp,https://tcgplayer-cdn.tcgplayer.com/product/155665_200w.jpg,3,2178,https://cpt.tcgcsv.com/khg2,2018-10-03T12:29:19.113,1,36.0,43.68,59.99,25.17,,Normal,"<em>Strike Fast and Strike True!
<br>
<br>A Dragon-type Pokemon knows that how you begin a battle determines how you end it—so call on Garchomp and Lucario, and go for the big attack with powerful hits at top speed! The Mach Strike theme deck pulls no punches!</em>
<br>
<br>Contents:
<br>• 1 60-card preconstructed deck
<br>• Damage counters
<br>• 1 custom coin",,,,,,,,,,,,
155666,"Ultra Prism Theme Deck - ""Imperial Command"" [Empoleon]",Ultra Prism Theme Deck Imperial Command Empoleon,https://tcgplayer-cdn.tcgplayer.com/product/155666_200w.jpg,3,2178,https://cpt.tcgcsv.com/lhg2,2018-10-03T12:29:14.257,1,34.95,39.95,59.99,,,Normal,"<em>Ice and Snow at Your Imperial Command!
<br>
The royal Empoleon is ready to lead Abomasnow and a team of Water types into battle! Together, they can overwhelm and freeze out foes with perfect timing. Unlock the power of ice, wind, and wave with the Imperial Command theme deck!</em>
<br>
<br>Contents:
<br>• 1 60-card preconstructed deck
<br>• Damage counters
<br>• 1 custom coin",,,,,,,,,,,,
157618,Exeggcute,Exeggcute,https://tcgplayer-cdn.tcgplayer.com/product/157618_200w.jpg,3,2178,https://cpt.tcgcsv.com/n3h2,2022-12-05T19:58:19.82,1,0.02,0.2,19.5,0.19,0.19,Normal,,1/156,Common,Grass,50,Basic,"[G] Continuous Eggsplosion (20x)
<br>Flip a coin until you get tails. This attack does 20 damage for each heads.",Rx2,None,1,,,
157618,Exeggcute,Exeggcute,https://tcgplayer-cdn.tcgplayer.com/product/157618_200w.jpg,3,2178,https://cpt.tcgcsv.com/n3h2,2022-12-05T19:58:19.82,1,0.15,0.42,2.95,0.42,0.47,Reverse Holofoil,,1/156,Common,Grass,50,Basic,"[G] Continuous Eggsplosion (20x)
<br>Flip a coin until you get tails. This attack does 20 damage for each heads.",Rx2,None,1,,,
157619,Yanma,Yanma,https://tcgplayer-cdn.tcgplayer.com/product/157619_200w.jpg,3,2178,https://cpt.tcgcsv.com/p3h2,2025-02-05T21:29:23.793,1,0.03,0.2,19.5,0.15,0.1,Normal,,2/156,Common,Grass,70,Basic,"[2] Super Speed (20)
<br>Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.",Lx2,F-20,1,,,
157619,Yanma,Yanma,https://tcgplayer-cdn.tcgplayer.com/product/157619_200w.jpg,3,2178,https://cpt.tcgcsv.com/p3h2,2025-02-05T21:29:23.793,1,0.15,0.3,1.5,0.29,,Reverse Holofoil,,2/156,Common,Grass,70,Basic,"[2] Super Speed (20)
<br>Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.",Lx2,F-20,1,,,
157620,Yanmega,Yanmega,https://tcgplayer-cdn.tcgplayer.com/product/157620_200w.jpg,3,2178,https://cpt.tcgcsv.com/q3h2,2022-12-05T19:53:16.073,1,0.04,0.2,1.49,0.14,0.17,Normal,,3/156,Uncommon,Grass,120,Stage 1,"[G] Supersonic (30)
<br>Your opponent's Active Pokemon is now Confused.",Lx2,F-20,1,[4] Cutting Wind (120),,
