productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost
256124,Brilliant Stars Booster Pack,Brilliant Stars Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/256124_200w.jpg,3,2948,https://cpt.tcgcsv.com/vs33,2022-02-25T05:03:23.55,1,Each Brilliant Stars booster pack contains 10 random cards.,8.0,11.09,50.0,10.9,,Normal,,,,,,,,,,,
256125,Brilliant Stars Sleeved Booster Pack,Brilliant Stars Sleeved Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/256125_200w.jpg,3,2948,https://cpt.tcgcsv.com/ws33,2022-02-25T05:03:23.55,1,Each Brilliant Stars sleeved booster pack contains 10 random cards.,14.36,17.99,49.99,13.89,,Normal,,,,,,,,,,,
256128,Brilliant Stars Single Pack Blister [Flapple],Brilliant Stars Single Pack Blister Flapple,https://tcgplayer-cdn.tcgplayer.com/product/256128_200w.jpg,3,2948,https://cpt.tcgcsv.com/Bs33,2022-02-25T05:03:23.55,1,"Each blister comes with 1 Brilliant Stars booster pack, a coin, and a promotional card of Flapple.",14.49,18.2,49.99,12.01,,Normal,,,,,,,,,,,
256129,Brilliant Stars Single Pack Blister [Eevee],Brilliant Stars Single Pack Blister Eevee,https://tcgplayer-cdn.tcgplayer.com/product/256129_200w.jpg,3,2948,https://cpt.tcgcsv.com/Cs33,2022-02-25T05:03:23.55,1,"Each blister comes with 1 Brilliant Stars booster pack, a coin, and a promotional card of Eevee.",18.41,25.5,49.99,18.41,,Normal,,,,,,,,,,,
256130,Brilliant Stars 3 Pack Blister [Leafeon],Brilliant Stars 3 Pack Blister Leafeon,https://tcgplayer-cdn.tcgplayer.com/product/256130_200w.jpg,3,2948,https://cpt.tcgcsv.com/Ds33,2022-02-25T05:03:23.55,1,"Each 3 Pack blister comes with 3 Brilliant Stars booster packs, 1 coin, and a promotional card of Leafeon.",35.01,48.99,99.99,40.14,,Normal,,,,,,,,,,,
256132,Brilliant Stars 3 Pack Blister [Glaceon],Brilliant Stars 3 Pack Blister Glaceon,https://tcgplayer-cdn.tcgplayer.com/product/256132_200w.jpg,3,2948,https://cpt.tcgcsv.com/Gs33,2022-02-25T05:03:23.55,1,"Each 3 Pack blister comes with 3 Brilliant Stars booster packs, 1 coin, and a promotional card of Glaceon.",35.99,43.97,59.95,40.0,,Normal,,,,,,,,,,,
256134,Brilliant Stars Booster Pack Art Bundle [Set of 4],Brilliant Stars Booster Pack Art Bundle Set of 4,https://tcgplayer-cdn.tcgplayer.com/product/256134_200w.jpg,3,2948,https://cpt.tcgcsv.com/Js33,2022-02-25T05:03:23.55,1,"Collect each of the 4 unique art packs for Brilliant Stars.
<br>Each Brilliant Stars booster pack contains 10 random cards.",39.97,50.0,200.0,42.52,,Normal,,,,,,,,,,,
256135,Brilliant Stars Sleeved Booster Pack Art Bundle [Set of 4],Brilliant Stars Sleeved Booster Pack Art Bundle Set of 4,https://tcgplayer-cdn.tcgplayer.com/product/256135_200w.jpg,3,2948,https://cpt.tcgcsv.com/Ks33,2022-02-25T05:03:23.55,1,"Collect each of the 4 unique art packs for Brilliant Stars.
<br>Each Brilliant Stars sleeved booster pack contains 10 random cards.",64.01,69.69,94.95,57.52,,Normal,,,,,,,,,,,
256136,Brilliant Stars Sleeved Booster Pack Bundle [Set of 8],Brilliant Stars Sleeved Booster Pack Bundle Set of 8,https://tcgplayer-cdn.tcgplayer.com/product/256136_200w.jpg,3,2948,https://cpt.tcgcsv.com/Ls33,2022-02-25T05:03:23.55,1,"Collect each of the 8 booster packs for Brilliant Stars.
<br>Each Brilliant Stars sleeved booster pack contains 10 random cards.",,,,,,,,,,,,,,,,,
256137,Brilliant Stars Build & Battle Box,Brilliant Stars Build and Battle Box,https://tcgplayer-cdn.tcgplayer.com/product/256137_200w.jpg,3,2948,https://cpt.tcgcsv.com/Ms33,2022-02-25T05:03:23.55,1,"EACH POKÉMON TCG: SWORD & SHIELD—BRILLIANT STARS BUILD & BATTLE BOX INCLUDES:
<br>• 40-card ready-to-play decks
<br>• 1 of 4 promo cards
<br>• 4 Pokémon TCG: Sword & Shield—Brilliant Stars booster packs
<br>• 1 deck-building tip sheet",44.99,48.0,59.95,45.68,,Normal,,,,,,,,,,,
