productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2
232343,Rowlet,Rowlet,https://tcgplayer-cdn.tcgplayer.com/product/232343_200w.jpg,3,2781,https://cpt.tcgcsv.com/TXS2,2023-12-30T16:03:22.85,1,SV001/SV122,Shiny Holo Rare,Grass,50,Basic,"<strong>Ability — Sky Circus</strong>
<br>If you played Bird Keeper from your hand during this turn, ignore all Energy in the attack cost of each of this Pokémon's attacks.","[3] Wind Shard
<br>This attack does 60 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",Rx2,None,1,1.48,2.1,14.37,2.09,4.98,Holofoil,
232344,Dartrix,Dartrix,https://tcgplayer-cdn.tcgplayer.com/product/232344_200w.jpg,3,2781,https://cpt.tcgcsv.com/VXS2,2026-03-12T18:13:10.44,1,SV002/SV122,Shiny Holo Rare,Grass,80,Stage 1,,[G] Razor Leaf (40),Rx2,None,1,1.69,3.18,9.0,3.22,2.67,Holofoil,
232345,Decidueye,Decidueye,https://tcgplayer-cdn.tcgplayer.com/product/232345_200w.jpg,3,2781,https://cpt.tcgcsv.com/WXS2,2026-02-03T21:05:17.687,1,SV003/SV122,Shiny Holo Rare,Grass,140,Stage 2,"<strong>Ability — Deep Forest Camo</strong>
<br>Prevent all damage done to this Pokémon by attacks from your opponent's Pokémon V and Pokémon-GX.","[1G] Split Arrow (90)
<br><em>This attack also does 20 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon)</em>",Rx2,None,2,2.89,4.2,14.99,4.07,4.58,Holofoil,
232346,Grookey,Grookey,https://tcgplayer-cdn.tcgplayer.com/product/232346_200w.jpg,3,2781,https://cpt.tcgcsv.com/XXS2,2026-02-05T14:44:41.757,1,SV004/SV122,Shiny Holo Rare,Grass,60,Basic,,"[1] Fury Swipes (10x)
<br>Flip 3 coins. This attack does 10 damage for each heads.",Rx2,None,1,1.0,1.82,9.77,1.75,2.24,Holofoil,
232347,Thwackey,Thwackey,https://tcgplayer-cdn.tcgplayer.com/product/232347_200w.jpg,3,2781,https://cpt.tcgcsv.com/ZXS2,2026-02-16T18:16:31.92,1,SV005/SV122,Shiny Holo Rare,Grass,90,Basic,"<strong>Ability — Lay of the Land</strong>
<br>If you have a Stadium in play, this Pokemon has no Retreat Cost.",[G] Branch poke (20),Rx2,None,2,1.0,2.24,17.0,2.26,3.36,Holofoil,
232350,Rillaboom,Rillaboom,https://tcgplayer-cdn.tcgplayer.com/product/232350_200w.jpg,3,2781,https://cpt.tcgcsv.com/0ZS2,2026-02-16T18:16:23.993,1,SV006/SV122,Shiny Holo Rare,Grass,170,Stage 2,"<strong>Ability — Voltage Beat</strong>
<br>Once during your turn, you may search your deck for up to 2 Grass Energy cards and attach them to 1 of your Pokémon. Then, shuffle your deck.",[1GGG] Hammer In (140),Rx2,None,3,1.5,2.83,4321.0,2.58,3.48,Holofoil,
232351,Blipbug,Blipbug,https://tcgplayer-cdn.tcgplayer.com/product/232351_200w.jpg,3,2781,https://cpt.tcgcsv.com/2ZS2,2021-06-09T12:21:07.29,1,SV007/SV122,Shiny Holo Rare,Grass,50,Basic,,[G] Gnaw (20),Rx2,None,1,0.9,1.6,6.95,1.52,2.24,Holofoil,
232353,Dottler,Dottler,https://tcgplayer-cdn.tcgplayer.com/product/232353_200w.jpg,3,2781,https://cpt.tcgcsv.com/5ZS2,2021-02-19T05:03:14.033,1,SV008/SV122,Shiny Holo Rare,Grass,70,Stage 1,,"[1] Reflect
<br>During your opponent's next turn, this Pokémon takes 40 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Rx2,None,2,0.41,1.32,7.77,1.16,1.49,Holofoil,[1G] Ram (30)
232354,Orbeetle,Orbeetle,https://tcgplayer-cdn.tcgplayer.com/product/232354_200w.jpg,3,2781,https://cpt.tcgcsv.com/6ZS2,2021-06-15T12:16:50.397,1,SV009/SV122,Shiny Holo Rare,Grass,130,Stage 2,"<strong>Ability —Bug's Radar</strong>
<br>Once during your turn, you may look at the top 3 cards of your opponent's deck and put them back on top of their deck in any order.","[1G] Brain Wave (90+)
<br>This attack does 30 more damage for each Psychic Energy attached to this Pokémon.",Rx2,None,1,1.22,1.92,9.99,1.62,1.99,Holofoil,
232356,Gossifleur,Gossifleur,https://tcgplayer-cdn.tcgplayer.com/product/232356_200w.jpg,3,2781,https://cpt.tcgcsv.com/8ZS2,2021-09-21T09:36:38.477,1,SV010/SV122,Shiny Holo Rare,Grass,50,Basic,,"[1] Call for Family
<br>Search your deck for up to 3 Basic Pokémon and put them onto your Bench. Then, shuffle your deck.",Rx2,None,1,1.42,1.94,6.22,1.95,2.48,Holofoil,[G] Razor Leaf (10)
232357,Eldegoss,Eldegoss,https://tcgplayer-cdn.tcgplayer.com/product/232357_200w.jpg,3,2781,https://cpt.tcgcsv.com/9ZS2,2022-08-03T16:08:13.99,1,SV011/SV122,Shiny Holo Rare,Grass,80,Stage 1,,"[1] Fluffy Blessings
<br>Search your deck for up to 3 Grass Energy and attach them to your Pokémon in any way you like. Then, shuffle your deck.",Rx2,None,1,0.75,1.5,9.0,1.39,1.79,Holofoil,[G] Leafage (30)
232359,Applin,Applin,https://tcgplayer-cdn.tcgplayer.com/product/232359_200w.jpg,3,2781,https://cpt.tcgcsv.com/cZS2,2026-02-05T14:31:25.433,1,SV012/SV122,Shiny Holo Rare,Grass,40,Basic,,"[1] Withdraw 
<br>Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokemon by attacks.",Rx2,None,1,4.5,5.89,9.99,5.6,5.77,Holofoil,
232360,Flapple,Flapple,https://tcgplayer-cdn.tcgplayer.com/product/232360_200w.jpg,3,2781,https://cpt.tcgcsv.com/dZS2,2021-02-19T05:03:14.033,1,SV013/SV122,Shiny Holo Rare,Grass,80,Stage 1,"<strong>Ability — Apple Drop</strong>
<br>Once during your turn, you may put 2 damage counters on 1 of your opponent's Pokemon. If you placed any damage counters in this way, shuffle this Pokemon and all attached cards into your deck.","[2] Acid Spray (60)
<br>Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.",Rx2,None,1,2.25,3.09,96.95,3.04,9.99,Holofoil,
232361,Appletun,Appletun,https://tcgplayer-cdn.tcgplayer.com/product/232361_200w.jpg,3,2781,https://cpt.tcgcsv.com/fZS2,2026-01-14T16:23:47.047,1,SV014/SV122,Shiny Holo Rare,Grass,90,Stage 1,"<strong>Ability — Delicious Aroma</strong>
<br>Once during your turn, you may flip a coin. If heads, switch 1 of your opponent's Benched Basic Pokemon with their Active Pokemon.",[1G] Solar Beam (70),Rx2,None,3,3.0,4.57,14.0,4.57,,Holofoil,
232362,Scorbunny,Scorbunny,https://tcgplayer-cdn.tcgplayer.com/product/232362_200w.jpg,3,2781,https://cpt.tcgcsv.com/gZS2,2025-11-26T23:32:23.32,1,SV015/SV122,Shiny Holo Rare,Fire,60,Basic,,"[R] Ember (30)
<br>Discard an Energy from this Pokémon.",Wx2,None,1,1.19,2.74,13.5,2.77,4.99,Holofoil,
232363,Raboot,Raboot,https://tcgplayer-cdn.tcgplayer.com/product/232363_200w.jpg,3,2781,https://cpt.tcgcsv.com/hZS2,2026-02-05T14:48:51.317,1,SV016/SV122,Shiny Holo Rare,Fire,90,Stage 1,,"[R] Flame Charge (20)
<br>Search your deck for a Fire Energy card and attach it to this Pokémon. Then, shuffle your deck.",Wx2,None,1,3.41,4.71,19.95,4.17,6.99,Holofoil,[1RR] Magnum Kick (70)
232365,Cinderace,Cinderace,https://tcgplayer-cdn.tcgplayer.com/product/232365_200w.jpg,3,2781,https://cpt.tcgcsv.com/kZS2,2026-02-05T14:33:10.07,1,SV017/SV122,Shiny Holo Rare,Fire,170,Stage 2,"<strong>Ability — Libero</strong>
<br>Once during your turn, when this Pokémon moves from your Bench to the Active Spot, you may attach up to 2 Fire Energy cards from your discard pile to it.","[1RR] Flare Striker (190)
<br>Discard 2 Energy from this Pokémon.",Wx2,None,1,3.59,5.31,9.99,4.95,6.35,Holofoil,
232366,Sizzlipede,Sizzlipede,https://tcgplayer-cdn.tcgplayer.com/product/232366_200w.jpg,3,2781,https://cpt.tcgcsv.com/lZS2,2025-11-20T18:43:29.187,1,SV018/SV122,Shiny Holo Rare,Fire,70,Basic,,[1] Bite (10),Wx2,None,1,1.25,1.95,4.99,1.69,2.03,Holofoil,[2R] Combustion (50)
232368,Centiskorch,Centiskorch,https://tcgplayer-cdn.tcgplayer.com/product/232368_200w.jpg,3,2781,https://cpt.tcgcsv.com/nZS2,2022-12-08T22:10:37.36,1,SV019/SV122,Shiny Holo Rare,Fire,130,Stage 1,,"[R] Hundred Foot Flames
<br>For each [R] Energy attached to this Pokemon, discard the top card of your opponent's deck.",Wx2,None,3,1.45,2.0,9.0,1.94,2.49,Holofoil,"[3R] Searing Flame (110)
<br>Your opponent's Active Pokemon is now burned."
232369,Galarian Mr. Mime,Galarian Mr Mime,https://tcgplayer-cdn.tcgplayer.com/product/232369_200w.jpg,3,2781,https://cpt.tcgcsv.com/pZS2,2026-02-05T13:58:42.107,1,SV020/SV122,Shiny Holo Rare,Water,80,Basic,,"[W] Reflect
<br>During your opponent's next turn, this Pokémon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Mx2,None,1,1.0,1.71,9.99,1.63,1.96,Holofoil,[2] Icy Snow (30)
232370,Galarian Mr. Rime,Galarian Mr Rime,https://tcgplayer-cdn.tcgplayer.com/product/232370_200w.jpg,3,2781,https://cpt.tcgcsv.com/qZS2,2026-02-17T20:07:34.263,1,SV021/SV122,Shiny Holo Rare,Water,120,Stage 1,"<strong>Ability — Shuffle Dance</strong>
<br>Once during your turn, you may switch 1 of your opponent's face-down Prize cards with the top card of their deck.","[2W] Mad Party (20x)
<br>This attack does 20 damage times the number of Pokémon in your discard pile that have the Mad Party attack.",Mx2,None,2,0.45,1.1,9.99,1.08,0.99,Holofoil,
232371,Suicune,Suicune,https://tcgplayer-cdn.tcgplayer.com/product/232371_200w.jpg,3,2781,https://cpt.tcgcsv.com/rZS2,2022-05-13T16:00:22.333,1,SV022/SV122,Shiny Holo Rare,Water,120,Basic,,[W] Wave Splash (20),Lx2,None,1,10.0,12.2,59.99,12.2,13.99,Holofoil,"[1WW] Aurora Loop (130)
<br>Put 2 Water Energy attached to this Pokémon into your hand."
232373,Galarian Darumaka,Galarian Darumaka,https://tcgplayer-cdn.tcgplayer.com/product/232373_200w.jpg,3,2781,https://cpt.tcgcsv.com/tZS2,2021-11-18T16:20:12.88,1,SV023/SV122,Shiny Holo Rare,Water,80,Basic,,"[1W] Ice Punch (30)
<br>Flip a coin. If heads, your opponent’s Active Pokemon is now Paralyzed.",Mx2,None,2,1.25,1.98,4321.0,1.8,,Holofoil,
232374,Galarian Darmanitan,Galarian Darmanitan,https://tcgplayer-cdn.tcgplayer.com/product/232374_200w.jpg,3,2781,https://cpt.tcgcsv.com/vZS2,2021-02-19T05:03:14.033,1,SV024/SV122,Shiny Holo Rare,Water,140,Stage 1,,"[2W] Blizzard (80)
<br>This attack also does 10 damage to each of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Mx2,None,3,0.99,1.49,5.95,1.33,1.49,Holofoil,"[2WW] Crushing Headbutt (170)
<br>During your next turn, this Pokemon can't use Crushing Headbutt."
232375,Sobble,Sobble,https://tcgplayer-cdn.tcgplayer.com/product/232375_200w.jpg,3,2781,https://cpt.tcgcsv.com/wZS2,2022-07-15T06:49:07.74,1,SV025/SV122,Shiny Holo Rare,Water,60,Basic,,[W] Water Gun (20),Lx2,None,1,0.9,1.6,4321.0,1.39,96.95,Holofoil,
232377,Drizzile,Drizzile,https://tcgplayer-cdn.tcgplayer.com/product/232377_200w.jpg,3,2781,https://cpt.tcgcsv.com/zZS2,2026-02-05T13:57:07.04,1,SV026/SV122,Shiny Holo Rare,Water,90,Stage 1,"<strong>Ability — Shady Dealings</strong>
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may search your deck for a Trainer card, reveal it, and put it into your hand. Then, shuffle your deck.",[1W] Water Drip (30),Lx2,None,1,2.49,3.25,8.99,3.18,4.39,Holofoil,
232378,Inteleon,Inteleon,https://tcgplayer-cdn.tcgplayer.com/product/232378_200w.jpg,3,2781,https://cpt.tcgcsv.com/BZS2,2026-02-05T14:45:23.58,1,SV027/SV122,Shiny Holo Rare,Water,160,Stage 2,"<strong>Ability — Shady Dealings</strong>
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may search your deck for up to 2 Trainer cards, reveal them, and put them into your hand. Then, shuffle your deck.","[1W] Aqua Bullet (120)
<br>This attack also does 20 damage to 1 of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Lx2,None,1,2.81,4.48,19.95,4.15,6.47,Holofoil,
232379,Chewtle,Chewtle,https://tcgplayer-cdn.tcgplayer.com/product/232379_200w.jpg,3,2781,https://cpt.tcgcsv.com/CZS2,2025-11-26T23:30:10.593,1,SV028/SV122,Shiny Holo Rare,Water,80,Basic,,[2] Bite (30),Lx2,None,2,1.41,1.99,8.99,1.68,1.5,Holofoil,[2W] Water Gun (50)
232382,Drednaw,Drednaw,https://tcgplayer-cdn.tcgplayer.com/product/232382_200w.jpg,3,2781,https://cpt.tcgcsv.com/GZS2,2025-12-09T00:02:35.873,1,SV029/SV122,Shiny Holo Rare,Water,130,Stage 1,,"[2W] Vise Bite (60+)
<br>This attack does 30 more damage for each   in your opponent's Active Pokemon's Retreat Cost.",Lx2,None,3,0.99,1.67,5.95,1.65,2.01,Holofoil,"[3W] Jaw Lock (130)
<br>The Defending Pokemon can't retreat during your opponent's next turn."
232383,Cramorant,Cramorant,https://tcgplayer-cdn.tcgplayer.com/product/232383_200w.jpg,3,2781,https://cpt.tcgcsv.com/HZS2,2026-02-16T15:13:37.583,1,SV030/SV122,Shiny Holo Rare,Water,110,Basic,,"[W] Dive (20)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to this Pokemon.",Lx2,F-30,1,0.68,1.09,12.99,1.0,,Holofoil,"[3] Hydro Pump (50+)
<br>This attack does 20 more damage for each Water Energy attached to this Pokemon."
232384,Arrokuda,Arrokuda,https://tcgplayer-cdn.tcgplayer.com/product/232384_200w.jpg,3,2781,https://cpt.tcgcsv.com/JZS2,2021-02-19T05:03:14.033,1,SV031/SV122,Shiny Holo Rare,Water,60,Basic,,[W] Rain Splash (20),Lx2,F-30,1,0.5,1.5,9.99,1.41,1.4,Holofoil,
232385,Barraskewda,Barraskewda,https://tcgplayer-cdn.tcgplayer.com/product/232385_200w.jpg,3,2781,https://cpt.tcgcsv.com/KZS2,2021-02-19T05:03:14.033,1,SV032/SV122,Shiny Holo Rare,Water,120,Stage 1,,[1] Peck (30),Lx2,F-30,1,0.85,1.55,7.99,1.47,1.99,Holofoil,"[W] Spiral Jet (130)
<br>Discard 2 Water Energy from your hand. If you don't, this attack does nothing."
232387,Snom,Snom,https://tcgplayer-cdn.tcgplayer.com/product/232387_200w.jpg,3,2781,https://cpt.tcgcsv.com/MZS2,2025-11-26T23:33:11.323,1,SV033/SV122,Shiny Holo Rare,Water,50,Basic,,"[W] Call for Family
<br> Search your deck for a Basic Pokemon and put it onto your Bench. Then, Shuffle your deck.",Mx2,None,2,1.75,2.43,6.25,2.5,,Holofoil,
232388,Frosmoth,Frosmoth,https://tcgplayer-cdn.tcgplayer.com/product/232388_200w.jpg,3,2781,https://cpt.tcgcsv.com/NZS2,2026-02-05T14:38:48.117,1,SV034/SV122,Shiny Holo Rare,Water,90,Stage 1,"<strong>Ability — Icy Snow Dance</strong>
<br>As often as you like during your turn, you may attach a Water Energy card from your hand to 1 of your Benched Water Pokemon.",[1W] Aurora Beam (30),Mx2,None,2,1.6,3.0,19.99,3.0,4.49,Holofoil,
232390,Eiscue,Eiscue,https://tcgplayer-cdn.tcgplayer.com/product/232390_200w.jpg,3,2781,https://cpt.tcgcsv.com/QZS2,2026-02-05T14:36:18.263,1,SV035/SV122,Shiny Holo Rare,Water,120,Basic,"<strong>Ability — Ice Face</strong>
<br>If this Pokemon has full HP, it takes 60 less damage from your opponent's attacks <em>(after applying Weakness and Resistance)</em>.","[2W] Blizzard (70)
<br>This attack also does 10 damage to each of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Mx2,None,2,1.75,3.27,21.97,3.44,,Holofoil,
232391,Dracovish,Dracovish,https://tcgplayer-cdn.tcgplayer.com/product/232391_200w.jpg,3,2781,https://cpt.tcgcsv.com/RZS2,2026-02-05T14:35:02.9,1,SV036/SV122,Shiny Holo Rare,Water,150,Stage 1,"<strong>Ability — Primal Law</strong>
<br>As long as this Pokémon is in the Active Spot, your opponent can't play any Pokémon from their hand to evolve their Pokémon.",[2W] Hammer In (120),Lx2,None,3,1.75,2.95,5.34,2.88,3.0,Holofoil,
232393,Rotom,Rotom,https://tcgplayer-cdn.tcgplayer.com/product/232393_200w.jpg,3,2781,https://cpt.tcgcsv.com/TZS2,2026-02-05T14:50:34.663,1,SV038/SV122,Shiny Holo Rare,Lightning,80,Basic,"<strong>Ability — Roto Choice</strong>
<br>When you play this Pokémon from your hand onto your Bench during your turn, you may search your deck for up to 2 Item cards that have the word ""Rotom"" in their name, reveal them, and put them into your hand. Then, shuffle your deck.","[1L] Thunder Shock (30)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Fx2,None,1,2.5,4.32,8.0,4.54,5.99,Holofoil,
232395,Yamper,Yamper,https://tcgplayer-cdn.tcgplayer.com/product/232395_200w.jpg,3,2781,https://cpt.tcgcsv.com/WZS2,2026-02-05T14:51:55.963,1,SV039/SV122,Shiny Holo Rare,Lightning,70,Basic,,"[1] Roar
<br>Your opponent switches their Active Pokemon with 1 of their Benched Pokemon.",Fx2,None,1,6.99,9.78,4321.0,8.81,,Holofoil,[L] Static Shock (10)
232397,Boltund,Boltund,https://tcgplayer-cdn.tcgplayer.com/product/232397_200w.jpg,3,2781,https://cpt.tcgcsv.com/ZZS2,2025-11-20T18:41:57.797,1,SV040/SV122,Shiny Holo Rare,Lightning,130,Stage 1,,"[2] Big Bite (50)
<br>The Defending Pokemon can't retreat during your opponent's next turn.",Fx2,None,1,1.0,2.16,15.99,2.09,2.51,Holofoil,"[2L] Fighter Fang (90+)
<br>If your opponent's Active Pokemon is a Pokemon V or Pokemon GX, this attack does 90 more damage."
232399,Toxel,Toxel,https://tcgplayer-cdn.tcgplayer.com/product/232399_200w.jpg,3,2781,https://cpt.tcgcsv.com/_ZS2,2026-02-05T14:50:59.887,1,SV041/SV122,Shiny Holo Rare,Lightning,70,Basic,,[1] Slap (10),Fx2,None,2,2.12,3.2,10.99,3.55,6.0,Holofoil,[1L] Static Shock (20)
232400,Toxtricity,Toxtricity,https://tcgplayer-cdn.tcgplayer.com/product/232400_200w.jpg,3,2781,https://cpt.tcgcsv.com/0-S2,2023-03-05T17:34:53.65,1,SV042/SV122,Shiny Holo Rare,Lightning,120,Stage 1,,"[2] Risk Taker
<br>Flip a coin. If heads, discard the top 5 cards of your opponent's deck. If tails, discard the top 5 cards of your deck.",Fx2,None,2,0.5,1.5,26.02,1.29,1.79,Holofoil,"[1LL] Thunder Jolt (160)
<br>This Pokémon does 30 damage to itself."
232401,Pincurchin,Pincurchin,https://tcgplayer-cdn.tcgplayer.com/product/232401_200w.jpg,3,2781,https://cpt.tcgcsv.com/2-S2,2026-02-05T14:48:33.57,1,SV043/SV122,Shiny Holo Rare,Lightning,80,Basic,,"[LL] Sparking Needle (30x)
<br>Flip 4 coins. This attack does 30 damage for each heads. If at least 2 of them are heads, your opponent's Active Pokemon is now Paralyzed.",Fx2,None,2,0.7,2.0,9.99,1.89,2.5,Holofoil,
232403,Morpeko,Morpeko,https://tcgplayer-cdn.tcgplayer.com/product/232403_200w.jpg,3,2781,https://cpt.tcgcsv.com/5-S2,2021-06-15T12:15:58.373,1,SV044/SV122,Shiny Holo Rare,Lightning,80,Basic,,"[1] Torment (20)
<br>Choose 1 of your opponent’s Active Pokemon’s attacks. The Defending Pokemon can’t use that attack during your opponent’s next turn.",Fx2,None,1,5.0,7.5,96.94,7.33,96.94,Holofoil,"[1L] Spark (50)
<br>This attack does 20 damage to 1 of your opponent’s Benched Pokemon.<em> (Don’t apply Weakness and Resistance for Benched Pokemon.)</em>"
232404,Dracozolt,Dracozolt,https://tcgplayer-cdn.tcgplayer.com/product/232404_200w.jpg,3,2781,https://cpt.tcgcsv.com/6-S2,2022-06-02T19:44:26.377,1,SV045/SV122,Shiny Holo Rare,Lightning,160,Stage 1,,"[L] Boosted Current (30)
<Br>During your next turn, this Pokémon's Boosted Current attack does 90 more damage <em>(before applying Weakness and Resistance)</em>.",Fx2,None,4,1.55,2.39,8.99,2.18,3.99,Holofoil,"[4] Giga Impact (200)
<br>During your next turn, this Pokémon can't attack."
