productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText
83583,Arcanine,Arcanine,https://tcgplayer-cdn.tcgplayer.com/product/83583_200w.jpg,3,1542,https://cpt.tcgcsv.com/HrH,2024-05-03T19:30:23.18,1,1/12,Common,Fire,90,Stage 1,[R] Flare (20),"[3R] Heat Tackle (70) 
<br>Arcanine does 10 damage to itself.",W,None,2,2.21,5.75,10.0,6.08,,Normal,
83786,Beldum,Beldum,https://tcgplayer-cdn.tcgplayer.com/product/83786_200w.jpg,3,1542,https://cpt.tcgcsv.com/LwH,2024-05-03T19:34:04.067,1,1/12,Common,Psychic,50,Basic,"[1] Call for Family
<br>Search your deck for a Basic Pokemon and put it onto your Bench.  Shuffle your deck afterward.",[P] Metal Ball - Put 1 damage counter on the Defending Pokemon.,P,None,1,0.1,0.41,5.0,0.46,,Normal,
84155,Celio's Network,Celios Network,https://tcgplayer-cdn.tcgplayer.com/product/84155_200w.jpg,3,1542,https://cpt.tcgcsv.com/7HH,2024-05-03T19:39:17.577,1,8/12,Common,Supporter,,,,,,,,0.25,0.5,1.8,0.51,,Normal,"You can play only one supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.
<br>
<br>Search your deck for a Basic Pokemon or Evolution card (excluding Pokemon-ex), show it to your opponent, and put it into your hand.  Shuffle your deck afterward."
84212,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/84212_200w.jpg,3,1542,https://cpt.tcgcsv.com/gJH,2024-05-03T19:34:37.383,1,2/12,Common,Fire,50,Basic,[1] Headbutt (10),[2] Slash (20),W,None,1,0.45,0.9,2.0,0.95,,Normal,
84228,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/84228_200w.jpg,3,1542,https://cpt.tcgcsv.com/BJH,2024-05-03T19:37:52.59,1,3/12,Common,Fire,70,Stage 1,[1R] Flare (30),"[2R] Damage Burn (40+) 
<br>If the Defending Pokemon already has any damage counters on it, this attack does 40 damage plus 20 more damage.",W,None,1,0.71,1.01,2.85,1.36,,Normal,
85136,Electrike,Electrike,https://tcgplayer-cdn.tcgplayer.com/product/85136_200w.jpg,3,1542,https://cpt.tcgcsv.com/L3J,2024-05-03T19:34:44.447,1,2/12,Common,Lightning,50,Basic,"[L] Recharge 
<br>Search your deck for a Lightning Energy card and attach it to Electrike.  Shuffle your deck afterward.","[2] Quick Attack (10+) 
<br>Flip a coin.  If heads, this attack does 10 damage plus 20 more damage.",F,None,1,0.1,0.29,5.0,0.25,,Normal,
85242,Energy Search (Plusle),Energy Search Plusle,https://tcgplayer-cdn.tcgplayer.com/product/85242_200w.jpg,3,1542,https://cpt.tcgcsv.com/S6J,2024-05-03T19:39:06.327,1,8/12,Common,Trainer,,,,,,,,0.04,0.35,1.0,0.37,,Normal,"Search your deck for a basic Energy card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward."
85243,Energy Search (Minun),Energy Search Minun,https://tcgplayer-cdn.tcgplayer.com/product/85243_200w.jpg,3,1542,https://cpt.tcgcsv.com/T6J,2024-05-03T19:38:39.017,1,9/12,Common,Item,,,,,,,,0.1,0.33,1.0,0.33,,Normal,"Search your deck for a basic Energy card, show it to your opponent, and put it into your hand.  Shuffle your deck afterward."
85460,Fire Energy,Fire Energy,https://tcgplayer-cdn.tcgplayer.com/product/85460_200w.jpg,3,1542,https://cpt.tcgcsv.com/dcJ,2022-12-01T21:14:06.737,1,11/12,Common,Basic Fire Energy,,,,,,,,0.1,0.35,4.19,0.35,,Normal,
85956,Growlithe,Growlithe,https://tcgplayer-cdn.tcgplayer.com/product/85956_200w.jpg,3,1542,https://cpt.tcgcsv.com/8pJ,2024-05-03T19:42:49.017,1,4/12,Common,Fire,60,Basic,[1] Bite (10),[2R] Flame Tail (40),W,None,2,0.24,0.55,1.49,0.65,,Normal,
