productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extCardText,extAttack1,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extHP,extStage,extWeakness,extResistance,extRetreatCost,extAttack2,extAttack3,extAttack4
83553,Ancient Technical Machine [Ice],Ancient Technical Machine Ice,https://tcgplayer-cdn.tcgplayer.com/product/83553_200w.jpg,3,1416,https://cpt.tcgcsv.com/5rH,2024-03-08T16:28:52.41,1,84/101,Uncommon,Item,"Attach this card to 1 of your Evolved Pokemon (excluding Pokemon-ex and Pokemon that has an owner in its name) in play.  That Pokemon may use this card's attack instead of its own.  At the end of your turn, discard Ancient Technical Machine [Ice].","[1] Ice Generator 
<br>Discard all of your opponent's Trainer cards in play.  If you do, prevent all effects, including damage, done to the Pokemon using this attack during your opponent's next turn.",0.4,0.63,1.74,0.81,,Normal,,,,,,,,
83553,Ancient Technical Machine [Ice],Ancient Technical Machine Ice,https://tcgplayer-cdn.tcgplayer.com/product/83553_200w.jpg,3,1416,https://cpt.tcgcsv.com/5rH,2024-03-08T16:28:52.41,1,84/101,Uncommon,Item,"Attach this card to 1 of your Evolved Pokemon (excluding Pokemon-ex and Pokemon that has an owner in its name) in play.  That Pokemon may use this card's attack instead of its own.  At the end of your turn, discard Ancient Technical Machine [Ice].","[1] Ice Generator 
<br>Discard all of your opponent's Trainer cards in play.  If you do, prevent all effects, including damage, done to the Pokemon using this attack during your opponent's next turn.",0.99,1.73,5.0,1.68,1.36,Reverse Holofoil,,,,,,,,
83554,Ancient Technical Machine [Rock],Ancient Technical Machine Rock,https://tcgplayer-cdn.tcgplayer.com/product/83554_200w.jpg,3,1416,https://cpt.tcgcsv.com/6rH,2024-03-08T16:28:43.607,1,85/101,Uncommon,Item,"<em>Attach this card to 1 of your Evolved Pokemon (excluding Pokemon-ex and Pokemon that has an owner in its name) in play.  That Pokemon may use this card's attack instead of its own.  At the end of your turn, discard Ancient Technical Machine [Rock].</em>","[1] Stone Generator 
<br> If your opponent has any Evolved Pokemon in play, remove the highest Stage Evolution card from each of them and put those cards back into his or her hand.",1.2,2.24,7.97,2.22,,Normal,,,,,,,,
83554,Ancient Technical Machine [Rock],Ancient Technical Machine Rock,https://tcgplayer-cdn.tcgplayer.com/product/83554_200w.jpg,3,1416,https://cpt.tcgcsv.com/6rH,2024-03-08T16:28:43.607,1,85/101,Uncommon,Item,"<em>Attach this card to 1 of your Evolved Pokemon (excluding Pokemon-ex and Pokemon that has an owner in its name) in play.  That Pokemon may use this card's attack instead of its own.  At the end of your turn, discard Ancient Technical Machine [Rock].</em>","[1] Stone Generator 
<br> If your opponent has any Evolved Pokemon in play, remove the highest Stage Evolution card from each of them and put those cards back into his or her hand.",1.95,3.4,10.44,2.75,2.73,Reverse Holofoil,,,,,,,,
83555,Ancient Technical Machine [Steel],Ancient Technical Machine Steel,https://tcgplayer-cdn.tcgplayer.com/product/83555_200w.jpg,3,1416,https://cpt.tcgcsv.com/7rH,2024-03-08T16:28:34.877,1,86/101,Uncommon,Item,"Attach this card to 1 of your Evolved Pokemon (excluding Pokemon-ex and Pokemon that has an owner in its name) in play.  That Pokemon may use this card's attack instead of its own.  At the end of your turn, discard Ancient Technical Machine [Steel].","[2] Steel Generator 
<br> If the Defending Pokemon has a Poke-Power or Poke-Body, choose up to 2 basic Energy cards attached to 1 of your opponent's Pokemon and attach them to the Defending Pokemon.",0.28,0.54,1.97,0.54,,Normal,,,,,,,,
83555,Ancient Technical Machine [Steel],Ancient Technical Machine Steel,https://tcgplayer-cdn.tcgplayer.com/product/83555_200w.jpg,3,1416,https://cpt.tcgcsv.com/7rH,2024-03-08T16:28:34.877,1,86/101,Uncommon,Item,"Attach this card to 1 of your Evolved Pokemon (excluding Pokemon-ex and Pokemon that has an owner in its name) in play.  That Pokemon may use this card's attack instead of its own.  At the end of your turn, discard Ancient Technical Machine [Steel].","[2] Steel Generator 
<br> If the Defending Pokemon has a Poke-Power or Poke-Body, choose up to 2 basic Energy cards attached to 1 of your opponent's Pokemon and attach them to the Defending Pokemon.",0.75,1.39,5.93,1.25,,Reverse Holofoil,,,,,,,,
83556,Ancient Tomb,Ancient Tomb,https://tcgplayer-cdn.tcgplayer.com/product/83556_200w.jpg,3,1416,https://cpt.tcgcsv.com/8rH,2024-03-08T16:28:24.713,1,87/101,Uncommon,Stadium,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.
<br>
<br>Don't apply Weakness for all Pokemon in play <em>(excluding Pokemon-ex and Pokemon that has an owner in its name).</em>",,1.37,2.49,6.95,1.61,,Normal,,,,,,,,
83556,Ancient Tomb,Ancient Tomb,https://tcgplayer-cdn.tcgplayer.com/product/83556_200w.jpg,3,1416,https://cpt.tcgcsv.com/8rH,2024-03-08T16:28:24.713,1,87/101,Uncommon,Stadium,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.
<br>
<br>Don't apply Weakness for all Pokemon in play <em>(excluding Pokemon-ex and Pokemon that has an owner in its name).</em>",,3.26,6.01,9.95,3.36,,Reverse Holofoil,,,,,,,,
83710,Baltoy - 52/101,Baltoy 52 101,https://tcgplayer-cdn.tcgplayer.com/product/83710_200w.jpg,3,1416,https://cpt.tcgcsv.com/dvH,2024-03-07T16:37:08.643,1,52/101,Common,Psychic,,"[P] Psyshock (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",0.19,0.34,2.72,0.35,,Normal,50,Basic,P,None,1,,,
83710,Baltoy - 52/101,Baltoy 52 101,https://tcgplayer-cdn.tcgplayer.com/product/83710_200w.jpg,3,1416,https://cpt.tcgcsv.com/dvH,2024-03-07T16:37:08.643,1,52/101,Common,Psychic,,"[P] Psyshock (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",3.63,4.49,6.0,4.49,,Reverse Holofoil,50,Basic,P,None,1,,,
83711,Baltoy - 53/101,Baltoy 53 101,https://tcgplayer-cdn.tcgplayer.com/product/83711_200w.jpg,3,1416,https://cpt.tcgcsv.com/fvH,2025-11-21T19:21:18.163,1,53/101,Common,Fighting,,[1] Headbutt (10),0.19,0.35,20.4,0.4,0.27,Normal,50,Basic,W,None,1,[2] Mud Slap (20),,
83711,Baltoy - 53/101,Baltoy 53 101,https://tcgplayer-cdn.tcgplayer.com/product/83711_200w.jpg,3,1416,https://cpt.tcgcsv.com/fvH,2025-11-21T19:21:18.163,1,53/101,Common,Fighting,,[1] Headbutt (10),2.72,5.97,7.99,3.4,,Reverse Holofoil,50,Basic,W,None,1,[2] Mud Slap (20),,
83719,Banette,Banette,https://tcgplayer-cdn.tcgplayer.com/product/83719_200w.jpg,3,1416,https://cpt.tcgcsv.com/pvH,2024-03-06T20:23:51.33,1,1/101,Holo Rare,Psychic,,"[P] Shadow Steal (10+) 
<br>Does 10 damage plus 20 more damage for each Special Energy card in your opponent's discard pile.",59.99,59.99,59.99,27.76,,Holofoil,70,Stage 1,D,None,1,"[1P] Darkness Chant
<br>Count the number of Basic Pokemon or Evolution cards in your discard pile.  Put that many damage counters on the Defending Pokemon.  You can't put more than 6 damage counters on the Defending Pokemon in this way.",,
83719,Banette,Banette,https://tcgplayer-cdn.tcgplayer.com/product/83719_200w.jpg,3,1416,https://cpt.tcgcsv.com/pvH,2024-03-06T20:23:51.33,1,1/101,Holo Rare,Psychic,,"[P] Shadow Steal (10+) 
<br>Does 10 damage plus 20 more damage for each Special Energy card in your opponent's discard pile.",29.99,40.0,50.0,16.7,,Reverse Holofoil,70,Stage 1,D,None,1,"[1P] Darkness Chant
<br>Count the number of Basic Pokemon or Evolution cards in your discard pile.  Put that many damage counters on the Defending Pokemon.  You can't put more than 6 damage counters on the Defending Pokemon in this way.",,
83781,Beldum - 28/101,Beldum 28 101,https://tcgplayer-cdn.tcgplayer.com/product/83781_200w.jpg,3,1416,https://cpt.tcgcsv.com/FwH,2024-03-07T15:18:32.743,1,28/101,Uncommon,Metal,"<b>Poke-BODY</b> Levitate  
<br>If Beldum has any Energy attached to it, Beldum's Retreat Cost is 0.",[1] Tackle (10),0.49,0.67,20.8,0.79,,Normal,50,Basic,R,G,2,,,
83781,Beldum - 28/101,Beldum 28 101,https://tcgplayer-cdn.tcgplayer.com/product/83781_200w.jpg,3,1416,https://cpt.tcgcsv.com/FwH,2024-03-07T15:18:32.743,1,28/101,Uncommon,Metal,"<b>Poke-BODY</b> Levitate  
<br>If Beldum has any Energy attached to it, Beldum's Retreat Cost is 0.",[1] Tackle (10),1.81,5.0,11.76,7.99,,Reverse Holofoil,50,Basic,R,G,2,,,
