productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extResistance,extCardText
94134,Venonat,Venonat,https://tcgplayer-cdn.tcgplayer.com/product/94134_200w.jpg,3,1494,https://cpt.tcgcsv.com/JGM,2025-02-05T21:17:38.283,1,1/119,Common,Grass,60,Basic,"[1G] Stun Spore (20)
Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Rx2,1,0.02,0.2,4.0,0.18,,Normal,,,
94134,Venonat,Venonat,https://tcgplayer-cdn.tcgplayer.com/product/94134_200w.jpg,3,1494,https://cpt.tcgcsv.com/JGM,2025-02-05T21:17:38.283,1,1/119,Common,Grass,60,Basic,"[1G] Stun Spore (20)
Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Rx2,1,0.08,0.43,2.0,0.42,,Reverse Holofoil,,,
94135,Venomoth,Venomoth,https://tcgplayer-cdn.tcgplayer.com/product/94135_200w.jpg,3,1494,https://cpt.tcgcsv.com/KGM,2025-12-03T01:43:08.367,1,2/119,Rare,Grass,90,Stage 1,"[G] Dizzying Wind
Whenever your opponent plays a Trainer card from his or her hand during his or her next turn, your opponent flips a coin. If tails, that card has no effect. (Your opponent still discards that card.)",Rx2,1,0.25,0.59,19.5,0.67,0.69,Normal,"[2G] Noxious Scales (50)
Your opponent's Active Pokémon is now Confused and Poisoned.",,
94135,Venomoth,Venomoth,https://tcgplayer-cdn.tcgplayer.com/product/94135_200w.jpg,3,1494,https://cpt.tcgcsv.com/KGM,2025-12-03T01:43:08.367,1,2/119,Rare,Grass,90,Stage 1,"[G] Dizzying Wind
Whenever your opponent plays a Trainer card from his or her hand during his or her next turn, your opponent flips a coin. If tails, that card has no effect. (Your opponent still discards that card.)",Rx2,1,0.27,0.98,5.0,0.98,,Reverse Holofoil,"[2G] Noxious Scales (50)
Your opponent's Active Pokémon is now Confused and Poisoned.",,
94136,Yanma,Yanma,https://tcgplayer-cdn.tcgplayer.com/product/94136_200w.jpg,3,1494,https://cpt.tcgcsv.com/LGM,2022-12-22T20:24:44.26,1,3/119,Common,Grass,70,Basic,"[2] Air Slash (30)
Discard an Energy attached to this Pokémon.",Lx2,1,0.02,0.2,4.0,0.15,,Normal,,F-20,
94136,Yanma,Yanma,https://tcgplayer-cdn.tcgplayer.com/product/94136_200w.jpg,3,1494,https://cpt.tcgcsv.com/LGM,2022-12-22T20:24:44.26,1,3/119,Common,Grass,70,Basic,"[2] Air Slash (30)
Discard an Energy attached to this Pokémon.",Lx2,1,0.2,0.4,2.95,0.44,,Reverse Holofoil,,F-20,
94137,Yanmega,Yanmega,https://tcgplayer-cdn.tcgplayer.com/product/94137_200w.jpg,3,1494,https://cpt.tcgcsv.com/MGM,2022-12-22T20:24:53.847,1,4/119,Rare,Grass,110,Stage 1,"[G] Windfall
Shuffle your hand into your deck. Then, draw 6 cards.",Lx2,,0.06,0.35,19.5,0.4,0.2,Normal,"[3] Surprise Strike (50+)
If this Pokémon was on the Bench and became your Active Pokémon this turn, this attack does 50 more damage.",F-20,
94137,Yanmega,Yanmega,https://tcgplayer-cdn.tcgplayer.com/product/94137_200w.jpg,3,1494,https://cpt.tcgcsv.com/MGM,2022-12-22T20:24:53.847,1,4/119,Rare,Grass,110,Stage 1,"[G] Windfall
Shuffle your hand into your deck. Then, draw 6 cards.",Lx2,,0.02,0.5,3.99,0.39,0.32,Reverse Holofoil,"[3] Surprise Strike (50+)
If this Pokémon was on the Bench and became your Active Pokémon this turn, this attack does 50 more damage.",F-20,
94138,Sewaddle,Sewaddle,https://tcgplayer-cdn.tcgplayer.com/product/94138_200w.jpg,3,1494,https://cpt.tcgcsv.com/NGM,2022-12-22T20:25:03.25,1,5/119,Common,Grass,50,Basic,"[G] Nap
Heal 20 damage from this Pokémon.",Rx2,1,0.04,0.24,4.0,0.24,,Normal,[1G] Bug Bite (20),,
94138,Sewaddle,Sewaddle,https://tcgplayer-cdn.tcgplayer.com/product/94138_200w.jpg,3,1494,https://cpt.tcgcsv.com/NGM,2022-12-22T20:25:03.25,1,5/119,Common,Grass,50,Basic,"[G] Nap
Heal 20 damage from this Pokémon.",Rx2,1,0.2,0.4,3.99,0.43,,Reverse Holofoil,[1G] Bug Bite (20),,
