productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2,extAttack3,extUPC
145847,Shining Legends Elite Trainer Box,Shining Legends Elite Trainer Box,https://tcgplayer-cdn.tcgplayer.com/product/145847_200w.jpg,3,2054,https://cpt.tcgcsv.com/Zlb2,2017-09-20T17:36:37.09,1,"Inside this Shining Legends Elite Trainer Box, you'll find:
<br>• 10 Shining Legends booster packs
<br>• 1 foil promo card featuring Shining Ho-Oh
<br>• 65 card sleeves featuring Ho-Oh
<br>• 45 Energy cards
<br>• 1 player's guide to the Shining Legends expansion
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 acrylic condition markers and 1 acrylic GX marker
<br>• Product can also be used as a collector's box to hold everything, with 4 dividers to keep it organized
<br>• 1 code card for the Pokémon Trading Card Game Online",829.99,849.48,1500.0,806.09,,Normal,,,,,,,,,,,,
145848,Shining Legends Pin Collection: Mewtwo,Shining Legends Pin Collection Mewtwo,https://tcgplayer-cdn.tcgplayer.com/product/145848_200w.jpg,3,2054,https://cpt.tcgcsv.com/-lb2,2018-02-22T19:10:53.727,1,"Each Shining Legends Pin Collection [Mewtwo] contains:
<br>• 1 Promo card of Mewtwo
<br>• 1 Collector's pin of Mewtwo
<br>• 3 Shining Legends Booster Packs
<br>• 1 code card for the Pokémon Trading Card Game Online",364.99,364.99,364.99,361.95,,Normal,,,,,,,,,,,,
145849,Shining Legends Pin Collection: Pikachu,Shining Legends Pin Collection Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/145849_200w.jpg,3,2054,https://cpt.tcgcsv.com/_lb2,2018-02-22T19:10:59.697,1,"Each Shining Legends Pin Collection [Pikachu] contains:
<br>• 1 Promo card of Pikachu
<br>• 1 Collector's pin of Pikachu
<br>• 3 Shining Legends Booster Packs
<br>• 1 code card for the Pokémon Trading Card Game Online",276.02,314.0,1000.0,261.24,,Normal,,,,,,,,,,,,
146653,Bulbasaur,Bulbasaur,https://tcgplayer-cdn.tcgplayer.com/product/146653_200w.jpg,3,2054,https://cpt.tcgcsv.com/5Hb2,2023-10-11T07:50:18.71,1,,0.11,0.41,999.99,0.46,0.48,Normal,1/73,Common,Grass,70,Basic,[1G] Razor Leaf (30),Rx2,None,2,,,
146653,Bulbasaur,Bulbasaur,https://tcgplayer-cdn.tcgplayer.com/product/146653_200w.jpg,3,2054,https://cpt.tcgcsv.com/5Hb2,2023-10-11T07:50:18.71,1,,0.9,1.23,4.95,1.16,,Reverse Holofoil,1/73,Common,Grass,70,Basic,[1G] Razor Leaf (30),Rx2,None,2,,,
146654,Ivysaur,Ivysaur,https://tcgplayer-cdn.tcgplayer.com/product/146654_200w.jpg,3,2054,https://cpt.tcgcsv.com/6Hb2,2025-02-05T21:25:23.163,1,,0.07,0.33,2.99,0.34,,Normal,2/73,Common,Grass,100,Stage 1,[1G] Razor Leaf (30),Rx2,None,4,"[2GG] Toxic Whip (50)
<br>Your opponent's Active Pokemon is now Confused and Poisoned.",,
146654,Ivysaur,Ivysaur,https://tcgplayer-cdn.tcgplayer.com/product/146654_200w.jpg,3,2054,https://cpt.tcgcsv.com/6Hb2,2025-02-05T21:25:23.163,1,,0.35,0.89,4.74,0.83,,Reverse Holofoil,2/73,Common,Grass,100,Stage 1,[1G] Razor Leaf (30),Rx2,None,4,"[2GG] Toxic Whip (50)
<br>Your opponent's Active Pokemon is now Confused and Poisoned.",,
146655,Venusaur,Venusaur,https://tcgplayer-cdn.tcgplayer.com/product/146655_200w.jpg,3,2054,https://cpt.tcgcsv.com/7Hb2,2025-11-21T03:55:08.787,1,"<strong>Ability — Jungle Totem</strong>
<br>Each basic G Energy attached to your Pokemon provides GG Energy. You can't apply more than 1 Jungle Totem Ability at a time.",0.1,1.09,75.0,1.07,1.66,Normal,3/73,Uncommon,Grass,160,Stage 2,[2GG] Solar Beam (90),Rx2,None,4,,,
146655,Venusaur,Venusaur,https://tcgplayer-cdn.tcgplayer.com/product/146655_200w.jpg,3,2054,https://cpt.tcgcsv.com/7Hb2,2025-11-21T03:55:08.787,1,"<strong>Ability — Jungle Totem</strong>
<br>Each basic G Energy attached to your Pokemon provides GG Energy. You can't apply more than 1 Jungle Totem Ability at a time.",1.0,2.27,5.99,2.16,,Reverse Holofoil,3/73,Uncommon,Grass,160,Stage 2,[2GG] Solar Beam (90),Rx2,None,4,,,
146656,Shroomish,Shroomish,https://tcgplayer-cdn.tcgplayer.com/product/146656_200w.jpg,3,2054,https://cpt.tcgcsv.com/8Hb2,2025-02-05T21:25:23.22,1,,0.03,0.18,1.5,0.17,,Normal,4/73,Common,Grass,60,Basic,"[2] Absorb (20)
<br>Heal 20 damage from this Pokemon.",Rx2,None,1,,,
146656,Shroomish,Shroomish,https://tcgplayer-cdn.tcgplayer.com/product/146656_200w.jpg,3,2054,https://cpt.tcgcsv.com/8Hb2,2025-02-05T21:25:23.22,1,,0.14,0.35,1.5,0.37,,Reverse Holofoil,4/73,Common,Grass,60,Basic,"[2] Absorb (20)
<br>Heal 20 damage from this Pokemon.",Rx2,None,1,,,
146657,Breloom,Breloom,https://tcgplayer-cdn.tcgplayer.com/product/146657_200w.jpg,3,2054,https://cpt.tcgcsv.com/9Hb2,2025-11-21T03:51:29.51,1,,0.03,0.22,2.19,0.25,,Normal,5/73,Common,Grass,110,Stage 1,"[G] Hibernation Spore
<br>Your opponent's Active Pokemon is now Asleep. Your opponent flips 2 coins instead of 1 between turns. If either of them is tails, that Pokemon is still Asleep.",Rx2,None,2,[3] Magnum Punch (80),,
146657,Breloom,Breloom,https://tcgplayer-cdn.tcgplayer.com/product/146657_200w.jpg,3,2054,https://cpt.tcgcsv.com/9Hb2,2025-11-21T03:51:29.51,1,,0.21,0.4,2.0,0.37,,Reverse Holofoil,5/73,Common,Grass,110,Stage 1,"[G] Hibernation Spore
<br>Your opponent's Active Pokemon is now Asleep. Your opponent flips 2 coins instead of 1 between turns. If either of them is tails, that Pokemon is still Asleep.",Rx2,None,2,[3] Magnum Punch (80),,
146658,Carnivine,Carnivine,https://tcgplayer-cdn.tcgplayer.com/product/146658_200w.jpg,3,2054,https://cpt.tcgcsv.com/bHb2,2025-02-05T21:25:23.263,1,,0.05,0.25,1.49,0.28,,Normal,6/73,Uncommon,Grass,100,Basic,"[G] Flick Poison
<br>Switch 1 of your opponent's Benched Pokemon with their Active Pokemon. The new Active Pokemon is now Poisoned.",Rx2,None,2,"[1G] Crunch (30)
<br> Discard an Energy from your opponent's Active Pokemon.",,
146658,Carnivine,Carnivine,https://tcgplayer-cdn.tcgplayer.com/product/146658_200w.jpg,3,2054,https://cpt.tcgcsv.com/bHb2,2025-02-05T21:25:23.263,1,,0.22,0.59,2.99,0.58,,Reverse Holofoil,6/73,Uncommon,Grass,100,Basic,"[G] Flick Poison
<br>Switch 1 of your opponent's Benched Pokemon with their Active Pokemon. The new Active Pokemon is now Poisoned.",Rx2,None,2,"[1G] Crunch (30)
<br> Discard an Energy from your opponent's Active Pokemon.",,
146659,Shaymin,Shaymin,https://tcgplayer-cdn.tcgplayer.com/product/146659_200w.jpg,3,2054,https://cpt.tcgcsv.com/cHb2,2026-02-16T14:38:53.18,1,,0.09,0.34,2.99,0.34,0.18,Holofoil,7/73,Holo Rare,Grass,70,Basic,"[G] Flippity Flap
<br>Shuffle your hand into your deck. Then, draw 6 cards.",Rx2,None,1,"[1G] Rally Back (30)
<br>If any of your Pokemon were Knocked Out by damage from an opponent's attack during their last turn, this attack does 90 more damage.",,
146659,Shaymin,Shaymin,https://tcgplayer-cdn.tcgplayer.com/product/146659_200w.jpg,3,2054,https://cpt.tcgcsv.com/cHb2,2026-02-16T14:38:53.18,1,,0.37,0.69,2.0,0.98,0.69,Reverse Holofoil,7/73,Holo Rare,Grass,70,Basic,"[G] Flippity Flap
<br>Shuffle your hand into your deck. Then, draw 6 cards.",Rx2,None,1,"[1G] Rally Back (30)
<br>If any of your Pokemon were Knocked Out by damage from an opponent's attack during their last turn, this attack does 90 more damage.",,
146660,Virizion,Virizion,https://tcgplayer-cdn.tcgplayer.com/product/146660_200w.jpg,3,2054,https://cpt.tcgcsv.com/dHb2,2025-11-21T03:55:35.203,1,,0.07,0.32,2.99,0.3,0.2,Holofoil,8/73,Holo Rare,Grass,110,Basic,"[G] Wrapped in Wind (30)
<br>You may attach a basic Energy card from your hand to this Pokemon.",Rx2,None,1,"[1GG] Pike (90)
<br>This attack does 30 damage to 1 of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",,
146660,Virizion,Virizion,https://tcgplayer-cdn.tcgplayer.com/product/146660_200w.jpg,3,2054,https://cpt.tcgcsv.com/dHb2,2025-11-21T03:55:35.203,1,,0.05,0.38,2.99,0.27,0.29,Reverse Holofoil,8/73,Holo Rare,Grass,110,Basic,"[G] Wrapped in Wind (30)
<br>You may attach a basic Energy card from your hand to this Pokemon.",Rx2,None,1,"[1GG] Pike (90)
<br>This attack does 30 damage to 1 of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",,
146661,Shining Genesect,Shining Genesect,https://tcgplayer-cdn.tcgplayer.com/product/146661_200w.jpg,3,2054,https://cpt.tcgcsv.com/fHb2,2026-02-16T14:38:59.263,1,"<strong>Ability — Energy Reload</strong>
<br>Once during your turn <em>(before your attack)</em>, you may move a G Energy from 1 of your other Pokemon to this Pokemon.",8.55,12.14,50.0,10.72,9.8,Holofoil,9/73,Shiny Holo Rare,Grass,130,Basic,"[3] Gaia Blaster (50+)
<br>This attack does 20 more damage times the amount of G Energy attached to this Pokemon.",Rx2,None,2,,,
146663,Entei GX,Entei GX,https://tcgplayer-cdn.tcgplayer.com/product/146663_200w.jpg,3,2054,https://cpt.tcgcsv.com/hHb2,2025-10-23T17:41:20.64,1,,2.4,3.94,99.96,3.73,9.98,Holofoil,10/73,Ultra Rare,Fire,180,Basic,[1R] Combustion (50),Wx2,None,2,"[1RR] Fire Fang (100)
<br>Your opponent's Active Pokemon is now Burned.","<span style=""color:Teal""><strong>[1RR] Brave Burn GX</strong>
<br>This attack does 150 damage to 1 of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.) (You can't use more than 1 GX attack in a game.)</em></span>",
146664,Torkoal,Torkoal,https://tcgplayer-cdn.tcgplayer.com/product/146664_200w.jpg,3,2054,https://cpt.tcgcsv.com/jHb2,2025-02-05T21:25:23.31,1,,0.02,0.18,1.5,0.16,,Normal,11/73,Common,Fire,110,Basic,"[2] High-Pressure Heat (30)
<br>During your next turn, this Pokemon's High-Pressure Heat attack does 50 more damage <em>(before applying Weakness and Resistance)</em>.",Wx2,None,3,"[1RR] Flamethrower (90)
<br>Discard an Energy from this Pokemon.",,
146664,Torkoal,Torkoal,https://tcgplayer-cdn.tcgplayer.com/product/146664_200w.jpg,3,2054,https://cpt.tcgcsv.com/jHb2,2025-02-05T21:25:23.31,1,,0.1,0.35,1.49,0.37,,Reverse Holofoil,11/73,Common,Fire,110,Basic,"[2] High-Pressure Heat (30)
<br>During your next turn, this Pokemon's High-Pressure Heat attack does 50 more damage <em>(before applying Weakness and Resistance)</em>.",Wx2,None,3,"[1RR] Flamethrower (90)
<br>Discard an Energy from this Pokemon.",,
146665,Larvesta,Larvesta,https://tcgplayer-cdn.tcgplayer.com/product/146665_200w.jpg,3,2054,https://cpt.tcgcsv.com/kHb2,2025-12-10T01:20:16.483,1,,0.03,0.17,1.49,0.12,,Normal,12/73,Common,Fire,80,Basic,[1R] Flare (30),Wx2,None,3,,,
146665,Larvesta,Larvesta,https://tcgplayer-cdn.tcgplayer.com/product/146665_200w.jpg,3,2054,https://cpt.tcgcsv.com/kHb2,2025-12-10T01:20:16.483,1,,0.15,0.31,19.5,0.3,0.24,Reverse Holofoil,12/73,Common,Fire,80,Basic,[1R] Flare (30),Wx2,None,3,,,
146666,Volcarona,Volcarona,https://tcgplayer-cdn.tcgplayer.com/product/146666_200w.jpg,3,2054,https://cpt.tcgcsv.com/lHb2,2025-02-05T21:25:23.403,1,"<strong>Ability — Heat Cyclone</strong>
<br>Once during your turn <em>(before your attack)</em>, you may have your opponent switch their Active Pokemon with 1 of their Benched Pokemon.",0.03,0.2,1.49,0.17,,Normal,13/73,Uncommon,Fire,120,Stage 1,[1R] Heat Blast (60),Wx2,None,1,,,
146666,Volcarona,Volcarona,https://tcgplayer-cdn.tcgplayer.com/product/146666_200w.jpg,3,2054,https://cpt.tcgcsv.com/lHb2,2025-02-05T21:25:23.403,1,"<strong>Ability — Heat Cyclone</strong>
<br>Once during your turn <em>(before your attack)</em>, you may have your opponent switch their Active Pokemon with 1 of their Benched Pokemon.",0.24,0.38,1.5,0.37,,Reverse Holofoil,13/73,Uncommon,Fire,120,Stage 1,[1R] Heat Blast (60),Wx2,None,1,,,
146667,Reshiram,Reshiram,https://tcgplayer-cdn.tcgplayer.com/product/146667_200w.jpg,3,2054,https://cpt.tcgcsv.com/mHb2,2022-12-05T18:31:00.217,1,,0.22,0.52,3.95,0.54,,Holofoil,14/73,Holo Rare,Fire,130,Basic,"[2] Outrage (20+)
<br>This attack does 10 more damage for each damage counter on this Pokemon.",Wx2,None,3,"[1RR] Scorching Breath (130)
<br>This Pokemon can't attack during your next turn.",,
146667,Reshiram,Reshiram,https://tcgplayer-cdn.tcgplayer.com/product/146667_200w.jpg,3,2054,https://cpt.tcgcsv.com/mHb2,2022-12-05T18:31:00.217,1,,0.44,0.68,2.99,0.7,,Reverse Holofoil,14/73,Holo Rare,Fire,130,Basic,"[2] Outrage (20+)
<br>This attack does 10 more damage for each damage counter on this Pokemon.",Wx2,None,3,"[1RR] Scorching Breath (130)
<br>This Pokemon can't attack during your next turn.",,
146668,Litten,Litten,https://tcgplayer-cdn.tcgplayer.com/product/146668_200w.jpg,3,2054,https://cpt.tcgcsv.com/nHb2,2025-02-05T21:25:23.46,1,,0.03,0.2,1.5,0.17,,Normal,15/73,Common,Fire,60,Basic,[R] Live Coal (20),Wx2,None,1,,,
146668,Litten,Litten,https://tcgplayer-cdn.tcgplayer.com/product/146668_200w.jpg,3,2054,https://cpt.tcgcsv.com/nHb2,2025-02-05T21:25:23.46,1,,0.1,0.38,2.99,0.38,,Reverse Holofoil,15/73,Common,Fire,60,Basic,[R] Live Coal (20),Wx2,None,1,,,
146669,Torracat,Torracat,https://tcgplayer-cdn.tcgplayer.com/product/146669_200w.jpg,3,2054,https://cpt.tcgcsv.com/pHb2,2022-12-05T18:31:13.89,1,,0.03,0.2,1.49,0.19,,Normal,16/73,Common,Fire,90,Stage 1,"[1] Swagger
<br>Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.",Wx2,None,1,[1R] Fire Claws (30),,
146669,Torracat,Torracat,https://tcgplayer-cdn.tcgplayer.com/product/146669_200w.jpg,3,2054,https://cpt.tcgcsv.com/pHb2,2022-12-05T18:31:13.89,1,,0.2,0.42,2.99,0.42,0.5,Reverse Holofoil,16/73,Common,Fire,90,Stage 1,"[1] Swagger
<br>Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.",Wx2,None,1,[1R] Fire Claws (30),,
146670,Incineroar,Incineroar,https://tcgplayer-cdn.tcgplayer.com/product/146670_200w.jpg,3,2054,https://cpt.tcgcsv.com/qHb2,2025-11-25T23:39:03.407,1,,0.06,0.23,1.63,0.19,0.19,Normal,17/73,Uncommon,Fire,170,Stage 2,"[1R] Profane Punch (50+)
<br>If your Benched Pokemon have any damage counters on them, this attack does 80 more damage.",Wx2,None,2,"[1RR] Flare Blitz (180)
<br>Discard all R Energy from this Pokemon.",,
146670,Incineroar,Incineroar,https://tcgplayer-cdn.tcgplayer.com/product/146670_200w.jpg,3,2054,https://cpt.tcgcsv.com/qHb2,2025-11-25T23:39:03.407,1,,0.25,0.49,4.95,0.49,,Reverse Holofoil,17/73,Uncommon,Fire,170,Stage 2,"[1R] Profane Punch (50+)
<br>If your Benched Pokemon have any damage counters on them, this attack does 80 more damage.",Wx2,None,2,"[1RR] Flare Blitz (180)
<br>Discard all R Energy from this Pokemon.",,
146671,Totodile,Totodile,https://tcgplayer-cdn.tcgplayer.com/product/146671_200w.jpg,3,2054,https://cpt.tcgcsv.com/rHb2,2025-02-05T21:25:23.553,1,,0.1,0.27,3.99,0.27,,Normal,18/73,Common,Water,70,Basic,[W] Water Gun (10),Gx2,None,1,[1W] Bite (20),,
146671,Totodile,Totodile,https://tcgplayer-cdn.tcgplayer.com/product/146671_200w.jpg,3,2054,https://cpt.tcgcsv.com/rHb2,2025-02-05T21:25:23.553,1,,0.75,1.09,7.0,1.34,,Reverse Holofoil,18/73,Common,Water,70,Basic,[W] Water Gun (10),Gx2,None,1,[1W] Bite (20),,
146672,Croconaw,Croconaw,https://tcgplayer-cdn.tcgplayer.com/product/146672_200w.jpg,3,2054,https://cpt.tcgcsv.com/sHb2,2026-01-23T16:48:24.363,1,"<strong>Ability — Plunge</strong>
<br>Once during your turn <em>(before your attack)</em>, if this Pokemon is on your Bench, you may move all Energy from your Active Pokemon to this Pokemon. If you do, switch it with your Active Pokemon.",0.06,0.25,2.0,0.21,,Normal,19/73,Common,Water,90,Stage 1,[2W] Bite (60),Gx2,None,3,,,
146672,Croconaw,Croconaw,https://tcgplayer-cdn.tcgplayer.com/product/146672_200w.jpg,3,2054,https://cpt.tcgcsv.com/sHb2,2026-01-23T16:48:24.363,1,"<strong>Ability — Plunge</strong>
<br>Once during your turn <em>(before your attack)</em>, if this Pokemon is on your Bench, you may move all Energy from your Active Pokemon to this Pokemon. If you do, switch it with your Active Pokemon.",0.25,0.5,1.99,0.49,0.4,Reverse Holofoil,19/73,Common,Water,90,Stage 1,[2W] Bite (60),Gx2,None,3,,,
146673,Feraligatr,Feraligatr,https://tcgplayer-cdn.tcgplayer.com/product/146673_200w.jpg,3,2054,https://cpt.tcgcsv.com/tHb2,2022-12-05T18:31:44.983,1,,0.11,0.36,1.49,0.36,,Normal,20/73,Uncommon,Water,160,Stage 2,"[2W] Crunch (80)
<br>Discard an Energy from your opponent's Active Pokemon.",Gx2,None,3,[3W] Hydro Splash (130),,
146673,Feraligatr,Feraligatr,https://tcgplayer-cdn.tcgplayer.com/product/146673_200w.jpg,3,2054,https://cpt.tcgcsv.com/tHb2,2022-12-05T18:31:44.983,1,,0.49,0.94,2.04,0.94,,Reverse Holofoil,20/73,Uncommon,Water,160,Stage 2,"[2W] Crunch (80)
<br>Discard an Energy from your opponent's Active Pokemon.",Gx2,None,3,[3W] Hydro Splash (130),,
146674,Qwilfish,Qwilfish,https://tcgplayer-cdn.tcgplayer.com/product/146674_200w.jpg,3,2054,https://cpt.tcgcsv.com/vHb2,2025-02-05T21:25:23.647,1,,0.04,0.17,1.5,0.13,,Normal,21/73,Common,Water,90,Basic,"[1] Poison Sting
<br>Your opponent's Active Pokémon is now Poisoned.",Gx2,None,1,"[1W] Shocking Sting (20+)
<br>If your opponent's Active Pokemon is affected by a Special Condition, this attack does 50 more damage.",,
146674,Qwilfish,Qwilfish,https://tcgplayer-cdn.tcgplayer.com/product/146674_200w.jpg,3,2054,https://cpt.tcgcsv.com/vHb2,2025-02-05T21:25:23.647,1,,0.16,0.32,2.0,0.32,,Reverse Holofoil,21/73,Common,Water,90,Basic,"[1] Poison Sting
<br>Your opponent's Active Pokémon is now Poisoned.",Gx2,None,1,"[1W] Shocking Sting (20+)
<br>If your opponent's Active Pokemon is affected by a Special Condition, this attack does 50 more damage.",,
146675,Buizel,Buizel,https://tcgplayer-cdn.tcgplayer.com/product/146675_200w.jpg,3,2054,https://cpt.tcgcsv.com/wHb2,2025-12-10T01:18:36.647,1,,0.01,0.19,4.0,0.15,,Normal,22/73,Common,Water,60,Basic,[1] Razor Fin (10),Gx2,None,1,[2W] Water Gun (40),,
146675,Buizel,Buizel,https://tcgplayer-cdn.tcgplayer.com/product/146675_200w.jpg,3,2054,https://cpt.tcgcsv.com/wHb2,2025-12-10T01:18:36.647,1,,0.13,0.4,19.5,0.42,0.29,Reverse Holofoil,22/73,Common,Water,60,Basic,[1] Razor Fin (10),Gx2,None,1,[2W] Water Gun (40),,
146676,Floatzel,Floatzel,https://tcgplayer-cdn.tcgplayer.com/product/146676_200w.jpg,3,2054,https://cpt.tcgcsv.com/xHb2,2025-12-10T01:32:33.86,1,,0.03,0.19,1.5,0.1,0.1,Normal,23/73,Uncommon,Water,100,Stage 1,[1] Razor Fin (20),Gx2,None,1,"[2W] Aqua Bomb (120)
<br>This Pokemon does 30 damage to itself.",,
146676,Floatzel,Floatzel,https://tcgplayer-cdn.tcgplayer.com/product/146676_200w.jpg,3,2054,https://cpt.tcgcsv.com/xHb2,2025-12-10T01:32:33.86,1,,0.12,0.26,1.65,0.22,,Reverse Holofoil,23/73,Uncommon,Water,100,Stage 1,[1] Razor Fin (20),Gx2,None,1,"[2W] Aqua Bomb (120)
<br>This Pokemon does 30 damage to itself.",,
