productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
501256,Obsidian Flames Booster Pack,Obsidian Flames Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/501256_200w.jpg,3,23228,https://cpt.tcgcsv.com/8w06,2023-08-11T04:03:19.877,1,Each Scarlet & Violet—Obsidian Flames booster pack contains 10 random cards.,7.49,11.22,49.99,10.65,,Normal,,,,,,,,,,,
501257,Obsidian Flames Booster Box,Obsidian Flames Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/501257_200w.jpg,3,23228,https://cpt.tcgcsv.com/9w06,2023-09-29T19:18:10.053,2,"<strong>Each Scarlet & Violet—Obsidian Flames Booster Box contains:</strong>
<br>• 36 booster packs
<br>• 10 random cards per pack <em>(3 of which are foil)</em>
<br><br><strong>Release Description:</strong>
<br>Raging Flames Forged in Darkness!
<br>Red-hot embers illuminate the pitch-black night and sparks flare into an inferno as Charizard ex surges forth with newfound powers of darkness! The glittering Terastal phenomenon imbues some Pokémon ex like Tyranitar, Eiscue, and Vespiquen with different types than usual, while Dragonite ex and Greedent ex show mastery of their own inner strengths. Not to be outdone, Revavroom ex, Melmetal ex, and more Pokémon promise to change the course of battle in the Scarlet & Violet—Obsidian Flames expansion!
<br><br><strong>Set Configuration:</strong>
<br>• Over 190 cards
<br>• Type-shifted Tera Pokémon ex with a crystalline appearance, including a Darkness-type Charizard ex
<br>• More than 20 brand-new Pokémon ex: a new take on a returning game mechanic
<br>• More than 15 Trainer cards
<br>• Dozens of Pokémon and Trainer cards with special illustrations",340.0,399.99,1000.0,344.15,,Normal,820650863745,,,,,,,,,,
501258,Obsidian Flames Booster Box Case,Obsidian Flames Booster Box Case,https://tcgplayer-cdn.tcgplayer.com/product/501258_200w.jpg,3,23228,https://cpt.tcgcsv.com/bw06,2024-01-26T15:56:09.12,1,Each sealed booster box case contains 6 booster boxes of 36 booster packs. <em>(Each pack contains 10 random cards)</em>,1919.99,2349.97,10000.0,1812.02,,Normal,820650873744,,,,,,,,,,
501259,Obsidian Flames 3 Pack Blister [Eevee],Obsidian Flames 3 Pack Blister Eevee,https://tcgplayer-cdn.tcgplayer.com/product/501259_200w.jpg,3,23228,https://cpt.tcgcsv.com/cw06,2023-08-11T04:03:19.877,1,Each blister comes with 3 Obsidian Flames booster packs and a promotional card of Eevee.,25.0,34.98,41.99,30.35,,Normal,820650853784,,,,,,,,,,
501260,Obsidian Flames 3 Pack Blister [Houndstone],Obsidian Flames 3 Pack Blister Houndstone,https://tcgplayer-cdn.tcgplayer.com/product/501260_200w.jpg,3,23228,https://cpt.tcgcsv.com/dw06,2023-08-11T04:03:19.877,1,Each blister comes with 3 Obsidian Flames booster packs and a promotional card of Houndstone.,28.0,34.99,45.0,28.05,,Normal,820650853784,,,,,,,,,,
501261,Obsidian Flames 3 Pack Blister [Set of 2],Obsidian Flames 3 Pack Blister Set of 2,https://tcgplayer-cdn.tcgplayer.com/product/501261_200w.jpg,3,23228,https://cpt.tcgcsv.com/fw06,2023-08-11T04:03:19.877,1,Each blister comes with 3 Obsidian Flames booster packs and a promotional card.,49.5,49.67,49.69,44.17,,Normal,820650853784,,,,,,,,,,
501262,Obsidian Flames Single Pack Blister [Pawmi],Obsidian Flames Single Pack Blister Pawmi,https://tcgplayer-cdn.tcgplayer.com/product/501262_200w.jpg,3,23228,https://cpt.tcgcsv.com/gw06,2023-08-14T13:47:12.813,1,"Each blister comes with 1 Obsidian Flames booster pack, a coin, and a promotional card of Pawmi.",9.45,10.0,16.97,9.68,,Normal,820650853319,,,,,,,,,,
501263,Obsidian Flames Booster Bundle,Obsidian Flames Booster Bundle,https://tcgplayer-cdn.tcgplayer.com/product/501263_200w.jpg,3,23228,https://cpt.tcgcsv.com/hw06,2023-08-11T04:03:19.877,1,Expand your collection with this Booster Bundle containing six booster packs from Pokémon TCG: Obsidian Flames,75.0,83.45,92.98,73.4,,Normal,820650853876,,,,,,,,,,
501264,Obsidian Flames Elite Trainer Box,Obsidian Flames Elite Trainer Box,https://tcgplayer-cdn.tcgplayer.com/product/501264_200w.jpg,3,23228,https://cpt.tcgcsv.com/jw06,2023-08-11T04:03:19.877,1,"The Pokémon TCG: Scarlet & Violet—Obsidian Flames Elite Trainer Box includes:
<br>
• 9 Pokémon TCG: Scarlet & Violet—Obsidian Flames booster packs
<br>
• 1 full-art foil promo card featuring Charmander
<br>
• 65 card sleeves featuring Charmander
<br>
• 45 Pokémon TCG Energy cards
<br>
• A player’s guide to the Scarlet & Violet—Obsidian Flames expansion
<br>
• 6 damage-counter dice
<br>
• 1 competition-legal coin-flip die
<br>
• 2 plastic condition markers
<br>
• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>
• A code card for Pokémon Trading Card Game Live",190.0,215.0,596.59,195.59,,Normal,820650853913,,,,,,,,,,
501265,Obsidian Flames Elite Trainer Box Case,Obsidian Flames Elite Trainer Box Case,https://tcgplayer-cdn.tcgplayer.com/product/501265_200w.jpg,3,23228,https://cpt.tcgcsv.com/kw06,2025-04-03T15:43:56.17,1,"Each Obsidian Flames Elite Trainer Box Case contains 10 boxes.
<br>
The Pokémon TCG: Scarlet & Violet—Obsidian Flames Elite Trainer Box includes:
<br>
• 9 Pokémon TCG: Scarlet & Violet—Obsidian Flames booster packs
<br>
• 1 full-art foil promo card featuring Charmander
<br>
• 65 card sleeves featuring Charmander
<br>
• 45 Pokémon TCG Energy cards
<br>
• A player’s guide to the Scarlet & Violet—Obsidian Flames expansion
<br>
• 6 damage-counter dice
<br>
• 1 competition-legal coin-flip die
<br>
• 2 plastic condition markers
<br>
• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>
• A code card for Pokémon Trading Card Game Live",1899.99,1915.0,2200.0,1635.62,,Normal,820650873911,,,,,,,,,,
