productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extResistance,extCardText
94622,XY Phantom Forces Booster Pack,XY Phantom Forces Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/94622_200w.jpg,3,1494,https://cpt.tcgcsv.com/sSM,2017-07-22T17:11:41.93,1,,,,,,,,,191.9,203.61,500.0,180.19,,Normal,,,"Master Mysterious Powers! Gather your courage and peer into the haunted void with the Pokémon TCG: XY—Phantom Forces expansion! Mega Manectric-EX makes a shocking appearance to light the way, while the ghostly grin of Mega Gengar-EX frightens challengers near and far. Take along Aegislash-EX to give you an edge, push the limits of Mega Evolution with new Spirit Link cards, and call on all of your Trainer knowledge to escape the eerie forces at work!"
94623,XY Phantom Forces Booster Box,XY Phantom Forces Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/94623_200w.jpg,3,1494,https://cpt.tcgcsv.com/tSM,2015-04-23T19:15:53.437,1,,,,,,,,,,,,,,,,,"Master Mysterious Powers! Gather your courage and peer into the haunted void with the Pokemon TCG: XY Phantom Forces expansion! Mega Manectric-EX makes a shocking appearance to light the way, while the ghostly grin of Mega Gengar-EX frightens challengers near and far. Take along Aegislash-EX to give you an edge, push the limits of Mega Evolution with new Spirit Link cards, and call on all of your Trainer knowledge to escape the eerie forces at work! 

36 packs per box, 10 cards per pack"
97784,Phantom Forces 3 Pack Blister [Shiftry],Phantom Forces 3 Pack Blister Shiftry,https://tcgplayer-cdn.tcgplayer.com/product/97784_200w.jpg,3,1494,https://cpt.tcgcsv.com/J7P,2018-10-10T16:17:05.447,1,,,,,,,,,,,,,,,,,"Each blister comes with 1 XY—Phantom Forces booster pack, 1 coin, and a promotional card of Shiftry."
97785,Phantom Forces 3 Pack Blister [Darkrai],Phantom Forces 3 Pack Blister Darkrai,https://tcgplayer-cdn.tcgplayer.com/product/97785_200w.jpg,3,1494,https://cpt.tcgcsv.com/K7P,2018-10-10T16:16:47.757,1,,,,,,,,,1000.0,1000.0,1000.0,,,Normal,,,"Each blister comes with 3 XY—Phantom Forces booster packs, 1 coin, and a promotional card of Darkrai."
97786,Phantom Forces Elite Trainer Box,Phantom Forces Elite Trainer Box,https://tcgplayer-cdn.tcgplayer.com/product/97786_200w.jpg,3,1494,https://cpt.tcgcsv.com/L7P,2015-04-06T14:03:38.497,1,,,,,,,,,,,,,,,,,
97787,Phantom Forces Single Pack Blister [Greninja],Phantom Forces Single Pack Blister Greninja,https://tcgplayer-cdn.tcgplayer.com/product/97787_200w.jpg,3,1494,https://cpt.tcgcsv.com/M7P,2018-10-10T16:16:25.653,1,,,,,,,,,,,,,,,,,"Each blister comes with 1 XY—Phantom Forces booster pack, 1 coin, and a promotional card of Greninja."
97788,Collector Chest,Collector Chest,https://tcgplayer-cdn.tcgplayer.com/product/97788_200w.jpg,3,1494,https://cpt.tcgcsv.com/N7P,2015-04-06T14:08:33.433,1,,,,,,,,,,,,,,,,,
97789,Hoenn Collection [Primal Groudon EX],Hoenn Collection Primal Groudon EX,https://tcgplayer-cdn.tcgplayer.com/product/97789_200w.jpg,3,1494,https://cpt.tcgcsv.com/P7P,2015-04-06T14:09:37.033,1,,,,,,,,,,,,,,,,,
97790,Hoenn Collection [Primal Kyogre EX],Hoenn Collection Primal Kyogre EX,https://tcgplayer-cdn.tcgplayer.com/product/97790_200w.jpg,3,1494,https://cpt.tcgcsv.com/Q7P,2015-04-06T14:10:01.767,1,,,,,,,,,,,,,,,,,
97791,Mega Metagross EX Premium Collection,Mega Metagross EX Premium Collection,https://tcgplayer-cdn.tcgplayer.com/product/97791_200w.jpg,3,1494,https://cpt.tcgcsv.com/R7P,2015-04-06T14:10:39.22,1,,,,,,,,,1980.69,1980.69,1980.69,,,Normal,,,
97793,Mega Diancie EX Premium Collection,Mega Diancie EX Premium Collection,https://tcgplayer-cdn.tcgplayer.com/product/97793_200w.jpg,3,1494,https://cpt.tcgcsv.com/T7P,2015-04-06T14:12:23.777,1,,,,,,,,,,,,,,,,,
97795,Phantom Forces Collector's Pin 3 Pack Blister [Mega Gengar],Phantom Forces Collectors Pin 3 Pack Blister Mega Gengar,https://tcgplayer-cdn.tcgplayer.com/product/97795_200w.jpg,3,1494,https://cpt.tcgcsv.com/W7P,2018-10-10T16:11:51.717,1,,,,,,,,,,,,,,,,,Each blister comes with 3 XY—Phantom Forces booster packs and a collectible pin of Mega Gengar.
97796,Phantom Forces Collector's Pin 3 Pack Blister [Mega Kangaskhan],Phantom Forces Collectors Pin 3 Pack Blister Mega Kangaskhan,https://tcgplayer-cdn.tcgplayer.com/product/97796_200w.jpg,3,1494,https://cpt.tcgcsv.com/X7P,2018-10-10T16:12:06.55,1,,,,,,,,,,,,,,,,,Each blister comes with 3 XY—Phantom Forces booster packs and a collectible pin of Mega Kangaskhan.
177867,Phantom Forces Single Pack Blister [Talonflame],Phantom Forces Single Pack Blister Talonflame,https://tcgplayer-cdn.tcgplayer.com/product/177867_200w.jpg,3,1494,https://cpt.tcgcsv.com/m9r2,2018-10-10T16:20:04.857,1,,,,,,,,,,,,,,,,,"Each blister comes with 1 XY—Phantom Forces booster pack, 1 coin, and a promotional card of Talonflame."
276592,Phantom Forces Sleeved Booster Pack Art Bundle [Set of 4],Phantom Forces Sleeved Booster Pack Art Bundle Set of 4,https://tcgplayer-cdn.tcgplayer.com/product/276592_200w.jpg,3,1494,https://cpt.tcgcsv.com/SFd3,2022-06-20T19:21:05.397,1,,,,,,,,,,,,,,,,,"Collect each of the 4 unique art packs for Phantom Forces.
<br>Each Phantom Forces sleeved booster pack contains 10 random cards."
550676,Phantom Forces Sleeved Booster Pack,Phantom Forces Sleeved Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/550676_200w.jpg,3,1494,https://cpt.tcgcsv.com/xhq6,2024-05-09T19:32:14.04,1,,,,,,,,,800.0,1400.0,2000.0,,,Normal,,,Each Phantom Forces sleeved booster pack contains 10 random cards.
