productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extRarity,extNumber,extCardType,extHP,extStage,extAttack1,extWeakness,extRetreatCost,extAttack2,extResistance
277324,Lost Origin Booster Box,Lost Origin Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/277324_200w.jpg,3,3118,https://cpt.tcgcsv.com/vXd3,2022-09-09T04:03:39.38,1,Each Sword & Shield— Lost Origin booster box contains 36 booster packs. <em>(Each pack contains 10 random cards)</em>,705.0,879.0,2500.0,729.81,,Normal,,,,,,,,,,,
277325,Lost Origin Booster Pack,Lost Origin Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/277325_200w.jpg,3,3118,https://cpt.tcgcsv.com/wXd3,2022-09-09T04:03:39.38,1,Each Lost Origin booster pack contains 10 random cards.,11.69,15.99,344.25,14.1,,Normal,,,,,,,,,,,
277326,Lost Origin Sleeved Booster Pack,Lost Origin Sleeved Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/277326_200w.jpg,3,3118,https://cpt.tcgcsv.com/xXd3,2022-09-09T04:03:39.38,1,Each Lost Origin sleeved booster pack contains 10 random cards.,16.08,19.9,161580.17,16.58,,Normal,,,,,,,,,,,
277327,Lost Origin Single Pack Blister [Croagunk],Lost Origin Single Pack Blister Croagunk,https://tcgplayer-cdn.tcgplayer.com/product/277327_200w.jpg,3,3118,https://cpt.tcgcsv.com/zXd3,2022-09-09T04:03:39.38,1,"Each blister comes with 1 Lost Origin booster pack, a coin, and a promotional card of Croagunk.",19.85,23.77,29.95,14.98,,Normal,,,,,,,,,,,
277328,Lost Origin Single Pack Blister [Scorbunny],Lost Origin Single Pack Blister Scorbunny,https://tcgplayer-cdn.tcgplayer.com/product/277328_200w.jpg,3,3118,https://cpt.tcgcsv.com/BXd3,2022-09-09T04:03:39.38,1,"Each blister comes with 1 Lost Origin booster pack, a coin, and a promotional card of Scorbunny.",14.38,19.99,212113.09,15.6,,Normal,,,,,,,,,,,
277329,Lost Origin 3 Pack Blister [Regigigas],Lost Origin 3 Pack Blister Regigigas,https://tcgplayer-cdn.tcgplayer.com/product/277329_200w.jpg,3,3118,https://cpt.tcgcsv.com/CXd3,2022-09-09T04:03:39.38,1,"Each 3 Pack blister comes with 3 Lost Origin booster packs, 1 coin, and a promotional card of Regigigas.",53.95,53.95,53.95,54.31,,Normal,0820650850608,,,,,,,,,,
277330,Lost Origin 3 Pack Blister [Weavile],Lost Origin 3 Pack Blister Weavile,https://tcgplayer-cdn.tcgplayer.com/product/277330_200w.jpg,3,3118,https://cpt.tcgcsv.com/DXd3,2022-09-09T04:03:39.38,1,"Each 3 Pack blister comes with 3 Lost Origin booster packs, 1 coin, and a promotional card of Weavile.",69.99,73.75,75.0,52.66,,Normal,0820650850608,,,,,,,,,,
277331,Lost Origin Premium Checklane Blister [Infernape],Lost Origin Premium Checklane Blister Infernape,https://tcgplayer-cdn.tcgplayer.com/product/277331_200w.jpg,3,3118,https://cpt.tcgcsv.com/FXd3,2022-09-09T04:03:39.38,1,"Contains 1 Sword & Shield — Lost Origin booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",19.99,22.49,50.0,20.99,,Normal,,,,,,,,,,,
277334,Lost Origin Premium Checklane Blister [Torterra],Lost Origin Premium Checklane Blister Torterra,https://tcgplayer-cdn.tcgplayer.com/product/277334_200w.jpg,3,3118,https://cpt.tcgcsv.com/JXd3,2022-09-09T04:03:39.38,1,"Contains 1 Sword & Shield — Lost Origin booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",20.0,23.99,50.0,21.27,,Normal,,,,,,,,,,,
277335,Lost Origin Elite Trainer Box,Lost Origin Elite Trainer Box,https://tcgplayer-cdn.tcgplayer.com/product/277335_200w.jpg,3,3118,https://cpt.tcgcsv.com/KXd3,2022-09-09T04:03:39.38,1,"<em><strong>(This product is not the Pokemon Center Exclusive)</em></strong>
<br><br>THE POKÉMON TCG: SWORD & SHIELD — Lost Origin ELITE TRAINER BOX includes:
<br>• 8 Pokémon TCG: Sword & Shield—Lost Origin booster packs
<br>• 65 card sleeves featuring Giratina
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide
<br>• A Pokémon TCG rulebook
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 acrylic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for the Pokémon Trading Card Game Online",170.99,191.0,499.9,170.8,,Normal,0820650850714,,,,,,,,,,
277336,Lost Origin Pokemon Center Elite Trainer Box (Exclusive),Lost Origin Pokemon Center Elite Trainer Box Exclusive,https://tcgplayer-cdn.tcgplayer.com/product/277336_200w.jpg,3,3118,https://cpt.tcgcsv.com/LXd3,2024-11-07T20:55:41.333,1,"This Pokémon TCG: Sword & Shield—Lost Origin Pokémon Center Elite Trainer Box can be found only at Pokémon Center and comes with exclusive accessories—an extra set of 65 card sleeves and a metallic coin—plus 10 booster packs (two more than in a standard Elite Trainer Box).
<br><br>• 10 Pokémon TCG: Sword & Shield—Lost Origin booster packs
<br>• 1 metal pin featuring Giratina
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Sword & Shield—Lost Origin expansion
<br>• A Pokémon TCG rulebook
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 1 metallic coin featuring Giratina
<br>• 2 acrylic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for the Pokémon Trading Card Game Online",275.0,344.5,2999.99,254.52,,Normal,,,,,,,,,,,
277345,Lost Origin Build & Battle Box,Lost Origin Build and Battle Box,https://tcgplayer-cdn.tcgplayer.com/product/277345_200w.jpg,3,3118,https://cpt.tcgcsv.com/WXd3,2022-09-09T04:03:39.38,1,"EACH POKÉMON TCG: SWORD & SHIELD—Lost Origin BUILD & BATTLE BOX INCLUDES:
<br>• 40-card ready-to-play decks
<br>• 1 of 4 promo cards
<br>• 4 Pokémon TCG: Sword & Shield—Lost Origin booster packs
<br>• 1 deck-building tip sheet",67.5,76.28,99.95,64.79,,Normal,,,,,,,,,,,
277346,Lost Origin Build & Battle Stadium,Lost Origin Build and Battle Stadium,https://tcgplayer-cdn.tcgplayer.com/product/277346_200w.jpg,3,3118,https://cpt.tcgcsv.com/XXd3,2025-02-05T19:46:33.707,1,"The Build & Battle Stadium includes everything you need for two players to prepare and battle. Inside this box, you’ll find::
<br>• 2 individual Build & Battle Boxes, each containing a 40-card ready-to-play deck
<br>• Each deck includes 1 of 4 unique foil promo cards
<br>• 4 additional Pokémon TCG: Sword & Shield—Lost Origin booster packs, so you get 12 in all
<br>• 121 Pokémon TCG Energy cards
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 acrylic condition markers
<br>• A collector’s box to hold everything",210.0,239.98,319.19,180.24,,Normal,,,,,,,,,,,
278792,Lost Origin 3 Pack Blister [Set of 2],Lost Origin 3 Pack Blister Set of 2,https://tcgplayer-cdn.tcgplayer.com/product/278792_200w.jpg,3,3118,https://cpt.tcgcsv.com/Swf3,2022-09-09T04:03:39.38,1,"Collect each of the Lost Origin 3 Pack Blisters.
<br><br>tEach 3 Pack blister comes with 3 Lost Origin booster packs, 1 coin, and a promotional card of Regigigas or Weavile.",139.5,144.5,149.45,110.54,,Normal,,,,,,,,,,,
278793,Lost Origin Booster Box Case,Lost Origin Booster Box Case,https://tcgplayer-cdn.tcgplayer.com/product/278793_200w.jpg,3,3118,https://cpt.tcgcsv.com/Twf3,2022-09-09T04:03:39.38,1,Each sealed booster box case contains 6 booster boxes of 36 booster packs. <em>(Each pack contains 10 random cards)</em>,4789.69,5800.0,15000.0,4182.58,,Normal,0820650870552,,,,,,,,,,
278794,Lost Origin Booster Pack Art Bundle [Set of 4],Lost Origin Booster Pack Art Bundle Set of 4,https://tcgplayer-cdn.tcgplayer.com/product/278794_200w.jpg,3,3118,https://cpt.tcgcsv.com/Vwf3,2022-09-09T04:03:39.38,1,"Collect each of the 4 unique art packs for Lost Origin.
<br>Each Lost Origin booster pack contains 10 random cards.",60.0,67.0,200.0,53.0,,Normal,,,,,,,,,,,
278795,Lost Origin Build & Battle Box Display,Lost Origin Build and Battle Box Display,https://tcgplayer-cdn.tcgplayer.com/product/278795_200w.jpg,3,3118,https://cpt.tcgcsv.com/Wwf3,2023-05-03T19:16:49.773,1,"Each Lost Origin Build & Battle Box Display contains 10 Lost Origin Build & Battle Boxes.
<br><br>EACH POKÉMON TCG: SWORD & SHIELD—Lost Origin BUILD & BATTLE BOX INCLUDES:
<br>• 40-card ready-to-play decks
<br>• 1 of 4 promo cards
<br>• 4 Pokémon TCG: Sword & Shield—Lost Origin booster packs
<br>• 1 deck-building tip sheet",840.0,1099.0,1295.98,673.44,,Normal,0820650860690,,,,,,,,,,
278796,Lost Origin Elite Trainer Box Case,Lost Origin Elite Trainer Box Case,https://tcgplayer-cdn.tcgplayer.com/product/278796_200w.jpg,3,3118,https://cpt.tcgcsv.com/Xwf3,2022-09-09T04:03:39.38,1,Each sealed Elite Trainer Box case contains 10 Elite Trainer Boxes.,1749.98,1844.98,2549.49,1625.74,,Normal,0820650870712,,,,,,,,,,
278797,Lost Origin Single Pack Blister [Set of 2],Lost Origin Single Pack Blister Set of 2,https://tcgplayer-cdn.tcgplayer.com/product/278797_200w.jpg,3,3118,https://cpt.tcgcsv.com/Zwf3,2022-09-09T04:03:39.38,1,"Collect each of the Lost Origin Single Pack Blisters.
<br>Each blister comes with 1 Lost Origin booster pack, a coin, and a promotional card of Scorbunny or Croagunk.",34.99,53.95,213448.51,40.74,,Normal,,,,,,,,,,,
278801,Lost Origin Sleeved Booster Pack Art Bundle [Set of 4],Lost Origin Sleeved Booster Pack Art Bundle Set of 4,https://tcgplayer-cdn.tcgplayer.com/product/278801_200w.jpg,3,3118,https://cpt.tcgcsv.com/2xf3,2022-09-09T04:03:39.38,1,"Collect each of the 4 unique art packs for Lost Origin.
<br>Each Lost Origin booster pack contains 10 random cards.",70.99,84.43,94.95,64.62,,Normal,,,,,,,,,,,
278803,Lost Origin Premium Checklane Blister [Set of 2],Lost Origin Premium Checklane Blister Set of 2,https://tcgplayer-cdn.tcgplayer.com/product/278803_200w.jpg,3,3118,https://cpt.tcgcsv.com/5xf3,2022-09-09T04:03:39.38,1,"Collect each of the Lost Origin Premium Checklane Blisters
<br><br>Each Premium Checklane Blister comes with a Lost Origin booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",49.0,49.0,49.0,,,Normal,,,,,,,,,,,
278804,Lost Origin Sleeved Booster Pack Bundle [Set of 8],Lost Origin Sleeved Booster Pack Bundle Set of 8,https://tcgplayer-cdn.tcgplayer.com/product/278804_200w.jpg,3,3118,https://cpt.tcgcsv.com/6xf3,2022-09-09T04:03:39.38,1,"Contains 8 Sleeved Booster Packs of Sword & Shield—Lost Origin.
<br>Each Sword & Shield—Lost Origin sleeved booster pack contains 10 random cards.",147.99,156.43,169.99,127.53,,Normal,,,,,,,,,,,
278819,Lost Origin Booster Bundle,Lost Origin Booster Bundle,https://tcgplayer-cdn.tcgplayer.com/product/278819_200w.jpg,3,3118,https://cpt.tcgcsv.com/pxf3,2023-01-25T13:56:10.867,1,"Includes six booster packs from Sword & Shield—Lost Origin
<br>Each Lost Origin booster pack contains 10 cards and either 1 basic Energy or 1 VSTAR marker. Cards vary by pack.",129.0,165.0,259.98,137.2,,Normal,0820650851469,,,,,,,,,,
282000,Origin Forme Dialga VSTAR Premium Collection,Origin Forme Dialga VSTAR Premium Collection,https://tcgplayer-cdn.tcgplayer.com/product/282000_200w.jpg,3,3118,https://cpt.tcgcsv.com/0Qg3,2022-10-07T04:03:31.737,1,"Origin Forme Dialga VSTAR wields colossal strength to bend time to its will, while Origin Forme Palkia VSTAR soars across the sky and twists the fabric of space! Appearing here in both playable and oversize versions, each ancient Legendary Pokémon boasts a potentially game-changing VSTAR Power. To round out this deluxe collection, the star Pokémon also appears as a Pokémon V, metal pin, and shimmering coin!
<br>
 Each Pokémon TCG: Origin Forme Pokémon VSTAR Premium Collection includes:
<br>
• 1 etched foil card featuring Origin Forme Dialga VSTAR or Origin Forme Palkia VSTAR
<br>
• 1 etched foil card featuring Origin Forme Dialga V or Origin Forme Palkia V
<br>
• 1 oversize foil card featuring Origin Forme Dialga VSTAR or Origin Forme Palkia VSTAR
<br>
• 1 pin featuring Origin Forme Dialga or Origin Forme Palkia
<br>
• 1 metallic coin featuring Origin Forme Dialga or Origin Forme Palkia
<br>
• 6 Pokémon TCG booster packs
<br>
• 1 acrylic VSTAR marker
<br>
• A code card for Pokémon TCG Live",99.95,119.0,200.0,82.9,,Normal,0820650871269,,,,,,,,,,
282001,Origin Forme Palkia VSTAR Premium Collection,Origin Forme Palkia VSTAR Premium Collection,https://tcgplayer-cdn.tcgplayer.com/product/282001_200w.jpg,3,3118,https://cpt.tcgcsv.com/2Qg3,2022-10-07T04:03:31.737,1,"Origin Forme Dialga VSTAR wields colossal strength to bend time to its will, while Origin Forme Palkia VSTAR soars across the sky and twists the fabric of space! Appearing here in both playable and oversize versions, each ancient Legendary Pokémon boasts a potentially game-changing VSTAR Power. To round out this deluxe collection, the star Pokémon also appears as a Pokémon V, metal pin, and shimmering coin!
<br>
 Each Pokémon TCG: Origin Forme Pokémon VSTAR Premium Collection includes:
<br>
• 1 etched foil card featuring Origin Forme Dialga VSTAR or Origin Forme Palkia VSTAR
<br>
• 1 etched foil card featuring Origin Forme Dialga V or Origin Forme Palkia V
<br>
• 1 oversize foil card featuring Origin Forme Dialga VSTAR or Origin Forme Palkia VSTAR
<br>
• 1 pin featuring Origin Forme Dialga or Origin Forme Palkia
<br>
• 1 metallic coin featuring Origin Forme Dialga or Origin Forme Palkia
<br>
• 6 Pokémon TCG booster packs
<br>
• 1 acrylic VSTAR marker
<br>
• A code card for Pokémon TCG Live",89.99,100.98,247.0,74.22,,Normal,0820650871269,,,,,,,,,,
282005,Origin Forme Dialga/Palkia VSTAR Premium Collection [Set of 2],Origin Forme Dialga Palkia VSTAR Premium Collection Set of 2,https://tcgplayer-cdn.tcgplayer.com/product/282005_200w.jpg,3,3118,https://cpt.tcgcsv.com/7Qg3,2022-10-07T04:03:31.737,1,"Origin Forme Dialga VSTAR wields colossal strength to bend time to its will, while Origin Forme Palkia VSTAR soars across the sky and twists the fabric of space! Appearing here in both playable and oversize versions, each ancient Legendary Pokémon boasts a potentially game-changing VSTAR Power. To round out this deluxe collection, the star Pokémon also appears as a Pokémon V, metal pin, and shimmering coin!
<br>
 Each Pokémon TCG: Origin Forme Pokémon VSTAR Premium Collection includes:
<br>
• 1 etched foil card featuring Origin Forme Dialga VSTAR or Origin Forme Palkia VSTAR
<br>
• 1 etched foil card featuring Origin Forme Dialga V or Origin Forme Palkia V
<br>
• 1 oversize foil card featuring Origin Forme Dialga VSTAR or Origin Forme Palkia VSTAR
<br>
• 1 pin featuring Origin Forme Dialga or Origin Forme Palkia
<br>
• 1 metallic coin featuring Origin Forme Dialga or Origin Forme Palkia
<br>
• 6 Pokémon TCG booster packs
<br>
• 1 acrylic VSTAR marker
<br>
• A code card for Pokémon TCG Live",194.99,194.99,194.99,174.98,,Normal,0820650871269,,,,,,,,,,
