productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
100489,XY Ancient Origins Booster Box,XY Ancient Origins Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/100489_200w.jpg,3,1576,https://cpt.tcgcsv.com/PcQ,2015-08-20T11:19:00.267,1,8226.0,8289.99,8800.0,,,Normal,,,,,,,,,,,
100490,XY Ancient Origins Booster Pack,XY Ancient Origins Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/100490_200w.jpg,3,1576,https://cpt.tcgcsv.com/QcQ,2015-07-10T12:37:44.267,1,106.4,117.48,199.99,106.12,,Normal,,,,,,,,,,,
100493,Ancient Origins 3 Pack Blister [Malamar],Ancient Origins 3 Pack Blister Malamar,https://tcgplayer-cdn.tcgplayer.com/product/100493_200w.jpg,3,1576,https://cpt.tcgcsv.com/TcQ,2018-10-10T15:18:13.967,1,,,,,,,"Each blister comes with 3 XY—Ancient Origins booster packs, a coin, and a promotional card of Malamar.",,,,,,,,,,
100494,Ancient Origins 3 Pack Blister [Salamence],Ancient Origins 3 Pack Blister Salamence,https://tcgplayer-cdn.tcgplayer.com/product/100494_200w.jpg,3,1576,https://cpt.tcgcsv.com/VcQ,2018-10-10T15:19:25.217,1,,,,,,,"Each blister comes with 3 XY—Ancient Origins booster packs, a coin, and a promotional card of Salamence.",,,,,,,,,,
100495,Ancient Origins Elite Trainer Box,Ancient Origins Elite Trainer Box,https://tcgplayer-cdn.tcgplayer.com/product/100495_200w.jpg,3,1576,https://cpt.tcgcsv.com/WcQ,2015-08-20T11:19:08.803,1,,,,,,,,,,,,,,,,,
104380,Ancient Origins Collector Pin 3 Pack Blister [Shiny Mega Rayquaza Pin],Ancient Origins Collector Pin 3 Pack Blister Shiny Mega Rayquaza Pin,https://tcgplayer-cdn.tcgplayer.com/product/104380_200w.jpg,3,1576,https://cpt.tcgcsv.com/DMR,2018-10-10T15:19:55.877,1,,,,,,,"Each blister comes with 3 XY—Ancient Origins booster packs, a coin, and a collectible pin of shiny Mega Rayquaza!",,,,,,,,,,
104381,Ancient Origins Collector Pin 3 Pack Blister [Mega Tyranitar Pin],Ancient Origins Collector Pin 3 Pack Blister Mega Tyranitar Pin,https://tcgplayer-cdn.tcgplayer.com/product/104381_200w.jpg,3,1576,https://cpt.tcgcsv.com/FMR,2018-10-10T15:19:08.613,1,,,,,,,"Each blister comes with 3 XY—Ancient Origins booster packs, a coin, and a collectible pin of Mega Tyranitar!",,,,,,,,,,
106214,Ancient Origins Single Pack Blister [Blissey],Ancient Origins Single Pack Blister Blissey,https://tcgplayer-cdn.tcgplayer.com/product/106214_200w.jpg,3,1576,https://cpt.tcgcsv.com/jvS,2018-10-10T15:22:08.58,1,400.0,400.0,400.0,,,Normal,"Each blister comes with 1 XY—Ancient Origins booster packs, a coin, and a promotional card of Blissey.",,,,,,,,,,
106215,Ancient Origins Single Pack Blister [Fearow],Ancient Origins Single Pack Blister Fearow,https://tcgplayer-cdn.tcgplayer.com/product/106215_200w.jpg,3,1576,https://cpt.tcgcsv.com/kvS,2018-10-10T15:23:35.583,1,,,,,,,"Each blister comes with 1 XY—Ancient Origins booster packs, a coin, and a promotional card of Fearow.",,,,,,,,,,
276595,Ancient Origins Sleeved Booster Pack Art Bundle [Set of 4],Ancient Origins Sleeved Booster Pack Art Bundle Set of 4,https://tcgplayer-cdn.tcgplayer.com/product/276595_200w.jpg,3,1576,https://cpt.tcgcsv.com/WFd3,2022-06-21T19:18:02.767,1,,,,,,,"Collect each of the 4 unique art packs for Ancient Origins.
<br>Each Ancient Origins sleeved booster pack contains 10 random cards.",,,,,,,,,,
