productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
528082,Paldean Fates Premium Collection [Quaquaval ex],Paldean Fates Premium Collection Quaquaval ex,https://tcgplayer-cdn.tcgplayer.com/product/528082_200w.jpg,3,23353,https://cpt.tcgcsv.com/Gff6,2024-02-09T05:03:15.403,1,"Capturing a Shiny Pokémon has always been a rare feat, but you can add three of these Pokémon with special coloring to your arsenal in each of these collections! The final Evolution appears as a Shiny Pokémon ex, while the Basic and Stage 1 Pokémon join in as playable promo cards, and you can show off the full Evolution chain in a magnetic 3-card protector. You'll also find an oversize card featuring the star Pokémon ex, plus a stack of booster packs from the Scarlet & Violet-Paldean Fates expansion to further grow your collection!
<br>Each Pokémon TCG: Scarlet & Violet-Paldean Fates Pokémon ex Premium Collection includes:
<br>• 1 etched foil promo card featuring Shiny Meowscarada ex, Shiny Skeledirge ex, or Shiny Quaquaval ex
<br>• 1 etched foil promo card featuring Shiny Floragato, Shiny Crocalor, or Shiny Quaxwell
<br>• 1 etched foil promo card featuring Shiny Sprigatito, Shiny Fuecoco, or Shiny Quaxly
<br>• 1 oversize foil card featuring Shiny Meowscarada ex, Shiny Skeledirge ex, or Shiny Quaquaval ex
<br>• 8 Pokémon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>• 1 magnetic 3-card protector with base
<br>• A code card for Pokémon TCG Live",238.0,249.99,400.0,180.44,,Normal,,,,,,,,,,,
528229,Paldean Fates Tech Sticker Collections [Set of 3],Paldean Fates Tech Sticker Collections Set of 3,https://tcgplayer-cdn.tcgplayer.com/product/528229_200w.jpg,3,23353,https://cpt.tcgcsv.com/Cjf6,2024-01-26T05:03:19.627,1,"Spruce up your tablet, laptop, or other tech device with a loyal and friendly Shiny Pokémon pal from the Paldea region! Inside this box, you'll find a cool tech sticker and promo card featuring one of three Shiny Pokémon, plus booster packs from the special Scarlet & Violet-Paldean Fates expansion.
The Pokémon TCG: Scarlet & Violet-Paldean Fates Tech Sticker Collection includes:
<br>• 1 foil promo card featuring Shiny Greavard
<br>• 1 tech sticker featuring Shiny Greavard
<br>• 3 Pokémon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>• A code card for Pokémon TCG Live",149.0,155.0,200.0,140.21,,Normal,,,,,,,,,,,
528324,Paldean Fates Premium Collection [Set of 3],Paldean Fates Premium Collection Set of 3,https://tcgplayer-cdn.tcgplayer.com/product/528324_200w.jpg,3,23353,https://cpt.tcgcsv.com/vlf6,2024-02-09T05:03:15.403,1,"Capturing a Shiny Pokémon has always been a rare feat, but you can add three of these Pokémon with special coloring to your arsenal in each of these collections! The final Evolution appears as a Shiny Pokémon ex, while the Basic and Stage 1 Pokémon join in as playable promo cards, and you can show off the full Evolution chain in a magnetic 3-card protector. You'll also find an oversize card featuring the star Pokémon ex, plus a stack of booster packs from the Scarlet & Violet-Paldean Fates expansion to further grow your collection!
<br>Each Pokémon TCG: Scarlet & Violet-Paldean Fates Pokémon ex Premium Collection includes:
<br>• 1 etched foil promo card featuring Shiny Meowscarada ex, Shiny Skeledirge ex, or Shiny Quaquaval ex
<br>• 1 etched foil promo card featuring Shiny Floragato, Shiny Crocalor, or Shiny Quaxwell
<br>• 1 etched foil promo card featuring Shiny Sprigatito, Shiny Fuecoco, or Shiny Quaxly
<br>• 1 oversize foil card featuring Shiny Meowscarada ex, Shiny Skeledirge ex, or Shiny Quaquaval ex
<br>• 8 Pokémon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>• 1 magnetic 3-card protector with base
<br>• A code card for Pokémon TCG Live",589.69,599.79,900.0,452.63,,Normal,,,,,,,,,,,
528771,Paldean Fates Booster Bundle,Paldean Fates Booster Bundle,https://tcgplayer-cdn.tcgplayer.com/product/528771_200w.jpg,3,23353,https://cpt.tcgcsv.com/rwf6,2025-10-09T14:36:57.787,1,"The spotlight glistens on Shiny Pokémon making their fated return to the Pokémon TCG! Shiny Pikachu blazes the path forward as Tinkaton, Ceruledge, Dondozo, and more than 100 other Shiny Pokémon follow. Meanwhile, Great Tusk and Iron Treads appear as Ancient and Future Pokémon ex, and Charizard, Forretress, and Espathra show off their own unique skills as Shiny Tera Pokémon ex. Shed some light and discover sparkling wonders in the Scarlet & Violet—Paldean Fates expansion!
<br>Expand your collection with this Booster Bundle containing six booster packs from Pokémon TCG: Scarlet & Violet—Paldean Fates!",130.0,150.0,250.0,132.72,,Normal,0820650856174,,,,,,,,,,
529039,Paldean Fates Mini Tin [Set of 5],Paldean Fates Mini Tin Set of 5,https://tcgplayer-cdn.tcgplayer.com/product/529039_200w.jpg,3,23353,https://cpt.tcgcsv.com/PDf6,2024-02-09T05:03:15.08,1,"This product contains 5 Mini Tins designs.
<br>In each Pokémon TCG: Scarlet & Violet-Paldean Fates Mini Tin, you’ll find:
<br>• 2 Pokémon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>• 1 sticker sheet
<br>• A Pokémon art card showing the art from this Mini Tin-you can collect and combine all 5!",235.0,250.0,207489.77,168.84,,Normal,,,,,,,,,,,
530700,Paldean Fates Elite Trainer Box Case,Paldean Fates Elite Trainer Box Case,https://tcgplayer-cdn.tcgplayer.com/product/530700_200w.jpg,3,23353,https://cpt.tcgcsv.com/0jg6,2026-02-19T18:49:21.953,1,"Shine Bright with Pokémon from Paldea!
<br>
The spotlight glistens on Shiny Pokémon making their fated return to the Pokémon TCG! Shiny Pikachu blazes the path forward as Tinkaton, Ceruledge, Dondozo, and more than 100 other Shiny Pokémon follow. Meanwhile, Great Tusk and Iron Treads appear as Ancient and Future Pokémon ex, and Charizard, Forretress, and Espathra show off their own unique skills as Shiny Tera Pokémon ex. Shed some light and discover sparkling wonders in the Scarlet & Violet—Paldean Fates expansion!<br><br>
Each Paldean Fates Elite Trainer Box Case contains 10 Elite Trainer Boxes.
<br>
The Pokémon TCG: Scarlet & Violet—Paldean Fates Elite Trainer Box includes:
<br>• 9 Pokémon TCG: Scarlet & Violet—Paldean Fates booster packs
Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.
<br>• 1 full-art foil promo card featuring Shiny Mimikyu
<br>• 65 card sleeves featuring Shiny Mimikyu
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Scarlet & Violet—Paldean Fates expansion
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 plastic condition markers
<br>• A box to hold everything, with 4 dividers to keep it organized
<br>• A code card for Pokémon Trading Card Game Live",3378.99,3799.99,4999.95,2866.45,,Normal,,,,,,,,,,,
530704,Paldean Fates Booster Bundle Display,Paldean Fates Booster Bundle Display,https://tcgplayer-cdn.tcgplayer.com/product/530704_200w.jpg,3,23353,https://cpt.tcgcsv.com/6jg6,2025-10-07T18:18:47.74,1,"Contains 10 Booster Bundles. Each Booster Bundle contains six booster packs from Paldean Fates.
<br>
The spotlight glistens on Shiny Pokémon making their fated return to the Pokémon TCG! Shiny Pikachu blazes the path forward as Tinkaton, Ceruledge, Dondozo, and more than 100 other Shiny Pokémon follow. Meanwhile, Great Tusk and Iron Treads appear as Ancient and Future Pokémon ex, and Charizard, Forretress, and Espathra show off their own unique skills as Shiny Tera Pokémon ex. Shed some light and discover sparkling wonders in the Scarlet & Violet—Paldean Fates expansion!
Expand your collection with this Booster Bundle containing six booster packs from Pokémon TCG: Scarlet & Violet—Paldean Fates!",1399.99,1650.0,4799.0,1341.88,,Normal,,,,,,,,,,,
536266,Paldean Fates Pokemon Center Elite Trainer Box (Exclusive) Case,Paldean Fates Pokemon Center Elite Trainer Box Exclusive Case,https://tcgplayer-cdn.tcgplayer.com/product/536266_200w.jpg,3,23353,https://cpt.tcgcsv.com/lwj6,2026-02-19T18:50:06.463,1,"Shine Bright with Pokémon from Paldea!
<br>
The spotlight glistens on Shiny Pokémon making their fated return to the Pokémon TCG! Shiny Pikachu blazes the path forward as Tinkaton, Ceruledge, Dondozo, and more than 100 other Shiny Pokémon follow. Meanwhile, Great Tusk and Iron Treads appear as Ancient and Future Pokémon ex, and Charizard, Forretress, and Espathra show off their own unique skills as Shiny Tera Pokémon ex. Shed some light and discover sparkling wonders in the Scarlet & Violet—Paldean Fates expansion!<br><br>
Each Paldean Fates Elite Trainer Box Case contains 4 boxes.
<br>
The Pokémon TCG: Paldean Fates Elite Trainer Box includes:
• 11 Pokémon TCG: Paldean Fates booster packs
• 1 full-art foil promo card featuring Mimikyu
• 65 card sleeves featuring Mimikyu
• 45 Pokémon TCG Energy cards
• A player’s guide to the Paldean Fates expansion
• 6 damage-counter dice
• 1 competition-legal coin-flip die
• 2 plastic condition markers
• A collector’s box to hold everything, with 4 dividers to keep it organized
• A code card for Pokémon Trading Card Game Live",2169.69,3000.0,8000.0,2122.54,,Normal,,,,,,,,,,,
635609,Paldean Fates Booster Bundle Display Case,Paldean Fates Booster Bundle Display Case,https://tcgplayer-cdn.tcgplayer.com/product/635609_200w.jpg,3,23353,https://cpt.tcgcsv.com/cg67,2025-10-07T18:19:23.217,0,"Contains 6 Booster Bundle Displays. Each Booster Bundle contains six booster packs from Paldean Fates.
<br>
The spotlight glistens on Shiny Pokémon making their fated return to the Pokémon TCG! Shiny Pikachu blazes the path forward as Tinkaton, Ceruledge, Dondozo, and more than 100 other Shiny Pokémon follow. Meanwhile, Great Tusk and Iron Treads appear as Ancient and Future Pokémon ex, and Charizard, Forretress, and Espathra show off their own unique skills as Shiny Tera Pokémon ex. Shed some light and discover sparkling wonders in the Scarlet & Violet—Paldean Fates expansion!
Expand your collection with this Booster Bundle containing six booster packs from Pokémon TCG: Scarlet & Violet—Paldean Fates!",8789.97,8995.0,15000.0,8260.15,,Normal,,,,,,,,,,,
654599,Paldean Fates Tech Sticker Collection Case,Paldean Fates Tech Sticker Collection Case,https://tcgplayer-cdn.tcgplayer.com/product/654599_200w.jpg,3,23353,https://cpt.tcgcsv.com/_Rf7,2025-09-18T19:00:59.703,0,"Spruce up your tablet, laptop, or other tech device with a loyal and friendly Shiny Pokémon pal from the Paldea region! Inside this box, you'll find a cool tech sticker and promo card featuring one of three Shiny Pokémon, plus booster packs from the special Scarlet & Violet- Paldean Fates expansion.

<Strong> Case contains 12 Scarlet & Violet- Paldean Fates Tech Sticker Collection.</strong>
Each Pokémon TCG: Scarlet & Violet- Paldean Fates Tech Sticker Collection includes:
<br>• 1 foil promo card 
<br>• 1 tech sticker 
<br>• 3 Pokémon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>• A code card for Pokémon TCG Live",583.99,589.99,599.99,430.96,,Normal,,,,,,,,,,,
665113,Paldean Fates Great Tusk ex & Iron Treads ex Premium Collection,Paldean Fates Great Tusk ex and Iron Treads ex Premium Collection,https://tcgplayer-cdn.tcgplayer.com/product/665113_200w.jpg,3,23353,https://cpt.tcgcsv.com/h3l7,2025-11-26T15:09:40.147,1,"Past & Future Collide with Great Tusk ex & Iron Treads ex!
<br>
Take a journey into the Great Crater of Paldea and discover Paradox Pokémon that defy the flow of time! Add the brute force of Great Tusk and Iron Treads to your own decks with this collection featuring both of them as Shiny Pokémon ex. You also get two more cards featuring Great Tusk and Iron Treads, plus an oversize foil card featuring Great Tusk ex and 11 booster packs from the special Scarlet & Violet-Paldean Fates expansion.

 <br><br>

The Pokémon TCG: Great Tusk ex & Iron Treads ex Premium Collection includes:
<br>
• 2 foil cards featuring Shiny Great Tusk ex and Shiny Iron Treads ex
<br>
• 2 cards featuring Great Tusk and Iron Treads
<br>
• 1 oversize foil card featuring Shiny Great Tusk ex
<br>
• 11 Pokémon TCG: Scarlet & Violet-Paldean Fates booster packs
<br>
• A code card for Pokémon TCG Live",218.0,225.0,400.0,200.87,,Normal,0196214150043,,,,,,,,,,
668624,Paldean Fates Booster Pack Art Bundle [Set of 4],Paldean Fates Booster Pack Art Bundle Set of 4,https://tcgplayer-cdn.tcgplayer.com/product/668624_200w.jpg,3,23353,https://cpt.tcgcsv.com/vsm7,2025-12-15T13:41:34.703,1,"Shine Bright with Pokémon from Paldea!<br>
The spotlight glistens on Shiny Pokémon making their fated return to the Pokémon TCG! Shiny Pikachu blazes the path forward as Tinkaton, Ceruledge, Dondozo, and more than 100 other Shiny Pokémon follow. Meanwhile, Great Tusk and Iron Treads appear as Ancient and Future Pokémon ex, and Charizard, Forretress, and Espathra show off their own unique skills as Shiny Tera Pokémon ex. Shed some light and discover sparkling wonders in the Scarlet & Violet—Paldean Fates expansion!

<br><br>

Collect each of the 4 unique art packs for Paldean Fates.
<br>Each Mega Evolution booster pack contains 10 random cards.",63.5,76.95,95.96,61.58,,Normal,,,,,,,,,,,
